lifeStage	reps
adult |adult	381
adult, eclipse plumage	1
adult:8	2
adult; larvae	109
advanced {cartoid maceration	1
al., nymphs	1
ammcoetes	1
bare trace, a late set	1
decidedly begun	1
downey yng.	1
echinopluteus	28
eggs 1/3 incubated	2
ex-larva	1
fresh (one dwarf had a yolk)	1
fresh - 2 days	2
fresh to 2 or 3 days	2
fresh to 6 days	1
fresh(1 day)	1
fresh; 5	1
fully 1/2	1
heavy. One of smaller eggs infer	1
imago: 50000	1
juv by plum.	1
juvenil | Euring 1	5
juvenile; 12 day	2
juvenile; Rudd's age class 32	30
juvénile, Om27	1
large Embryos	2
large embryo, both eggs evenly i	1
larva (sizeClass:10-15mm)	166
larvae no legs:116 ; larvae with hind legs < 1cm:12 ; larvae with hind legs > 1cm:2	1
larvae no legs:131	1
larvae no legs:2 ; larvae with hind legs < 1cm:8	2
larvae no legs:261 ; larvae with hind legs < 1cm:13 ; larvae with hind legs > 1cm:26	1
larvae no legs:302	1
larvae no legs:36	7
larvae no legs:74	3
larvae with hind legs < 1cm:1000 ; adult male:1	1
larvae with hind legs < 1cm:15	1
lenght < 5 cm:15 ; lenght:5-10 cm:5 ; lenght:20-25 cm:2 ; lenght>30cm:1	1
lenght < 5 cm:15 ; lenght:5-10 cm:76 ; lenght:10-15 cm:1	1
lenght < 5 cm:162 ; lenght:5-10 cm:4	1
lenght < 5 cm:19 ; lenght:5-10 cm:3	1
lenght < 5 cm:2 ; lenght:5-10 cm:12 ; lenght:10-15 cm:1	1
lenght < 5 cm:20 ; lenght:5-10 cm:6 ; lenght:10-15 cm:6	1
lenght < 5 cm:23 ; lenght:5-10 cm:4	2
lenght < 5 cm:29	2
lenght < 5 cm:5 ; lenght:5-10 cm:6 ; lenght:10-15 cm:1	1
lenght:10-15 cm:17 ; lenght:15-20 cm:6	1
lenght:10-15 cm:24	1
lenght:5-10 cm:2 ; lenght:25-30 cm:1	1
lenght:5-10 cm:29	6
lenght:5-10 cm:58 ; lenght:10-15 cm:1	1
lenght:5-10 cm:67	1
lenght:5-10 cm:7 ; lenght:10-15 cm:9	1
lenght:5-10 cm:9 ; lenght:10-15 cm:1	4
metamorph-Stage 44	4
naulpiar stage	1
not heavy	1
not indicated	1005
on pt of hatching	1
paralarva	3
pollo	10
pupa: 170	2
pupa: 19	1
pupal exuvia	17
slight to fresh	5
slight to well begun, varying in	1
some	16
started bloody	1
teneral:5; adult female:5; adult male:5; adult:20	1
trace of red to small embryos	1
têtard déchiré	1
variable fresh and very slight	1
week	5
well along, bloody	1
young of 1979 or earlier	1
young, from resting eggs	1
{"adult":8, "pulli":17}	1
{"adult":8}	8
{"adult":97}	1
"Fresh enough to blow"	1
"juv"	3
'n/a	1
0 adults| 30 larvae| 0 pupae| 0 cocoon	1
0.135	1
1 ADULT; 18 JUVENILE	1
1 JUVENILE; 1 ADULT	3
1 MALE (004)	1
1 adulto, 1 pupa	2
1 adulto; 1 pupário	5
1 blood, 1 bones	1
1 fresh, 1 showing blood, 1 smal	1
1 fresh, showing blood, small em	1
1 large embryo (decomposed); 1 i	1
1 larva, 1 pupa and 3 larvae reared to adult stage	1
1 ninfa.	15
1 old tadpole	1
1 showing blood, 2 v. small embr	3
1 vet. & 1 juvenile	1
1/2 complete	2
10 YRS	2
10 pupae, 11 larvae / 2 pupae	1
100	2
102 adult	6
11 pupas, 5 larvas	1
136 larvas	2
13M	3
17 pupas	14
17K	1
18M  58F	1
19 juveniles	2
193 adult	4
1G/2G/3G	1
1M  1F	89
1mm	18
2 FEMALES, 11 MALES	1
2 Fresh; 1 Started	1
2 JUVENILE, 10 ADULT	1
2 addled, 1 pipped	1
2 heavy, 1 clear	1
2 incubated eggs	1
20 larvae	4
21 adults + 29 larvae	1
296 adults + 12 larvae	1
2M  1F  10J	1
2M  2F  2J	1
2M 4F 20J	1
3 adultos	121
3 eggs from a failed clutch of 4	1
3 eggs, 13 first instar larvae, 1 larvae, 7 larval exuviae, 1 mature larva, 10 larval exuviae, 1 pupa, 16 larval exuviae, 12 larval exuviae, 1 pupal exuviae	1
3 pupal exuvia	1
3/4 begun	1
33 adults + 1 larva	1
33 crías	1
34 adults + 4 larvae/pupa	1
35 adults + 3 larvae/pupa	1
3F 20J	1
3J	32
3M 10F	2
4.5 yrs	1
42 años	6
4611-12; 4614 slight; 4613 moder	1
4m 4f	2
5 larvae, 1 pupa, 1 larva reared to pupa, 2 larvae reared to adult.	1
53 adults + 8 larvae	1
577 adult	1
5f 11j	1
5x4mm	96
60 larvas	5
6M  11F  2J	1
7 unknown	236
7H	3
7M 7F	2
8 ADULT; 6 JUVENILE	2
8 deutonymph	4
84 pupas, 16 larvas	1
88 adults + 1 larva	1
9 juvenile	14
9.5 weeks	1
97-SF02-ES-1, addled egg, broken	1
98-SC02-ES-1, fragments from cas	1
; embryo	2
;; ovigerous;; juvenile	2
<12 år	1
AD - T.A	1
ADULT MALE, RIPENING	1
About 10 days.	1
Ad.Br.-Ad. Nbr.	1
Adult Female, gravid	5
Adult Female: 0; Adult: 6; Adult Male: 0	2
Adult, Liver tissue	1
Adult: 15; Adult Male: 12; Adult Female: 3	1
Adult: 17; Adult Male: 5; Adult Female: 12	2
Adult: 19; Adult Male: 10; Adult Female: 9	3
Adult: 27; Adult Male: 15; Adult Female: 12	1
Adult: 9; Adult Female: 6; Adult Male: 3	1
Adult; adult	13
Advanced (5 to 7 days)	1
Age 7 days	3
Age Class VII	1
All 3 showing blood	1
All Small Embryos	1
Apparent in 3 eggs	1
Begun in all	4
Begun; yolks bloody	1
Both Eggs:Fresh	3
Both eggsaddled with no embryoni	1
CB	1
Calf; Adult	1
Commenced in all	1
Commneced	1
DOWNY YOUNG; STATE 2	1
Destroyed	3
E	19
Early dead embryo	1
Eggs 1,2,4 hatched in the lab; e	1
Eggs:#3:Fresh, #6: Trace Of Bloo	1
Embryo or hatchling	1
Embryo with eggshell	2
Embryos - one half	1
Flower buds	3
Fragments; Nest failed, one whol	1
Fresh, 2 were incubated.  Also t	1
Fresh, commenced.	1
Fresh- Female caught and another	1
From almost fresh to 1/2 incubat	1
G&D 55: larva w/gills reducing	64
HATCHLING MALE	1
I; I; ovigerous	1
I; juvenile;; juvenile; II	1
I;; juvenile;;	6
II;; juvenile; juvenile; ovigerous	4
IMMATURE FEMALES	1
Indeterminado	10016
JUVENILES, RIPE ADUL	2
Juvenil y dos crías	1
Juvenile with tail clip tissue	2
Juvenile: 29	1
Juvenile: 49; Adult: 9	1
L:10in; TL:4.75in; TS:1.75in; WC	1
L:4.10"; EXT:7.80".; age by plum	1
L:7.20in; EXT:11.25in; age by pl	1
L:7.25in; EXT:11.90in; WCH:4.60i	1
L:7.5in; TL:2in; TS:15/16in; WCH	1
L:9.5in; WCH:5.5in; age by pluma	1
Larvas	37
Light Egg Small Emb, Others Fres	1
MALE AD., 2 F AD., F	1
Medium sized softish embryos	1
Medium-sized embryo, yolk sac pr	1
Meso-Metalarvae	2
Not	1
Nto recorded	2
On the eve of hatching	1
One about 1/3. Two about 1/4.	1
One infert. Two far advanced	1
One third in all	1
Plantula	2392
Polygastric and eudoxid stages	7
Slight in one egg; others fresh	1
Slightly fertile	1
Slightly incubated.	3
Spiderling	2
Sub-Adult	17
TADPOLES OR TRANSFORMING	4
Trace of red in 1 & fresh	1
Two eggs advanced; four fresh	1
U-AD	3
U-Ad.; S.N.Q.F.O	1
U-Juv.	1377
WCH(L):130mm; age by plumage	1
WCH(R):138mm; BL(cul.ant.nos.):1	1
WCH:302; CTO:37.8; TS:34.4; TL:1	1
WCH:77.8; TL:56.75; BL:12.2 (ksw	1
Well along 1/4	1
White thick; red spots in yolk.	1
a bare suggestion	1
adult 3|adult 4	22
adult 45|adult 46	1
adult 7|adult 13	2
adult 82|adult 38	1
adult andjuvenile	1
adult fundatrix	21
adult male:110; adult female:90	1
adult male:90; adult female:40	1
adult, ossified skull	1
adult,skull fully ossified	1
adult:9	1
adult; 10 mo 10 day	2
adult; 6.5-8.5 yr	12
adult; 665 day ?	2
adult; 68 day	14
adult; 9 mo 13 C day	2
advanced to feathers	1
advanced, 1 infertile	4
advanced--unfeathered	1
all were well started	1
bordering Considerable	2
class 7	1
commenced.  Small embryos	1
egg-parr	1
embryo formed	5
far advance, feathers	1
far advanced except in runt addl	1
fetus	441
fresh ( one egg + blood vein in	1
fresh, showing blood	21
fresh?-(0) none?=a-ripe, fluid.	1
fully 1/3	2
hatched eggs	2
hatched-w	4
held 4 yesterday	1
illegible (likely says "advanced	1
inf.	1
infertile congealed, stale	1
juv (naked]	1
juvenil | Euring 2	2
juvenile; 5-6 day	2
larvae no legs:1 ; larvae with hind legs < 1cm:6 ; larvae with hind legs > 1cm:1 ; metamorph without tail:2	1
larvae no legs:13 ; larvae with hind legs < 1cm:1	4
larvae no legs:132	1
larvae no legs:341	1
larvae no legs:35 ; larvae with hind legs < 1cm:85 ; larvae with hind legs > 1cm:32 ; metamorph with tail:2	1
larvae no legs:37	3
larvae no legs:4 ; larvae with hind legs < 1cm:14 ; larvae with hind legs > 1cm:6 ; metamorph with tail:1 ; adult male:2	1
larvae no legs:51 ; larvae with hind legs < 1cm:5	1
larvae no legs:6 ; larvae with hind legs < 1cm:9 ; larvae with hind legs > 1cm:2 ; metamorph without tail:1	1
larvae no legs:75	3
larvae with hind legs < 1cm:16	1
larvae with hind legs < 1cm:3 ; larvae with hind legs > 1cm:5 ; adult female:1	1
larvae with hind legs < 1cm:30 ; larvae with hind legs > 1cm:34 ; metamorph with tail:1 ; adult male:1	1
larvae with hind legs < 1cm:5 ; larvae with hind legs > 1cm:5	1
larvae with hind legs < 1cm:6 ; larvae with hind legs > 1cm:4 ; adult female:1	1
larvae; age 56 days	2
lenght < 5 cm:200	8
lenght:10-15 cm:25	2
lenght:25-30 cm:3 ; lenght>30cm:7	1
lenght:5-10 cm:11 ; lenght:10-15 cm:3	1
lenght:5-10 cm:4 ; lenght:10-15 cm:5 ; lenght:15-20 cm:2	1
lenght:5-10 cm:9 ; lenght:10-15 cm:2	1
less than a week	2
little incubated	2
lot of 6 larvae	1
medium size embryos	2
megalopa; crab 1; crab 2	1
nauplius; copepodid & nauplii	1
ovigerous; juvenile; juvenile	5
ovigerous; zoeae 1; zoeae 2; megalopa	1
perhaps 5 days	1
post-fledgling	1
showed red	1
skull <5% pneumatized	1
skull less than 30% ossified	1
sligh	2
slight to bad	1
small emb.	2
small embryos, soft bones	1
smallest larvae < 5cm no legs:12 ; larvae no legs:34	3
solid inside	1
subad	244
teneral:3; adult male:25; adult female:5	1
unknown: 10	49
well advanced - 1 egg pipped	1
well formed, hard embryos	1
yd	1
young of the year	198
{"adult":1, "pulli":0}	50
{"egg":20}	3
0.	5
1 Male And I Female Eyas Produce	1
1 Year Old?	1
1 fresh,  7-8 days, 10 days	1
1 grosse	1
1 infertile; 3 with soft embryos	1
1 ou 7	2
1-embryo visible, 2-embryo large	1
1/3 formed	7
10 days; Downy chick	1
100 pupas	16
11 ADULT; 9 JUVENILE	1
11 adults + 3 larvae	2
116 adult	6
120 adults	1
12M 22F	1
14 adults + 68 larvae	1
14m 13f	1
16 adults + 2 immatures	1
19 adult	259
1M  1F  1J	15
1M 3F 3J	3
1M2F2J	1
1m 6j	1
2 addled	1
2 advanced, 2 addled	1
2 eggs, 4 larvae and 3 pupae	1
2 fresh; 1 trace; 1 begun	1
2 juvenile; 7 adult	2
2 pupas, 17 larvas	1
2 pupas, 40 larvas	1
2.5Adult+1Pup	2
21 adults	3
21 adults + 1 larva	5
21 pupas, 25 larvas	1
211 adultos	1
23 larvas	33
2C/3C	1
2j	15
3  larvae, 1 larva reared to pre-pupa, 1 larva reared to adult.	1
3 adults + 1 larva	26
3 fresh, 2 started	2
3 pupas, 25 larvas	1
3 slight; 1 addled	1
3 started; 1 fresh.	1
30 têtards	1
3086 slight	1
31 adults + 1 larva/pupa	1
34M	1
3F3J	2
3K	178
3m 3f 1j	2
4 ADULT	1
4 adultos, 1 infante	1
4 males, 3 females	1
4 years, 1 month +/- 1 year	1
5 ADULTS	1
5 days advance	1
5 ninfas.	1
5F 3J	1
5M 3F 1J	1
66 Adults, 2 Juveniles	1
6F, 4J	1
6M  2F  1J	2
75 Adults, 4 Juveniles	1
7I	2
7m 8f 2j	1
82 adult	5
83 Days	1
90 adults + 15 larvae	2
94 pupas	1
97-SC02-ES-1,2&3 all infertile,	1
9M 8F 6J	1
9x7mm	22
; II; II	1
; juvenile; manca	1
;; juvenile V	30
<4 år	4
ADULT (SCR	2
ADULT MALES, FEMALE	1
Adult - 14 years	1
Adult Male: 1; Juvenile: 119; Adult Female: 7	1
Adult male, female, 1 juvenile	1
Adult: 31; Adult Male: 19; Adult Female: 12	1
Adult: 52; Adult Male: 23; Adult Female: 29	1
Adultos y juveniles	3
All eggs: 1/2 grown embryo	1
Aptiano tardío	5
BI3. Infantil 3.	33
Blood showing in 2	1
Both eggs hatched in captivity.	1
CC	176
CIV-CV	45
Campaniano superior	1
Chick; skull not oss.	7
Comm	1
Cones	1
Depredated	94
EMBRYO*	1
Eggs 21,22,23 hatched in the lab	1
Eggs failed to hatch.	1
Embryos quite large	1
Embryos, Egg	1
Extremely rotten and fragile she	1
F	2390
Failed nest= 1 egg	1
Far advacned - 3/4	1
Female w/ 4 eggs 7X12mm	1
Female; Female; Male; Pupa; La	5
Fresh(?)	1
Fresh; One Punctured And Rotten	1
From 2 To 6 Days	1
From Fresh To Well Begun	1
G&D 34-38: larva w/no front limb digits	81
Gosner 34-36: tadpole w/hind toes	166
Hard, feathered embryos	1
II;; juvenile; juvenile; juvenile	2
Imm?	18
Infertile- nest also held a high	1
L:124; EXT:182.; age by plumage	1
L:125; EXT:184mm.; age by plumag	1
L:173mm; EXT:272mm; WCH:91mm; ag	1
L:178mm; EXT:301mm; age by pluma	1
L:204; WCH:112.5; TL:75.5 mm.; a	1
L:340mm; EXT:464mm.; age by plum	1
Large Embyros	1
Large embryos, Infertile	1
Last	1
Metamorphs	96
Mioceno medio	656
Moderate dried embryos	1
Nest held 1 egg June 9	1
No development--abandoned	1
None. Nest contained 3 young.	1
Nymph	323
Over one day	1
POST-LARVAE	3
Partial (1/2)	2
Preg	1
Probably very slight	1
SKULL SUTURES CLOSED	1
Skull Oss.	22
Skull fully ossifed.	2
Skull not completely ossified.	1
Slight 3dys.	1
Slight trace of embryos	1
Slight; 1402 moderate	1
Slight]	1
Small Trace Of Blood>very Small	1
Soft bones in 3. 5 addled.	1
Tested fresh, but they lied.	1
Traces of blood in two eggs only	1
Un adulto y dos juveniles.	1
VERY YOUNG WHEN COLLECTED IN DEC	1
VII	3
Very large embryos, infertile	1
Very slight- bloody but no embry	1
WCH: 53mm  TL: 47mm; age by plum	1
Young of Year	16
Zangpost: 20	4
a few days	52
a pecice commencee (commenced)	1
about 1/2 hatched	1
about 1/4 completed	1
about middle	1
ad (2Y,8M)	1
ad (6+ yr)	1
adult (Sierra Nevada x Oregon in	1
adult 3|adult 5	9
adult 4|nymph 2	1
adult >12y	1
adult and immatures	1
adult female:10; adult male:25	1
adult female:1; adult male:1; adult:1	3
adult female:1; adult male:30; adult:5	1
adult female:31; adult male:80	1
adult male:20; adult female:20; adult:50	1
adult11.1 g	1
adult; 0.5 yr ?	2
adult; 399 day	2
adulte&embryons	1
al viv.	1
al. viv.	7
at least 2 yrs	1
bad.1egg hatched in transport	1
bursa 11 x 5 mm	1
ca 31day	2
class 8	1
ee card	1
eggs pipped	1
f (?)	1
fast set	1
fresh, prob. Commenced	1
fresh-very slight	2
fresh.  Set incomplete	1
fresh; 3 birds just hatched, in	1
fully 1/4	1
hatched in wild	1
host fresh	1
im	17
inc/3	1
juvenil | Euring 3	1238
larva, phyllosoma	3
larva: 40	6
larvae no legs:133	1
larvae no legs:17 ; larvae with hind legs < 1cm:41 ; larvae with hind legs > 1cm:13	1
larvae no legs:304	2
larvae no legs:38	1
larvae no legs:62 ; larvae with hind legs < 1cm:34 ; larvae with hind legs > 1cm:8	1
larvae no legs:76	1
larvae no legs:9 ; larvae with hind legs > 1cm:8 ; metamorph with tail:3	1
larvae with hind legs < 1cm:3 ; larvae with hind legs > 1cm:5 ; adult female:2	1
larvae with hind legs > 1cm:44	1
lenght < 5 cm:24 ; lenght:5-10 cm:58	1
lenght < 5 cm:4 ; lenght:5-10 cm:23	1
lenght < 5 cm:42 ; lenght:5-10 cm:12	1
lenght < 5 cm:6 ; lenght:10-15 cm:6	1
lenght < 5 cm:69	1
lenght:10-15 cm:1 ; lenght:25-30 cm:1	1
lenght:15-20 cm:12 ; lenght:20-25 cm:1	1
lenght:5-10 cm:11 ; lenght:10-15 cm:4	2
met'ing juv	1
moults of 5th crab stage	1
nauplii	3701
nearly one half	1
none. eggs fresh	1
not reorded	1
nymph exulis	67
nymph |adult	3
one about half, one fresh	1
one egg incubated, one addled	1
one egg with large embryos; othe	1
sexually mature male	2
showing blood (1) to small embry	1
smallest larvae < 5cm no legs:5 ; larvae no legs:31	1
somewhat	3
stages I-IX	1
sub.	40
subimago 1|imago 1	1
teneral:1; adult female:1; adult male:19; adult:1	1
teneral:1; adult female:4; adult male:92	1
teneral:1; adult male:10; undetergent:10	1
trace (3 days)	1
two thirds, two infertile	1
undetergent:13; adult male:16	1
undetergent:1; adult male:2; adult female:1	1
undetergent:3; adult:16	1
unknown: 11	11
unknown: 150	2
very slightly incubated, one a l	1
very tough embryos	1
without eggs	1
zoea I	20
zoea and megalop and adult	1
zoea stage 1	1
{"adult":3, "pulli":10}	1
"no incubation"	1
#2 Trace of blood, #1, 6 Very sm	1
(FL)	3
.2 (fertility = nil)	1
0 +	2
0,7-1 mm	143
1 To 4 Days	1
1 addled 3 well started	1
1 cría	185
1 day-fresh (bird on)	1
1 decomposing small embryo, 2 la	1
1 egg, 2 young 3 1/2 weeks old	1
1 fresh, 1 slightly incubated	1
1 host slightly incubated, 1 hos	1
1 slight, 3 advanced	1
1)small Embryo, 2)small Embryo	1
1/2 hatched	7
1/3 rd	3
10 days old	3
10,875 år	1
102	2
108 Adults, 4 Juveniles	1
10H/8I	1
127m 170f	1
13 ADULT; 4 JUVENILE	1
131 adults + 124 larvae	1
14 juvenile	4
140 Adults, 4 Juveniles	1
15 adults + 2 larvae	4
17 juveniles	6
17M	3
18 mm	2
18 pupas, 1 larva	1
1M  5F	3
1day	1
1m 3f 2j	1
1st y.	2
2 Adultos 1 polluelo	1
2 already pipped for hatching.	1
2 fresh, 1 trace of blood	1
2 juv, female	1
2-5 days	2
20 ADULT; 11 JUVENILE	1
21 Adults, 6 Juveniles	1
21 adults + 5 larvae	1
23 adults| 0 larvae| 0 pupae| 0 cocoon	3
245 adult	1
2M 4F	12
2m 4f 8j	1
3 FEMALES, 7 MALES	1
3 adults, 2 juveniles	2
3 fresh, 2 advanced	1
3 nymph	160
3 pupae, 6 larvae	1
3+ yr.	1
30 gall	1
30 nymph	3
30% incubated	2
3447 slight	1
3559 advanced-feathered	1
39 g	1
4 adultos, 4 juveniles	1
4 años	1
4 days	253
4 females adult,  11 females juveniles	1
4 larvae	24
4 small embryos, 1 infertile	1
4-5 days inc	1
40 Indeterminate	1
40 adults + 8 larvae	1
497 Da	1
5-6 days old, alive	1
54 adults + 12 larvae	1
57 adults + 24 larvae	1
66 adults	1
68 larvas	4
7, 8D	1
7/8 completed	1
7J	10
8 juveniles, 8 adultos	1
8+	2
9 Adults, 2 Juveniles	5
96 adult	7
9F, 2J	1
9mm	12
; V	3
; immature	23
;; juvenile V; juvenile V	1
<1 week	1
A few days before hatching.	1
ADULT, 42 JUVENILES	1
About 1/4.	2
Addled egg from clutch of 4.	1
Adult 1 female	1
Adult Female: 3; Adult: 14; Adult Male: 11	1
Adult, female? (short tail; did	1
Adult: 12; Adult Male: 10; Adult Female: 2	2
Adult: 21; Adult Male: 11; Adult Female: 10	1
Adult: 32; Adult Male: 11; Adult Female: 21	1
Adultos, Juveniles	19
Almost hatched.	1
Approximately three days old	1
Begun on part of the set, other	1
Black contents	1
Cretácico Superior	33
Died Large Embryo	1
Different stages of incubation	1
EGG-SAC UTERINE EMBR	1
Egg #43 hatched at SCPBRG, kepte	1
Egg #65-infertile, egg #66 broke	1
Feathered embryo (caustic)	1
Fresh (Two addled)	1
Fresh and slight respectively	1
Fund	1
G&D 41-42: larva w/3 front limb digits	42
Hatching Year	4
Heavy.	2
IMMATURE, SKULL NOT COMPLETELY O	2
INMADURO	155
Immature ?	20
Infertile>hatched	1
Infertle (+3 Nestlings)	1
Inmaduro	9997
JUVENILE W/EGG CASE	3
JUVENILE, ADULTS	22
Juveniles.	5
King; Queen; Reproductive; Soldier; Worker	7
L:150mm; EXT:255mm.; age by plum	1
L:198mm; WCH:104mm; CUL:12.4mm;	1
L:203mm; EXT:367mm; WCH:117mm; a	1
LARVAE*	6
Larva and premetamorph	1
Larvae and premetamorphs	23
Light egg slight, dark egg fresh	1
M. embryo	1
Meduim	1
Metamorfos	1
Moderate embryos (caustic)	1
More than slight	2
Nearly 1/2	13
Over 4 days	2
P25', Abandoned egg	1
P29'; Abandoned	1
Part set	6
QP- imago	1
SKULL WITH SMALL CLEAR AREAS	1
SY or TY imm	1
Sight	1
Sire/Dam 95/103  C6E2	1
Slightly Incubated	92
Soft embryos (4 days)	2
Sub-adult	288
Transformer stage 6 or 7	1
Two addled and one 3/4	1
Two fresh, two started	1
U-At Least 11Yr	1
U-Ud.	5
WCH:303; TL:134.8; CTO:40.1; TS:	1
Well incubated	15
[?]	3
about 3/4 complete; embryos hard	1
about two thirds	1
addled; slight to moderate-dead	1
adult + 1 young of the year	1
adult 19|adult 14	1
adult 3|adult 6	8
adult 43|adult 130	1
adult 4|nymph 3	1
adult 56|adult 42	1
adult and free stage	1
adult female, egg, pupa shell	1
adult female:12; adult male:17	1
adult female:1; adult male:1; adult:2	1
adult female:2; adult male:18	1
adult male:12; adult female:1; undetergent:5	1
adult male:60; adult female:50	1
adult | juvenil | subadult	1
adult/halfgrown	1
adult; 101 day	8
adult; 20 C yr	2
adult; 79 day	6
adult; dark morph	1
adult; transitional	2
advanced about 2/3	1
advanced; addled	1
apt. v.	1
begun + in fact advanced	1
definitive plumage male	1
eggs not set on more than 2 days	1
fair embryos	2
flower, fruit ripe	1581
fresh (2-3 eggs full clutch)	1
fresh (3 days)	1
fresh + blood traces	2
fresh - advanced	1
fresh, 2 days	1
held 5 eggs 3 days ago	1
immature; juvenile	5
jeune en mue	18
juv class 0	1
juvenil 1K	140
juvenil | Euring 4	1
juvenile; II;; juvenile	1
larva: 300	1
larva: 41	4
larvae no legs:10 ; larvae with hind legs < 1cm:2 ; larvae with hind legs > 1cm:1	2
larvae no legs:13 ; larvae with hind legs < 1cm:3	1
larvae no legs:2 ; larvae with hind legs > 1cm:3 ; metamorph without tail:2 ; adult female:1	1
larvae no legs:30 ; larvae with hind legs < 1cm:2 ; larvae with hind legs > 1cm:1	1
larvae no legs:39	1
larvae no legs:5 ; larvae with hind legs < 1cm:7 ; larvae with hind legs > 1cm:4	1
larvae no legs:77	1
larvae with hind legs < 1cm:18	2
larvae with hind legs < 1cm:5 ; larvae with hind legs > 1cm:7	1
last larval skin	1
lenght < 5 cm:13 ; lenght:10-15 cm:3	1
lenght < 5 cm:19 ; lenght:5-10 cm:6	1
lenght < 5 cm:6 ; lenght:10-15 cm:7	1
lenght:10-15 cm:27	1
lenght:5-10 cm:20 ; lenght:10-15 cm:1	1
lenght:5-10 cm:30 ; lenght:10-15 cm:8 ; lenght:15-20 cm:2	1
maggot	8
merely begun	1
moderate incubation	1
nauplius I, III, V; nauplius II, IV, VI; copepodid	1
not fully ossified	2
nymph male	31
one addled, one begun	1
ovigerous; subadult; adult	1
positive - begun	1
preadult	4
preparatory;;	1
pupal shells	2
rather heavily incubated	1
research	6
showing in 3 eggs	1
skull windows present	1
smallest larvae < 5cm no legs:5 ; larvae no legs:32	1
stillborn calf	1
subimago	75
teneral:2; adult female:4; adult male:18	1
triploid cleavage anaphases	1
unincubated?	1
unknown: 12	17
unknown: 50	8
wingless virginoparae	1
zoea stages I, II, megalopa	2
{"adult":15, "pulli":7}	1
{"adult":27, "pulli":46}	1
{"egg":24}	2
{"egg":62}	1
#16; eggshell fragments collecte	1
00	1
1 ADULT MALE; 1 LARVA	1
1 JUVENILE; 4 ADULT	1
1 adulto y 2 juveniles	2
1 broken, 1 egg, 3 very small yo	1
1 egg far adv., 1 newly young	1
1 fresh, 1 considerable, 2 heavy	1
1 hatched, 8 infertile	1
1 incubated, 2 rotten, 3 apparen	1
1 infertile, 4 slightly incibate	1
1 juvenil, 2 adultos	2
1 juvenile; 48 adult	1
1 pupa reared from larva	1
1 showing, 2 fresh	1
1 small embryo, 2 medium embryos	2
1,5	6
1/3 - 31	1
10 Adult, 3 Infant	1
10 egg	37
10+ years	1
12 pupas, 12 larvas	1
12x3mm	2
13 Adults, 1 Juvenile	8
14 Adultos indeterminados, 1 Inmaduro, el resto sin informac	1
14-17 YRS	1
15 Adultos indeterminados, 4 Inmaduros, el resto sin informa	1
17M 16F	1
181 adults + 22 larvae/pupa	1
196 adult	1
1M  1F  5J	4
1M, 4F	10
2 Adultos indeterminados	1
2 Infertile	1
2 J	1
2 adults + 21 larvae	2
2 day	2
2 days old - Hatchling, born 8 May 1958	1
2 fresh, 3 begun	1
2 infertile, 2-15 to 18 days	1
2 infertile, 3 about 2/3	1
2 jars	1
2 larvae, 54 cocoons with pre-pupae, 1 pupa	1
2 subadultos; 4 juveniles	1
2-3 mo.s old	1
231 adult	1
235 adultos	1
25 Indeterminate	4
28 days old	1
286 Adults, 6 Juveniles	1
29 adults	3
29 days	1
29,0g	4
2M  5F  4J	1
2Nd Win.-2Nd Sum	16
2f 4j	1
3 adultos; 1 subadulto	1
3 crías	7
3 enveloppes*	1
3 larvae, 1 larva reared to pupa, 1 larva reared to adult stage	1
3-4	4
30 pupas, 10 larvas	1
32 larvas, 5 pupas	1
35 pupas, 1 larva	1
3M	161
3M  9F  3J	1
3M, 10F, 1J	1
4 days- evenly progressing	1
4 fresh	8
4 fresh 1 broken	1
4 fresh, trace of blood in one-	1
4 months old	4
4 to 6 days.	1
4 years, 4 months +/- 1 year	1
4-5 mm	302
40 + days	1
422 adultos	1
44 nymph	1
45 años	21
45 days	1
4=e 1-B	1
4M  3F	1
4M6F1J	1
5 adults	57
5 days; 1 infertile	1
5 juvenile; 0 egg; 20 adult	1
5 months	8
5 pupae, 3 larvae	4
5 w	1
53 unknown	3
6 infertile; 5 formed embryos	1
6,785 år	2
68 Adults, 6 Juveniles	1
6M 12F	1
6j	2
7 larvas	750
7 pupae, 11 larvae / 1 pupae	1
7.5 years	6
70 adults + 6 larvae	1
73 adultos	1
77 adults + 3 larvae	2
77 unknown	3
7K	14
7M  6F  4J	1
7m 2f	1
80%- egg cracked	1
83 Adults, 3 Juveniles	2
9 Months	1
; ovigerous;; juvenile	57
?Ad	1
AHY (SY?)	3
About 3/4 complete.	1
Adult: 10; Adult Male: 2; Adult Female: 8	1
Adult: 200	1
Adult: 85; Adult Male: 48; Adult Female: 37	1
Adulto, infante	1
Advanced in 2 eggs, the runt egg	1
All three eggs hatched in captiv	2
Basic 2	1
Blood just visible	1
Born 1965.  Euthanized 3 Novembe	1
Commencing	5
EMBRYOS, 3 FEMALE, 4	1
Egg shells (fragmented)	1
Eggs 32,33,34 hatched in lab; eg	1
Eggs 44,46 died; egg 45 manually	1
Embryo-53 days	1
Euring 5 | Immadur	495
Fruto	80709
GONADS	1
H	1
HY (p10 extends beyond P coverts	1
INACTIVE FEMALES	1
Imm-By Plumage	1
Infertile and large embryo	1
Jar #22; infertile, fragments	1
Juvenil, adulto	1
Juvenile: 28; Adult: 29	1
Juvenile; egg shell	1
