behavior	reps
call; stand; forage; walk; take flight	1
care for young	47
care for young; establish parent young contact	14
close colony	2
con larva en pico	1
court; sit on nest; preen	1
defecate; stand	2
drink; swim; preen; displace	1
eat; dispatch prey; walk; ruffle	1
echolocation clicks; call	1
emit alarm; mob; call	1
feed young; mechanical sound; fly; call	1
flap; swim	2
flew at 1400 hrs. to singing male V. funerea (white bill, orange feet, #4580) & was courted.	1
flew to singing male #4590	1
fly; call; bill drumming; mechanical sound	1
fly; call; perch; lek	1
fly; mob	3
flying to ice edge	6
forage; bathe; call	1
forage; stretch	5
forage; swim; rest	2
forage; take flight; song	1
forage; take flight; walk	2
forage; walk; stretch	1
from a brood with parents	2
from a flock of 16	2
from flock of 20	2
had 3 plus halfgrown young	2
hop; fly; call; perch; perform courtship display	1
hop; rest	2
in reeds	1
mechanical sound; court; fly	1
mechanical sound; forage; song; call	1
mechanical sound; scold; emit alarm; Social context: family	1
not singing	4
on flowers of Heracleum lanatum	15
on sweet clover	1
other	20
out of nest, attended by male	1
perch; Social context: colony; call; preen; rest	1
perch; arrive; perform courtship display; copulate; depart	1
perch; call; eat	1
perch; lek; call	1
perch; sit on nest; incubate	6
perform courtship display; perch; fly; copulate; call	1
perform visual display; wipe bill; call; perch	1
preparing nest hole	2
ready to lay	1
scratch; swim; sleep; preen; stretch	1
song; advertise; mate; care for young	1
song; mechanical sound; court; advertise	1
stand; preen; scratch; lie; sleep; rest	1
stick out tongue; Aggression/defense	2
subsong; call; song	3
taken at nest with 2 eggs	2
tape 1995 #13A	2
under and between bud scales; first instars	1
varias	2
vocalize; perform courtship display; hop; Visual; depart; hop	1
volando bajo y rápido	1
walk; Social context: herd; swim	1
1	13557
1 of 8 collected from a flock of twenty plus	8
1 of a flock of 10 in Eucalyptus trees	1
3 together	2
500-Hz thumps	5
Activo en el la tarde	1
Consumiendo semillas de Montanoa quadrangularis (Arboloco)	1
Cultivo de Platano abandonado	1
Cópula	2
Despliegue en rama seca	1
Ejemplares encontrados separados entre sí, aproximadamente cada 30 - 50 cm en aprox. 3 m2	1
En arbol de guayacan (Lafoensia acuminata)	1
En dosel, percha y canto	1
En sitio con chamizos, parte media	1
LOBTAIL	1
On flowers of Opuntia littoralis	10
On flowers of Solidago sempervirens	2
On flowers of Trifolium repense	5
Percha en dosel	1
Perchado en rama seca en cafetal	1
Pinus sylvestris	2
Stand/Perch	84
Sunning on Permian sandstone boulder 2' by 1' by 1' on hillside.	1
Volando de día en las Callunas	2
Vuelo, parte media	1
adult birds feeding young which were only able to take short flights	1
allopreen; drink	1
arrive; carry nest material; build nest walls; depart	1
arrive; preen; perform courtship display	1
at nest with young	5
beg; feed young	57
beg; feed young; attack; fight	1
bird sat on nest while I climbed tree and "let its head fall back on its back as if it were dead".	2
build nest; fly; carry nest material	1
call; Social context: family	120
call; court; fight	4
call; court; mate; forage	2
call; depart; forage; fly; Social context: mixed; establish flock contact	1
call; duet; court; mate	1
call; emit alarm; fly; perform visual display	1
call; establish flock contact; Social context: mixed	27
call; establish parent young contact; beg; establish flock contact; Social context: family	1
call; mechanical sound; depart; flush	1
call; mechanical sound; flush; emit alarm	1
call; perch; perform visual display	2
call; song; advertise; scold; emit alarm	5
call; song; fly; mate; advertise; forage	1
called in with taped song	3
chew; eat; forage; walk	1
colony of ca 25 pairs	2
comiendose una lombriz	1
contact; call	123
court; call; mechanical sound	1
courted by male V. funerea at 1654.	1
depart; perform courtship display; preen; call	6
eat; forage; song	2
eat; forage; walk	6
emit agonistic call; advertise; contact; song	1
emit alarm; call	208
emit alarm; emit distress calls; scold; call	1
en vuelo alto, seguramente mismos individuos que dia anterior	1
enter nest cavity; feed young	1
establish flock contact; forage; fly; call; perch; arrive	1
fight; swim; barks	10
flew out of nest	1
flock of 30	13
fly; run	3
fly; walk; flap	1
flying over (unknown if local or migratory)	22838
forage; Social context: family	2
forage; bathe	8
forage; bob; stand	1
forage; swim; surface dive	1
forage; walk; stand	6
forrajeando en la parte alta de árbol	1
forrajeo en ceiba quemada	1
from a flock of 12 adults and 1 immature	3
from a flock of ca 60	2
had full grown young	2
hop; fly	10
hop; preen; stretch; vocalize; perch; hop	1
in a flock, exhibiting strong agressive behaviour	2
in forest of Abies fraseri	2
land; call; perch; fly	1
lured with female Callosamia promethea, ca. 2130 hrs., artificial light on female	1
many pairs nesting closely together	2
mechanical sound; advertise; forage	1
mechanical sound; forage; perform visual display	1
mechanical sound; song; advertise; establish parent young contact; care for young	1
mechanical sound; song; establish parent young contact; care for young	1
on Abronia latifolium	1
one of 3 just out of nest	1
pant; perch; Social context: colony	7
perch; fly; forage; hop	1
perch; hold food in bill; perform nest relief	1
perch; preen; vocalize	2
perch; ruffle; take flight; defecate	1
perched	1
perform visual display; perch; preen	3
potrero	1
realizando dos vocalizaciones, parloteos y cantos	1
ruffle; fly; depart; ruffle; wipe bill	1
sang.	1
scratches; perch	1
sit on nest; preen; perch	1
song recorded, mimics Lagonosticta rubricata. tape #19	1
song; advertise; perform courtship display; Visual	2
song; counter singing; advertise; Social context: mixed	3
song; mimicry; advertise; Social context: colony	3
stand; drink; hop	1
surface dive; perform visual display	1
swallow; regurgitate	2
swim; drink	2
swim; forage; Social context: flock	5
swim; hatch	1
swim; surface dive; eat	7
take flight; forage; cling; hop; perch; fly; peck	1
take flight; perch; call; hold food in bill	1
tape 1992 #4B, 5A: 0-105	1
tape 1995 #13B	1
taped 2001 #1 02, 64	1
tapes 14, 15, 19, 19A	1
threaten; lek; call	1
to Utah gloveri female	1
vocalize	114
walk; fly; land	2
with siblings	2
1 en dirección Hendaya playa+ 2 que tras varias vueltas sobre la zona toman dirección SO	1
1 of 3, other 2 in flying condition	2
1 of 6	1
2	326
2 ex. sobrevuelan Plaiaundi a muy baja altura durante un buen rato, sin llegar a posarse.	1
6 m, bromelia	1
At capture, exposure was full sun and the lizard was lying still.	72
Colibri con vientre blanca, cola y pico largo	1
DEAD	9
En Yarumo	2
FLUKING	5
Feeding	14257
Hidden under a pile of dead plant material on highway shoulder.	1
MATING	2
On flowers of Ligustrum vulgare	2
Parte media	26
Perchada en Inga edulis	1
Prey insect (E)	1
To water	3
about farm bulidings	2
advertise; mechanical sound	14
advertise; preen; vocalize; song	1
attack; emit alarm; fight	1
attracted to water	1
be displaced; displace; swim; forage	1
beg; perch; Social context: colony; run	1
being fed by Chipping Sparrows	1
being fed by adult, just out of nest	1
bill snap; call	9
build nest; take flight; land	2
call; Social context: mixed	186
call; advertise; forage; establish flock contact	22
call; arrive; mate	5
call; court; fly; perform visual display	2
call; duet; mechanical sound	2
call; flush; advertise; emit alarm	1
call; hop; take flight	2
call; mate; Social context: family; establish flock contact	3
call; mate; court; emit alarm; fight	1
call; mechanical sound; advertise; court; Social context: colony; perform visual display	3
call; mechanical sound; bill drumming; mate	1
call; mob; fly; mechanical sound	1
call; perch; hop; depart	1
call; perch; preen; take flight	1
call; scold; mob; emit alarm	5
call; song; court; perform visual display	1
call; stand; forage; walk	2
capture prey; fly; carry food in bill	1
carry food in bill; feed young	9
cling; call; tail wag	1
defecate; preen; stretch	1
eat; fly	9
eat; forage; perch	3
eat; perch; preen; fly	1
feed young; fly	7
fly; swim; Social context: flock; land	1
forage; fly; flap	1
forage; fly; flight sound	1
forage; take flight	44
from a nest of 2 young	3
from brood with parent	6
hop; flap; forage; walk	1
in dead Picea mariana	2
jump; run	3
large colony nested on lake	2
male very agitated	1
mechanical sound; advertise; scold	2
nectaring at vetch (Viccia)	1
no song heard	1
on flowers of Aguiligea elegantula	1
on flowers of Carduus nutans	14
on flowers of Saururus cemuus	1
on flowers of monarda fistulosa	1
on forsythia bush	1
one of 25 crossing road	1
one of pair seen	2
one young and three eggs taken	1
perch; drink; flap; walk; forage	1
perch; take flight	384
perch; take flight; land	6
perform distraction display; call	8
perform distraction display; scold; call	1
run; carry nest material	2
run; forage; walk	4
scratches; perch; jump	1
singing at Lane North Drive & North Hide drive, tape #35A	1
slither; Aggression/defense; swim	1
solicit copulation; song; perch	1
song recorded mimics Ortygorpiza atricollis. tape 5A 110-220	1
song; ruffle	1
stand; hop	10
swim; breath sounds; mechanical sound	1
swim; dabble; eat	1
swim; forage; swim	1
swim; stand; sleep; walk; ruffle	1
take flight; perch; fly	3
taken 150 yards from nest	2
tape 1995 #9A: 052-151, 1996 #19B	1
unable to feed or fly	2
under bark of tall pine	1
vocalize; perform visual display; lek	2
walk; preen; copulate	1
wipe bill; call; regurgitate; hop; hop; preen	1
with 526 P. DeB	1
with chicks, flying well	2
yawn; take flight; perch	1
(mapa 7)	1
1 of a group of young which attacked boys at night	2
3	419
Aggression/defense; advertise; contact; call; song	1
Al vuelo en disputa	1
Bando de 11 ejemplares.	1
Bosque	4
Ejemplares enterrados en lodo del caño, separados entresí por 30 cm	1
En pasto y suelo	1
FLYING	51594
Itd mimic L. nigricolis	1
LOGGING	9
Libando en flor	6
Nesting in lower sandstone bank	2
On water and flying over water	57
Parte alta, vuelo, forrajea y se percha	1
Percha, Parte alta	1
Percha, Parte baja	1
Perchadas en árboles aislados	1
Song recorded, mimics E. dybowskii.	1
To female promethea 9:30 pm	1
Vuelo sostenido parte baja	1
advertise; perch; perform courtship display	1
arrived 11 May at Reserve	2
asclepias	1
beg; Social context: colony; roost	1
beg; care for young; feed young; call	2
beg; run; regurgitate; feed young	1
beg; take flight; perch	2
bob; run; stand; call	1
call; advertise; emit alarm; fly	2
call; advertise; fly; establish flock contact	4
call; dusk song; song	1
call; emit alarm; perform distraction display	1
call; establish flock contact; perform visual display	6
call; fly; depart	1
call; fly; establish flock contact	139
call; forage; contact; beg	1
call; lek; advertise; court	1
call; mate; beg	3
call; mechanical sound; bill drumming; copulate; forage	1
call; mechanical sound; bill drumming; forage; beg; Social context: family	1
call; mechanical sound; establish parent young contact; care for young; Social context: family	1
call; perch; arrive; perform visual display	1
call; perch; forage; eat	1
call; song; advertise; court; forage	1
call; song; advertise; mate; fly; establish flock contact	2
call; song; counter singing; duet	1
call; song; mate; advertise; court; emit alarm; perform visual display	1
call; song; mimicry; scold	1
call; stand; walk; bathe; preen	1
call; taps; fly; fly	1
capture prey; forage; plunge dive	1
collected while in willow	1
court; perform courtship display; perform visual display; call	1
eat; perch; Social context: flock; fly	2
emit agonistic call; mimicry; song	1
emit alarm; duet	1
en delgada cañada	2
establish parent young contact; beg; care for young; perform visual display	1
establish parent young contact; fly	1
feed mate; incubate; sit on nest	1
feed young; call; carry food in bill	1
flight sound; fly; mechanical sound; call	1
fly; call; stand	2
fly; call; take flight; perch	1
fly; mechanical sound; call; flight sound	1
fly; perch; land; drink	1
forage; fly; establish flock contact	1
forage; peck; preen	1
forage; preen; Social context: flock	1
forrajeando sobre Tricantera gigantea (Nacedero)	1
hop; cling; perch; forage	1
hop; copulate; perform courtship display; perch	1
hop; perform courtship display; call	2
in a nesting colony of 25 pairs	1
incubate; defecate	1
jump; perch	2
jump; swim	2
lek; bill swipes	1
mechanical sound; Social context: family	1
mechanical sound; establish parent young contact; forage	1
on flower of Eupatorium maculatum	1
on flowers of Lysimachia ciliata	22
on flowers of solidago rugosa	2
on river bank	1
parte baja de arbustal	2
perch; Social context: colony; preen; care for young	1
perch; call; pant; Social context: colony; brood	4
perch; hop; preen	1
perch; pant; Social context: colony	1
perch; preen; scratches; walk; depart	1
perch; sun	1
perch; take flight; land; scratch	1
perform courtship display; perch	16
perform visual display; lek; rest	2
perform visual display; perch; wipe bill	1
perform visual display; preen; perch; song; take flight	1
preen; bathe; Social context: flock	1
preen; stand; bob	1
preen; stand; walk	2
probe; depart	3
recorded song, JD Rising, singing 'Feetbewo'	1
running among grass	2
scratch; flap; stand; ruffle; preen	1
singing 'chebec' note	1
singing an unusual song 'wee-dee.wee ee'	1
singing normal song	1
sit on nest; court	1
song tape recorded, mimics Lagonosticta rara	1
song; Social context: herd	1
song; Social context: mixed	90
song; advertise; roost	3
song; call; court; advertise; fly; Social context: colony	2
song; court; mate	10
song; forage; establish flock contact; Social context: mixed	2
song; song	14
song; walk	3
spawning	34
stand; preen; drink; scratch	1
stretch; perch; preen	1
stretch; ruffle; perch	1
surface dive; scratch; swim	2
swim; chase prey	1
swim; forage; take flight	1
swim; preen; surface dive	1
swim; ruffle; peck; forage; bob; preen	1
swim; sleep; drink; stretch; surface dive	1
take flight; depart; stand	1
take flight; perch; be displaced; land; displace	1
taken from a nest of 4 eggs	1
tape #11B: 368-464	1
vuelo sostenido atrapando insectos	1
vuelo suspendido y luego se va	2
walk; yawn	1
"Hunting" on sandy beach	1
'on flowers of Asclepias incarnata'	1
1 of 2 young with adult female	2
1 of 3 with 12 young	2
250 W f. scirpi	3
4	1546
ATTACKING	13
En árbol, forrajeo	2
Forrajeando en Cordia allidora	3
Forrajeando en borde	1
Forrajeo de recolección de frutos	2
One of a group. On ground. Whistle song - 'Hi ddddle - the kettle'	1
Perchado en Cordial alliodora	1
Planeando inmóvil sobre el Pico Mayor	1
Prey insect cell b	1
SLAPPING	2
Transporting prey across sloping sandy ground at base of upper sandstone bank.	1
Until topdiameter of 7 cm	3
advertise; call	744
arrive; depart; advertise; counter singing; mechanical sound; peeps; perch	1
beg; call; stand	2
bill drumming; call; mechanical sound; fly	1
ca 250 pairs nesting	4
call; advertise; roost	5
call; depart; arrive; Social context: colony; roost	1
call; establish parent young contact; care for young; fly; emit alarm	1
call; establish parent young contact; emit alarm; Social context: family; perform visual display	1
call; fly; beg; emit alarm	1
call; fly; depart; be displaced	1
call; fly; forage; establish flock contact	19
call; fly; land	2
call; mate; forage; Social context: mixed; establish flock contact	1
call; mechanical sound; advertise; mate; lek	1
call; mechanical sound; bill drumming; establish parent young contact; forage; Social context: family	1
call; mechanical sound; bill drumming; mate; forage; Social context: family	1
call; mechanical sound; court; fight	2
call; mechanical sound; song; advertise; mate; care for young	1
call; mechanical sound; song; bill drumming; advertise	2
call; regurgitate	1
call; sit on nest; incubate; take flight	1
call; song; advertise; Social context: family; establish flock contact	1
call; song; advertise; forage; establish flock contact	15
call; song; dawn song; roost	1
call; song; duet; forage	1
call; song; emit alarm; Social context: colony	1
call; song; fly; advertise; court	2
call; song; fly; copulate; advertise	1
call; song; mate; advertise; fly	1
call; song; mate; advertise; forage; Social context: mixed; establish flock contact	1
call; song; mate; scold	1
call; subsong; depart; fly; establish flock contact	1
carry food in bill; hop; feed young	1
depart; fly; land; ruffle; perch	1
depart; vocalize; call; perform courtship display	1
dos al vuelo	1
duet; advertise; mate; perform visual display	1
dusk song; forage; establish flock contact; Social context: mixed	1
emit agonistic call; swallow; depart; fly; call; perch; eat	1
erect crest; allopreen; call; fly	1
feed young; beg; eat	1
female was confined for eggs	1
fly; build nest; feed young; call	1
fly; call; emit alarm; mechanical sound	1
fly; take flight; eat	1
forage; swim; dabble	1
from a flock of ten individuals	1
froma flock of 16	2
hover; plunge dive	1
mating	4
mechanical sound; call; booms	1
mechanical sound; song; counter singing; advertise; court	1
mechanical sound; song; flush; lek; advertise; court	1
mimics L. rara	55
mob; fly; jump; perch	1
molt; preen; perch	6
mother V. chalybeata w/Gy, father V. camerunenesis o/r (mimicked L. rubricata song). Reared by S. senegala, fledged 9 Aug 2001	1
on Asclepias syriaca	71
on Pyrus malus	2
on flowers of Scutellaria lateriflora	1
on flowers of pruple Castilleia rhexifolia	1
on iris	1
ovum, found wild on fennel	1
paired with F 13519	1
paired, acting part of disturbed nester	1
parent of nest with 4 eggs collected	1
pastando	5
peck; probe; walk; forage; preen	1
perch; perform courtship display; depart; arrive	1
perch; perform visual display; steal prey	1
perform courtship display; call; perch; hop	2
por el suelo subiendo por el minicorredor	1
prey of spider (A) (see vial)	1
reared by pair of Lagonosticta senegala, only Vidua in aviary. pr. V. chalybeata amauropteryx.	1
run; hop; bob; stand	1
run; perform courtship display	1
scold; lie	1
sleep; stand	7
song includes mimicry of Amandava subflava, 1979 3B: 176-246	1
song not recorded.	1
song; advertise; court; lek; perform visual display	2
song; advertise; establish flock contact; Social context: mixed	9
song; call; counter singing; advertise	1
song; dawn song; duet	2
song; lek; advertise; court	2
song; lek; call; mechanical sound; advertise; court	1
song; lek; court	3
song; perch; counter singing	1
song; perch; take flight	41
stand; bob; run	1
stand; hop; tail wag	1
stand; sit on nest; rest; brood	2
stand; take flight; fly; land	1
subsong; advertise; whisper	3
swam when chased	2
take flight; eat	3
tape 1991 #66, 67	1
taps; call; fly; mechanical sound	1
taps; mechanical sound; bill drumming	1
vocalize; hop; hop; arrive; depart	1
walk; fly; rest; displace	1
walk; peck; forage	2
was being fostered by male Vireo philadelphicus	1
was feeding on ca. 5 mm berries in canopy tree	1
wing flaps; fly; call; song	1
with both adults	3
árbol en borde de lago	1
"at wet spot"	1
1 of 4 young in nest	12
5	34
Acicalándose perchados en rama seca	3
Agresión	5
Carrying mud pellet	1
Con material para nido	2
En borde	1
En quillotocto (Tecoma stans).	1
En suelo, escarbando	1
FLY	3227
Feeding in nest - 5 young	1
Numerosos bandos en migración.	1
POSADOS EN EL MONTÍCULO DE LA LAGUNA PEQUEÑA	1
Percha en árbol de guayaba cerca dde centro del punto	1
Percha perte media	1
Potrero	4
TRAVELI	1
Tilia cordata	1
advertise; song; call; mechanical sound	1
anida en peñas	1
arrive; depart; advertise; counter singing; mechanical sound; defecate	1
basking on log in sandhills	1
beg; fly; care for young; call; perch	1
call; advertise; lek; perform visual display	1
call; court; emit alarm	1
call; flush; fly; emit alarm; establish flock contact	1
call; fly; forage; song	1
call; forage; mechanical sound; beg	1
call; lek; perform visual display	6
call; mate; fight	4
call; mechanical sound; bill drumming; arrive; mate; emit alarm; perform visual display	1
call; mechanical sound; bill drumming; beg	1
call; mechanical sound; court; fly; perform visual display	2
call; mechanical sound; scold	6
call; mechanical sound; song; advertise	37
call; mechanical sound; song; advertise; court; perform visual display	2
call; mechanical sound; song; scold	1
call; song; advertise; mate; establish flock contact	4
call; song; beg; care for young; whisper	1
call; song; court; advertise; forage	1
call; song; duet; counter singing; advertise	1
call; song; flush; advertise	1
chew; eat; swallow; swim	1
clicks; whistles	137
counter singing; dawn song; song	1
court; wing flaps; fly; call; mechanical sound	1
crossing SR 1838	1
dabble; fly; swim	1
defecate; vocalize	1
displace; fly	3
displace; sit on nest; incubate	1
dusk song; call; song	1
eat; land; flap; swim	1
eat; perch; fly	1
entering burrow	1
entre rastrojos	2
exit nest cavity; remove fecal sac	1
fight; preen	1
flap; vocalize	2
flew to tree in which L. rhodopareia was singing	1
fly; forage; capture prey	1
fly; stoop	1
flying 200 yards to ship	4
forage; bob; perch; hop	1
forage; eat	48
forage; fly; call; song	2
forage; perch; eat; hop; depart	1
forage; preen; roost	1
forage; sally; perch	1
forage; swim; stretch	1
from a nest of 5 young	9
from family group (adults tape recorded)	1
hop; land; take flight; fly; walk	1
hunting	57
in root trendrils / cypress stump	1
land; drink; perch; take flight	1
land; walk; fly; take flight	1
mate; court	2
mechanical sound; song; flush; advertise	1
near cattle shed	5
on Rubus Idaeus	1
on flowers of Trifolium hybridum	18
on flowers of white garden umbellifer	5
pant; Stand/Perch	1
pant; perch; Social context: colony; carry food in bill	1
peck; probe; forage	1
perch; forage; song	1
perch; scratch; take flight	1
perch; yawn; ruffle; take flight	1
perform courtship display; depart	12
plunge dive; walk	1
preen; perch; bill swipes; call	1
preen; scratch; stretch	1
rest; eat	1
ruffle; perch; song; scratch; wipe bill; take flight	1
scold; forage; call	4
singing 'swee-a'	1
singing from dead tree along dry creek, tape #5	1
solitary	1
song tape recorded	2
song; advertise; Social context: mixed	166
song; call; mechanical sound; wing flaps	1
song; depart; forage	1
stretch; yawn; scratch; perch	1
surface dive; walk; hop; fly; preen; swim; perch; jump	1
swim; stretch; preen	1
swim; stretch; rest	2
tape #24B	1
tape 1995 #13, 1997 #16	1
tape recorded song in captivity, mimics Lagonosticta rara,	1
vocalize; defecate	1
walk; Social context: colony; perch; care for young; call	4
was shivering the wings in horizontal posture on branch and swiveling sideways; female 20 m away	1
with a large colony of Bank Swallows	2
with a live nestling	2
with adult female and 2 young	2
1 of 3 taken, rest of brood collected at Crowdis Pool	1
2 young left in nest	1
200	1
6	178
Aegopodium podagraria flowers	1
Aggression/defense; forage; advertise; song	1
Al vuelo en Inga edulis	1
Comiendo frutos de Coussapoa villosa	14
Crawling about nest of ants on fallen Populus log.	1
En arbol y suelo	1
En lago de potrero	5
En sauce lloron (Salix humboldtiana)	1
En un barco abandonado.	1
Forrajeando en arbusto de café y suelo	1
Forrajeo en dosel	4
Libando en Cucurbitaceae	2
Numeros bandos,muy,bajos sobre el mar.	1
On Echium vulgare	2
Prey Insect	1
Social (saltos, "bow riding"); Desplazamiento	1
Social context: flock; swim	3
Un bando de 10 ejemplares observado en 3 ocasiones distintas sobrevolando la zona, tal vez confusas por los disparos en todas direcciones.	1
Un individuo	2
advertise; call; fly; court	1
along water edge; cypress pond	1
associated with flowers	6
at edge of pond	2
beg; call; brood; carry food in bill; take flight	1
begging call, on tape 1993 #4A: 020-058	1
being chased by Crows	2
call; Aggression/defense	6
call; Aggression/defense; fly; displace	1
call; Social context: colony; contact	1
call; bill drumming; mechanical sound	5
call; dawn song; advertise; fly	1
call; depart; emit alarm; Social context: troop; establish flock contact	1
call; depart; fly; Social context: colony	3
call; flush; emit alarm; perform visual display	1
call; flush; fly; mate; establish flock contact	1
call; incubate; emit alarm; Social context: colony; arrive	1
call; mate; emit alarm; scold; Social context: colony	1
call; mechanical sound; care for young	2
call; mechanical sound; depart; arrive; incubate; fly	5
call; song; advertise; mate; Social context: mixed	2
call; song; advertise; perform visual display	34
call; song; counter singing; fly	1
call; song; duet; advertise; mate; Social context: family	2
call; song; duet; mate; forage	2
call; song; fly; flight song	1
call; song; forage; establish flock contact; Social context: mixed	8
call; song; mate; advertise; Social context: mixed	5
call; song; scold	75
call; song; scold; fight; emit alarm	1
call; walk; take flight; flap	1
call; wipe bill; perch; take flight	1
capture prey; forage; eat	2
chorus	7
colony nesting	36
comiendo fruto de yarumo	1
dabble; preen; swim	1
depart; advertise; arrive; preen; counter singing; mechanical sound	1
depart; preen; song; perch	1
edge of floating grass in marsh	1
en bosque	1
en platano	1
establish flock contact; song	1
ex flower	1
feed young; call; song; beg	1
feeding yg.	1
flap; surface dive; swim	1
flush; call; fly; emit alarm	1
fly; call; cling	1
fly; carry food in bill; perch	8
fly; perform courtship display; Aggression/defense; attack; fight; copulate	1
fly; swim; land; plunge dive	1
fly; take flight; stand	1
forage; carry food in bill	13
forage; contact; call; song	2
forage; depart; perch	2
forage; surface dive	17
hop; depart	10
hop; forage; tail wag	1
hop; mate; perform courtship display; call; perch	1
hop; tail wag; perch	1
in camp grounds	1
in rodent burrow	1
introductory part of song like that of Parula Warbler	1
just able to fly, had left nest	1
large black seeds in cheek pouches	1
mechanical sound; bill drumming; forage; Social context: mixed	2
mimics L. rubricata, tape #19	1
mimics song of L. rara	1
nearly fledged, from nest	1
non-directional flight	889
others seen	1
parte alta de una palma	1
perch; hold food in bill; song	1
perch; hop; call; depart	1
perch; perform visual display; depart; wipe bill	1
perched in tree with female paradisea.	1
perform courtship display; preen; watch; call; duet; perch	1
perform visual display; perch; hop	8
preen; depart; perform courtship display	1
preen; swim; forage	3
preen; take flight; call; rest	1
roost; call	1
scold; emit alarm; mob; call	1
scold; stand	1
scratch; drink; stand; walk	1
singing in quiet undertone	1
song recorded, mimics H. niveguttatus	1
song; chorus; advertise	2
song; duet; dawn song; advertise	2
song; stand	15
stand; land; fly; Social context: flock	1
stand; take flight; carry food in bill; hold food in bill	1
stand; watch	1
surface dive; feed young	1
swimming less than 0.25 mi to shore	12
take flight; perch	110
tape 1991 #3a, #2B	1
vocalize; depart; regurgitate; hop; hop	1
vocalize; lek; perform visual display	2
volando a 10 m	1
walk; forage; flap	1
walk; vocalize; stand	1
Ágil	1
1 of 3 from a brood of 4	6
1 of a pair breeding	4
1 pair mating	5
7	18
BOWRIDING	9
Collected at light in forest of Abies fraseri	1
Consumiendo fruto de Cecropia angustifolia	1
DEADULT	2
Despliegue, Sotobosque	1
Dos individuos. Forrajeo de recolección en suelo	2
En suelo forrejeo	1
Ex larva en Scrophularia scorodonia (frente a casa de Tía María)	1
Gran bando sobre los montes del E.	1
Imbibing water, from surface of water	7
On dry river bed	24
On flowers of Frasera speciosa	1
Parte baja, rama seca	2
Parte media, vuelo suspendido	2
Visiting puddles in earth road	2
advertise; call; lek	1
advertise; mate; perform visual display	2
after tame pigeon	2
arrive; depart; remove fecal sac	2
attack; displace; be displaced	1
attack; mimicry; song	1
basking	324
beg; walk; nuzzle; call; mechanical sound; mews; purrs	1
ca 20 pairs breeding	2
call; arrive; depart; forage; emit alarm	2
call; counter singing; fight; Social context: mixed	1
call; depart; Social context: family; establish flock contact	1
call; emit alarm; scold; fly	1
call; emit escape sounds	1
call; fly; contact	7
call; fly; emit alarm	87
call; forage; emit alarm; Social context: troop; perform visual display	2
call; forage; fight; emit alarm	1
call; forage; mob; Social context: mixed; establish flock contact	1
call; mate; establish parent young contact; emit alarm	1
call; mate; perform nest relief; fly	1
call; mechanical sound; bill drumming; advertise; establish flock contact	1
call; mechanical sound; emit distress calls	16
call; mechanical sound; fly; forage; establish flock contact	3
call; mechanical sound; mate; perform nest relief; care for young	1
call; mechanical sound; song; dawn song	1
call; mechanical sound; song; dawn song; advertise	2
call; song; establish parent young contact; forage	2
call; song; mate; advertise; forage; scold	2
care for young; arrive; depart	5
caught at drift fence	1
counter singing; perform visual display	2
counter singing; song	34
court; fly; perform visual display	4
drink; rest	1
eat; fly; take flight; forage; walk; land	1
eating green berries	1
emerged from prey	1
enter nest cavity; preen	1
feed mate; sit on nest	1
feeding on carcass	2
feeding on caterpillars and moths	2
feeding on fallen grass seeds. courted by male at 1820.	1
feeding with 4762.	1
flock of 3 on wire.	1
flush; forage; fly	1
fly; depart; perch	1
fly; forage; hover	3
fly; swim; surface dive; hover	1
fly; walk; land; take flight	1
flying	1466
forage; call; hop; walk	1
forage; probe; walk	4
forage; take flight; perch; hop	1
from a flock of 300 flightless young	2
groom; stand; wade; Social context: herd	1
hop; hop; hop; hop	1
hop; perch; lek	1
hop; perform visual display	14
jaw claps	2
jump; depart; fly	1
junto a hembra siguiente	1
land; fly; swim; forage	1
mechanical sound; flush; perform visual display	1
mechanical sound; song; advertise; bill drumming	1
near top of Picea mariana	4
nest in a hole 15 inches deep, in Cottonwood stump, 15 ft high, common in this part of Alberta	2
nesting in sunny, open ground	1
on Apocynum androsaemi-folium var. pumilum	1
on white Penstemon	2
pair drinking in road	1
paired	14
parte alta de árbol, forrajeando	1
peck; hop; take flight; forage; fly; cling; perch	1
perch; take flight; hop; forage	1
perch; vocalize; Actions; hop; bill swipes; regurgitate	1
perform courtship display; song; call	2
perform courtship display; swim; song; stretch	1
perform visual display; Aggression/defense	7
perform visual display; forage; swim	2
preen; forage; walk	1
run; flap	1
run; stand; call; take flight	1
scold; fly; carry food in bill; call; perch	1
shot from flock	10
singing: pee-widdi	1
small colony nesting	4
song; call; establish flock contact	3
song; dawn song; advertise; fly; perform visual display	2
song; emit alarm; Social context: family	2
song; emit alarm; call	3
song; forage; establish flock contact	15
song; mate; Social context: family; establish flock contact	4
song; mimicry; advertise; whisper	2
stand; eat; Social context: herd	1
stand; lie; pant	1
stretch	7
suck sap; perch	1
surface dive; swim; care for young	2
swim; forage; perform visual display	4
swim; surface dive; forage	4
take flight; call; stand	1
threaten; call; advertise; fly; emit alarm	1
vocalizándo	1
walk; call; stand	4
walk; fly; call; rest	1
walk; forage; fly; eat	1
with flock of White-crowned Sparrows	1
with male	1
1 of 3 in brood	2
8	25184
Aggression/defense; bill snap; call	1
Aggression/defense; run; call	1
Canto repetitivo	1
Cazando desde percha alta en tronco de Bactris gasipaes  (Chontaduro)	1
