reproductiveCondition	reps
right side of uterus enlarged	1
rt: 1x0.7, lt: 0.7x1 mm	1
rt: 3x4, lt: 3x4 mm	1
ruptured follicles, swollen oviduct	1
scrot. 10 mm	1
shelless eggs in oviduct	4
t: 0.6x0.6 mm	1
t: 11x8, 11x8 mm	1
t: 12x9, 11x9 mm, cloaca enlarged	1
t: 13.5x10, 17x11 mm	1
t: 18.1x10.3 mm	2
t: 18x18 mm	2
t: 2.1x1.4 mm, from drawing	1
t: 2.5x4.5 mm	1
t: 22x15 mm	2
t: 2x2, 2x2 mm	3
t: 2x2, 3x2 mm, enlarging, see original label	1
t: 3x1, 3x1 mm	2
t: 3x1.5 mm, diagram on Munro label	2
t: 3x2, 4.5x3.5 mm, from drawing	1
t: 3x9 mm	4
t: 5x3 mm, see diagram on Munro label	1
t: 5x3, 6x4 mm	4
t: 6.5x5.8 mm	1
t: 6x1 mm, smaller gonad lost	4
t: 7.5x5.5 mm	2
t: 7x4 mm, brood patch vascularized	2
t: 7x4, 6x4 mm, see label, breeding	1
t: 8x7 mm, cloaca enlarged	56
t: ca 1.5x2.5 mm, diagram on Munro label	1
t: ca 3x1.75 mm, small or not enlarged, ochre-tinged	1
t: ca 7.5x4 mm	2
t: ca 9.5x3.5 mm	2
t: r: 2.5, l: 2 mm, no well developed incubating patch	2
t: r: 4, l: 3 mm, no well developed incubating patch	2
taken as larvae	1
testes 3 x 1	1
testes = 12x22mm	1
testes = 13x7mm	1
testes = 17 x 30 mm	1
testes = 1x1.5mm	4
testes = 4x12mm	1
testes = 5x6mm	2
testes dark leaden grey	1
testes much elongated, ovate: 10 mm long	1
testes size of No 9 shot	1
testes-11X10	2
testes-3X6	6
testes-5.5; scrotal	1
testes-7X3; SCRTOAL	2
testes-7x3; scrotal	4
testes-9.5; slightly scrotal	1
testes: L 2 x 1, R 3 x 2 mm	1
testes= 3x4 mm	2
testes= 5x4mm	2
testis 15mm	1
tetrasporangial	10
vagina closed, non-breeding, 4 embryos, CRL=5 mm	1
vagina closed; 6 mammae visible; 3 placental scars, large	1
vagina open; 3 embryos; cr-3; 6 placental scars	1
vagina perforate; N; mammary tissue present	4
"Deux gros testicules : gauche 8 x 4,5 ; droit 7,9 x 4."	1
"With eggs [illeg] Paddys' cabbage" (C.J.M.)	1
(#2 gonad)	1
1 emb, 620 mm	1
1 emb; cr-29	3
1 unshelled egg in oviduct, large ova, no brood patch	1
11 plac scar	4
12 young in pouch	2
15381|15382|15384|265305|265356|1653449~ANT.016218|ANT.016219.001|ANT.016221|ANTPA.004403|ANTPA.004454|ANT.016219.002	141
1TA/1TS (11 X 7)	1
2 X 3 = 3	1
2 emb; cr-20	4
2 embroys; cr-65	1
2 embs, 1 R: 15 mm, 1 L	1
2 embs, 1L, 1R, 11 mm	2
2 embs, 24 mm	1
2 embs/cr = X 9 mm	1
2 embs; CR=23mm	1
3 embryos in right horn (1x2mm each), 2 embryos in left horn	1
3 embs, 2L, 1R, 6 mm	4
3 embs/2 R/2 L/cr = 11 mm	1
3 embs: 1(R)&2(L)=5mm	1
3L, 2R, 5 sc, lactating	1
4 embryos, R=0, L=4, CRL=15mm	1
4 embs, 26 mm	1
5 emb; 4L 1R	2
5 embryos about 9mm each	1
5 embs, 5L, 0R, mm	1
6 embryos, 1/2 developed	1
6 embryos, R=5, L=1, CRL=7mm; vagina closed	1
6 embs, 2L, 4R, 17 mm	1
6 embs: well developed	1
6 embs:11mm	1
6 ruptured follicles, oviduct regressing, brood patch active	1
7 embs, 4L, 3R, 35 mm	1
8 embs, 4L, 4R, 35 mm	1
9 mm	1
Bred. Ex pupa 11 Nov 1960	1
Brood parents: E. eurytus, F1 of CGO female 68-4, female par ex Acton, MA, male par ex wild	1
Charles Oliver Phyciodes Broods: Male 79-46 -- Male79-?	1
Cross 23-71 (1971): Eye-spot intensity: Faint male X Faint female	3
Cross 27-85: 36-84 teardrop male X 37-84 teardrop female	1
Emerged from pupal shell, Number 506	1
Estéril	10402
Ex ovis, female 813A Conn.: New Haven, West Rock, sleeved May-June 1981 on Quercus ilicifolia ecl. 12-13 July leg.&bred D.F. Schweitzer	1
Ex ovis, female 813A Conn.: New Haven, West Rock, sleeved May-June 1981 on Quercus velutina ecl. 5 July leg.&bred D.F. Schweitzer	1
Ex ovis. Reared May 1984 on crabapple vars. ecl. 11 June 1984.	2
Ex ovo from TDS-A, reared indoors May-June 1977 on Vaccinium Pennsylvanicum	3
Ex. pupa	2
Fred Thorne experimental cross: No. 2, Jul.	1
GONADS COMPLETELY DESTROYED.	4
GONADS DECOMPOSED. ONE DUCT, NOT LUMPY.	1
Gonades développées.	7
HOW SEXED: GONADS, LEFT TESTIS 7 X 3 MM, RIGHT DAMAGED.	1
HOW SEXED: GONADS, LEFT TESTIS 7 X 5 MM, RIGHT 5 X 4 MM.	1
HOW SEXED: GONADS, TESTES 0.7 X 2 MM, CREAM-COLORED.	2
HOW SEXED: GONADS, TESTES 1 X 0.75, CREAM-COLORED.	2
HOW SEXED: GONADS, TESTES 15 X 2 MM.	1
HOW SEXED: GONADS, TESTES 17 X 8 MM.	2
HOW SEXED: GONADS, TESTES 2 X 1 MM. DESSICATED.	1
HOW SEXED: GONADS, TESTES 24 X 11 MM.	2
HOW SEXED: GONADS, TESTES 6 X 2 MM	1
HOW SEXED: GONADS, TESTES 7 X 4.5 MM.	12
HOW SEXED: GONADS, TESTES 9 X 15 MM, CREAM-COLORED, NOT VERMICULATED.	2
HOW SEXED: GONADS, TESTES CIRCA 6 X 9, GRAYISH.	1
HOW SEXED: GONADS, TESTES DECOMPOSED, CIRCA 5 X 4 MM.	1
HOW SEXED: GONADS, TESTES DRAWN 6 X 4 MM.	2
HOW SEXED: GONADS, TESTES LEFT 11 X 7.5 MM, RIGHT 9 X 7.5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 2.5 X 2 MM, RIGHT 1.5 X 1.5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 3 X 3 MM, RIGHT 5 X 4 MM.	2
HOW SEXED: GONADS, TESTES LEFT 7 X 5 MM, RIGHT 6 X 5.	1
HOW SEXED: GONADS, TESTES LEFT 8 X 2 MM, RIGHT 6.5 X 2 MM.	1
HOW SEXED: GONADS, TESTES LEFT 8 X 5 MM, RIGHT 6 X 4 MM.	3
HOW SEXED: GONADS, TESTES SLIGHTLY ENLARGED, DRAWN.	1
HOW SEXED: GONADS, TESTIS CIRCA 2 MM.	2
HOW SEXED: GONADS. DECOMPOSED, 1 DUCT VISIBLE.	1
HOW SEXED: GONADS. LEFT OVARY? 2 X 1 MM, TRIANGULAR, NO OVA VISIBLE.	1
HOW SEXED: GONADS. LEFT TESTIS: 11.0X7.0MM.	1
HOW SEXED: GONADS. OVARIES 11 X 2.5 MM.	1
HOW SEXED: GONADS. OVARIES VERY SMALL.	6
HOW SEXED: GONADS. OVARY 10 X 2 MM, GRANULAR, EGGS 0.6 MM.	1
HOW SEXED: GONADS. OVARY 12 X 7 MM, LARGEST OVUM 1 X 1 MM.	1
HOW SEXED: GONADS. OVARY 18 X 11 MM, LARGEST EGG 3 MM.	1
HOW SEXED: GONADS. OVARY 2 X 0.5 MM.	2
HOW SEXED: GONADS. OVARY 27 X 6 MM.	1
HOW SEXED: GONADS. OVARY 28 X 9 MM.	1
HOW SEXED: GONADS. OVARY 29 X 4 MM, LARGEST OVUM 1 MM.	1
HOW SEXED: GONADS. OVARY 4 X 3 MM.	137
HOW SEXED: GONADS. OVARY 5 X 3 MM, LARGEST OVUM 1.5 MM.	1
HOW SEXED: GONADS. OVARY 5 X 6 MM.	1
HOW SEXED: GONADS. OVARY 8.4 X 6.3 MM, DRAWN.	2
HOW SEXED: GONADS. OVARY 9 X 7 MM, GRANULAR, DECOMPOSED.	1
HOW SEXED: GONADS. OVARY APPROXIMATELY 5 X 3 MM.	1
HOW SEXED: GONADS. OVARY CIRCA 1.5 X 2.5 MM, TRANSPARENT.	1
HOW SEXED: GONADS. OVARY DECOMPOSED. OVIDUCT VISIBLE.	1
HOW SEXED: GONADS. OVARY DRAWN, WITH OVUM MAX 7 MM, DUCT LUMPY.	1
HOW SEXED: GONADS. OVARY, LARGEST OVUM 7 MM YOLK, OVIDUCT ENLARGED.	1
HOW SEXED: GONADS. OVARY? 1.5 X 0.5 MM, INDISTINCT.	1
HOW SEXED: GONADS. TESTES 6 X 4 MM.	1
HOW SEXED: GONADS. TOO DECOMPOSED TO MEASURE.	1
HOW SEXED: PLUMAGE. GONADS REMOVED DURING PREVIOUS AUTOPSY.	1
HOW SEXED: PLUMAGE. GONADS, TESTES NOT FOUND.	3
HOW SEXED: PLUMAGE. ORIGINAL TAG SAID MALE.	1
HOW SEXED: POSSIBLY SEXED BY PLUMAGE.	1
HOW SEXED: UNMARKED MEANS. GONADS LESS THAN 1MM.	1
HOW SEXED: UNMARKED MEANS. OVARY DRAWN: 4.5X3MM.	1
J. H. Gerould research: 1913 Miscellaneous brooads	1
L. Testes: drawing on label.	2
Male, female, tetrasporic	1
NO NIPPLES APPARENT	2
No ova laid	1
No.2735; Testes fixed; Remington	1
Ovaire jaune, à ovules nettement distincts.	1
Ovary: 4 x 2 mm (ova < 1 mm)	1
Ovary: 9 x 5 mm, granular	2
Par; 5 emb:2(R)&3(L)=22mm	1
Parent #13	1
Preg., 2@25	1
Pregnant	1
Pregnant, 7 embryos	1
Procarpic	1
Prête à pondre.	1
R testis 3x6mm.	1
Reared from sibling mating in Mar. 1964. Orig. Female coll. 17 May 1963.	1
Same brood as 9516 and 9518. Parent is 9519.	1
Sleeved on Pyrus Xpurpurea at Hamden, Connecticut ca. 9 May-June 1978. Ex Ovis, ecl. 4 July 1978, larva with a dark dorsal stripe	1
T=10 mm, abdom.	14
T=12x20 (L), 12x22 (R)	2
T=13.8 mm	1
T=17x8	1
T=2.1 x 3.0 mm	1
T=22x13mm	1
T=40x17	1
T=8x4mm	1
TA (3.6 X 1.7)	1
TA (35 X 21)	1
TA=13x7	10
TS = 7x4	3
TS=27x11	1
TSL (11 X 8 and 8 X 4)	1
Testes 13x5mm	1
Testes L: 2.0 x 5.0mm, R: 3.0 x 5.0mm.	1
Testes each 3.0 x 5.0mm.	3
Testes: L 3 x 2 mm, R 3 x 3 mm	2
Testes: L 3.5 x 2.5, R 2 x 2 mm	1
Testes: L 8 x 5 mm, R 8 x 4 mm	2
Testes: L broken, R 5 x 3 mm	1
Testes: L, R 2 x 1.2 mm	4
Testicule gauche bleuâtre, droite verdâtre.	1
Testicules : 4 x 4 mm Pas de plaque incubatrice.	2
Testicules crème rougeâtre.	1
Testicules: D1-G1	1
VC	985
VC, 3R, 2L, CRL=11 (saved), mamm. lg.	1
VC, 5 embryos 2L, 3R, CRL=21, mamm.1g.	1
VC, 6 embs, 3L, 3R, 18 mm	1
VC, mamm. lg., R2, L3, CRL=4	1
VO, 5 embryos, CRL= 15 mm	1
VO, mamm. lg., NE	20
VO, no embryos	31
W.H. Evans experimental brood 7b-a-a-a, reared 1958; includes mixed broods.	1
W.H. Evans experimental brood 7b-a-a-b-e, reared 1959	1
ab ovo, pupated = 23 Nov., emerged = 4 Dec. 1995	3
beginning of incubation patch, lrgst ova: 50 mm	2
bred from egg 1954	1
brood patch 0, t: l 9.6x2, r 6.7x1.2 mm	2
brood patch 1, lrgst follicle 12 mm, oviduct highly developed	2
brood patch 1, t: l 25.7x10.6, r 22.9x9.7 mm	2
brood patch 2, lrgst follicle 4.7 mm, oviduct developed	2
brood patch active, 4 old ruptured follicles, no large ova	1
brood patch fully developed, no down	2
brood patch miniscule	2
brood patch small	6
brood patch, see label	2
egg ready with shell on	2
embs, L (16x11 mm), R (16x13 mm)	1
en floraison ,porteur de fruits	1
ex ovis (female) B90 ecl. 11 Jun 1991	2
ex ovis ELOCATA A12	1
giving birth	4
gonads=Testes slightly enlarged.	14
gonads=male, testes 2 X 1mm (gray)	1
gonads=ovary 12 x 10 mm, oviduct convoluted	1
gonads=ovary 20 x 10 mm	3
gonads=ovary 22 x 9 mm	1
gonads=ovary 3 x 1 mm; granular	1
gonads=ovary 3 x 1.5 mm, ova minute	2
gonads=ovary 7 x 6, lg ova 3, 2, and 1 mm; brood patch=bare	1
gonads=ovary 9 x 4 mm; lg ova 2 mm	1
gonads=ovary 9mm	2
gonads=ovary minimal	1
gonads=testes (L) 7 x 5 mm; (R) 6 x 5 mm; one seminal vesicle 5 x 4 mm, tubules enlarged	1
gonads=testes (L) 9 x 6 mm; (R) 8 x 6 mm; one seminal vesicle 5 x 4 mm, tubules enlarged	1
gonads=testes 0.5 x 0.5 mm; black	4
gonads=testes 15 x 10 mm; brood patch=dry	1
gonads=testes 5 x 3, tubules enlarged 3 x 3 mm	1
gonads=testes 6 x 4 (L) & 7 x 4, tubules enlarged 4 x 4 mm	1
gonads=testes 7.5 x 7.5 mm	1
gonads=testes 8 x 8 (L) & 9 x 7, one seminal vesicle 5 mm, tubules visible	1
gonads=testes 9 x 7, seminal glomera 3 x 3 mm, tubules enlarged	2
gonads=testes shot; one seminal vesicle 5 mm, tubules visible	1
gonads=testis (L) 17 x 10.5 mm; (R) destroyed; reproductive condition	1
lactating; 4 plac scar	8
lrgst ov full: 3 mm	2
lrgst ova: 2.5 mm	12
lrgst ova: 3 mm, ov: 12x8 mm	2
lrgst ovum: 4 mm, incubating patch	1
lrgst ovum: < 1, ov: 6x4 mm, granular	1
lt: 12.2x5.2, rt: 7x4.4 mm	2
mammae 0:2 = 4 [no gonad data]	1
no embs, mammae large	8
one testes large	1
ot enlarged	1
ov: 1, see label	7
ov: 10x10 mm	5
ov: 10x7, lrgst ovum 2x2 mm, see label	1
ov: 11x6, lrgst ova: 1x1 mm	1
ov: 11x9, lrgst ovum: 4x4 mm	2
ov: 12x8, oviduct convoluted, shrunken, no follicles over 1-2 mm	2
ov: 13x6.2, lrgst ovum: 1.8, 6 ova: > 1.5 mm	2
ov: 15x8 mm, lrgst ova: 2x2 mm	2
ov: 15x8, ova: 8x8 mm	1
ov: 17x10, lrgst ovum: 2x2 mm	2
ov: 1x05 mm, smooth	3
ov: 20x12 mm, 1 collapsed follicle, lrgst ovum: 4x4 mm	2
ov: 25x20 mm, shelled egg in oviduct	2
ov: 3.5x2 mm, measurement from label	1
ov: 4.3x3.6 mm, from drawing	2
ov: 4x3 mm, inactive	9
ov: 5x2 mm, brood patch present	1
ov: 5x3 mm, small granules	6
ov: 6x6, lrgst ova: 2x2 mm	2
ov: 8x13 mm	4
ov: 9x4, lrgst ova: 1x2 mm	2
ovary = 6x4mm, ova <1mm	3
ovary contained developing eggs	1
ovary n/b=non breeding ?	2
ovary slightly granular	9
ovary: 18.5 x 1.5 mm, largest ova: 6.5, 5.5, 4.5 mm, oviduct enlarged	1
oviduct well developed, brood patch moderate, well developed	2
p; 4emb; cr - 12	2
parous; 5 plac scar	2
plac scar-9; lactating	2
post-cystocarpic	1
pouch yg	1
pregnant; 1 emb	316
pregnant; 1 emb; CR-25; lactating	2
pregnant; 1 emb; cr-27	22
pregnant; 1 emb; cr-65	1
pregnant; 2 emb; CR-24	6
pregnant; 4 emb; cr-19	1
pregnant; 5 emb; CR-16	2
pregnant; 5 emb; cr-10	3
pregnant; 6 emb; CR-13.6	2
pregnant; 6 plac scar	4
pregnant; 7 emb; 6 plac scar	2
reared in 1978 from KY. Jefferson Co., Anchorage. This stock male 1978 x female 3 1978 ecl. 17-24 Oct. 1978. Bred Dale F. Schweitzer. Reared on Acer saccharum until 1-3 June, larvae weakened & reduced feeding; then changed to pussy willow (Salix) shoots	3
rt: 1, lt: 6 mm	1
rt: 3x3, lt: 2.5x3 mm, breeding condition	1
scr, 14 mm	12
scr, sem	1
sexed by examining genitals	51
slightly granular ov: 8x4 mm	2
sterile/vegetative	14673
t: 0.9 mm	1
t: 10.5x5.8 mm	2
t: 11.5x5.5 mm	1
t: 16x8 mm	15
t: 17x10x4 mm	2
t: 2.5x2, 2.5x2 mm, enlarging	1
t: 2x2, 2.5x2 mm, from drawing, slightly enlarged	1
t: 32x17 mm	2
t: 3x1, 2x2 mm, see label	2
t: 4.2x1 mm	2
t: 4.5x3.5, 4x4 mm, from drawing	1
t: 4x1, 3x2 mm, see label	1
t: 6 mm, rounded	1
t: 6x1 mm	25
t: 8x3 mm, from drawing	2
t: 8x6, cloacal protuberance: 6.26 mm	1
t: ca 3x6 mm, slightly enlarged	2
testes 12mm	3
testes 3 x 2	2
testes eaten, Baculum collected	1
testes like small peas	1
testes-12X8; scrotal	30
testes-16x10	2
testes-16x11; non-scrotal	1
testes-18; scrotal	24
testes-22x12; scrotal	1
testes-27X14	2
testes-31x20	1
testes-3X2; non-scrotal	289
testes-4X2.5; epididymis not visible	2
testes-5; non-scrotal	41
testes-7X4; scrotal	135
testes= 1.5x3.5mm	2
testes= 18x11 mm, epid +	1
testes= 3x8 mm, black	1
testes= 9x14mm	1
unshelled egg in oviduct, lrgst ova: 10x10, ov: 14x10 mm	1
vagina barely open; 6 conspicous mammae; lactating slightly; 2 embryos; cr-9; 2 placental scars	1
vagina closed, lactating	20
vagina closed; 6 mammae visible; 5 embryos; cr-2; 3 placental scars	1
vagina open; 6 mammae conspicuous; slightly lactating; 2 placental scars	1
vagina open; traces of old placental scars	1
Œuf 8 x 8 mm, en ponte. Plaque incubatrice présente.	1
(7 X 4)	6
(sterile; second season plant)	1
1 emb.; CR=68 mm	1
1 emb; CR=19mm	1
2 embs, 1L, 1R, 38 mm	1
3 embryos, R=2, L=1, CRL=21mm	1
3 embs/cr X 15 mm	1
3 embs: 22mm	1
3 fetuses 22x15mm crown to rump.	1
3 fetuses in R horn, crown to rump 45mm, kept in ETOH	1
4 emb 1L 3R; lactating	2
4 emb 2R 2L; CR-4.5	2
5 embryos, R=2, L=3, CRL=1mm	1
5 embs/cr = 5 mm	1
7 embs, 3L, 4R, 45 mm	1
8 young, 5 males, 3 females, lactating	1
Alces americanus	1
At least four developing embryos.	1
Boloria toddi: F1 of CGO Female 68-26. Female Parent ex Forward Township, PA. Male Parent ex (Forw. Tp., PA female x Acton, Mass. male). (Paired October 1968); out November 1968	1
Boloria toddi: F1 of CGO Female 68-9 (coll'd wild Acton, Mass., 1 Sept. 1968); out Oct. 1968	1
Bred ex ovo, food: plantago	1
Charles Oliver Phyciodes Broods: CA 75-3 montana Females X tharos Males	1
Charles Oliver Phyciodes Broods: Campestris 75-3 campestris Females X tharos Males	1
Emerged from pupal shell, Number 507	1
Ex Mother	1
Ex ovis, Obsc. 79A	3
Ex ovo female TDS-5 from T.D. Sargent. Eggs hatched 7-11 May, spun mid-late June, eclosed July 1977 reared at New Haven, Ct. by D.F. Schweitzer	2
Ex ovum: reared on Taraxacum officionale ; Ex pupa: Mid Jun 1997 from female collected 11 Apr 1997	2
F, (NE)	1
F1 of Cross No. 102, reared in lab 1957-1958, Charles L. Remington	1
F1 of female from Pinery Canyon. Reared on oak.	1
FEMALE BY PLUMAGE.	1
FIDE W.S.CLARKE.	1
Female with 6 eggs	1
FlowerAndFruit	10824
Fred Thorne experimental cross: T23, Jan. and Aug. 1967	1
GONADS DECOMPOSED, TWO SIMILAR SIZE DUCTS VISIBLE.	4
Gonads not seen (decomposed)	1
Gravida	1
HOW SEXED: GONADS, LEFT TESTIS 13 X 8 MM.	2
HOW SEXED: GONADS, TESTES 1 X 1 MM, BLACK.	4
HOW SEXED: GONADS, TESTES 10 X 6 MM, DRAWN.	2
HOW SEXED: GONADS, TESTES 2 X 1 MM.	399
HOW SEXED: GONADS, TESTES 2 X 1.2 MM.	1
HOW SEXED: GONADS, TESTES 3 X 4 MM.	11
HOW SEXED: GONADS, TESTES 4.5 X 2.5 MM, REDDISH.	2
HOW SEXED: GONADS, TESTES 5 X 1.5 MM.	12
HOW SEXED: GONADS, TESTES 9 X 7.5 MM.	2
HOW SEXED: GONADS, TESTES APPROXIMATELY 3 X 5 MM.	1
HOW SEXED: GONADS, TESTES DRAWN, 11 X 7 MM.	1
HOW SEXED: GONADS, TESTES DRAWN, POST-BREEDING.	1
HOW SEXED: GONADS, TESTES LEFT 12 X 2 MM, RIGHT 12 X 1.5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 2 X 2 MM, RIGHT 2 X 1.5, CREAM COLORED.	1
HOW SEXED: GONADS, TESTES LEFT 30 X 12 MM, RIGHT 21 X 10 MM.	1
HOW SEXED: GONADS, TESTES LEFT 4 X 3 MM, RIGHT 3 X 2 MM, CREAM, VERMICULAT	1
HOW SEXED: GONADS, TESTES LEFT 5 X 4 MM, RIGHT 4 X 3 MM.	2
HOW SEXED: GONADS, TESTES LEFT 9 X 4 MM, RIGHT DAMAGED.	1
HOW SEXED: GONADS, TESTES LEFT DAMAGED, RIGHT 3 X 1.5 MM.	1
HOW SEXED: GONADS, TESTES LEFT DRAWN, RIGHT MISSING.	1
HOW SEXED: GONADS, TESTES RIGHT 22 X 15 MM, LEFT 12 X 30 MM.	1
HOW SEXED: GONADS. APPEARED TO HAVE AN OVARY 3 X 2 MM, PARTLY DECOMPOSED.	1
HOW SEXED: GONADS. OVARY 10 X 5 MM, LARGEST EGG 2.5 MM.	1
HOW SEXED: GONADS. OVARY 11 X 5 MM, OVA < 1 MM.	1
HOW SEXED: GONADS. OVARY 12 X 4 MM, OVA CIRCA 1 MM.	1
HOW SEXED: GONADS. OVARY 17 X 10 MM, LARGEST OVULE 1 X 1 MM.	1
HOW SEXED: GONADS. OVARY 25 X 8 MM, LARGEST OVUM 2 MM.	1
HOW SEXED: GONADS. OVARY 26 X 8 MM, LARGEST OVA 2 MM.	2
HOW SEXED: GONADS. OVARY 3 X 1 MM, DRAWN	1
HOW SEXED: GONADS. OVARY 4 X 3.5 MM.	4
HOW SEXED: GONADS. OVARY DRAWN, ADULT BY OVARY.	2
HOW SEXED: GONADS. OVARY DRAWN, LARGEST OVULE 1 MM.	1
HOW SEXED: GONADS. OVARY DRAWN. OVARY OPAQUE, NOT LUMPY.	1
HOW SEXED: GONADS. OVARY FOUND.	1
HOW SEXED: GONADS. OVARY MOSTLY DOTTED, DRAWN, DUCT NOT LUMPY.	1
HOW SEXED: GONADS. OVARY SLIGHTLY ENLARGED, BREEDING.	1
HOW SEXED: GONADS. OVARY- 4 X 5 MM, GRANULAR EGG <<1 MM	1
HOW SEXED: GONADS. TESTES (PREPARATOR UNRELIABLE). FEMALE PLUMAGE.	1
HOW SEXED: OTHER. GONADS NOT FOUND, SWOLLEN OVIDUCT: 6 MM.	1
HOW SEXED: PLUMAGE. GONADS LOST IN AUTOPSY.	1
HOW SEXED: SIZE. WING-LENGTH, TAG SAYS FEMALE, ACT CATALOG SAYS MALE.	1
HOW SEXED: TWO DUCTS VISIBLE.	2
HOW SEXED: UNMARKED MEANS. OVARY DRAWN. OVARY GRANULAR. DUCT NOT LUMPY.	2
HOW SEXED: UNMARKED MEANS. OVARY: 3X2MM, TRANSPARENT.	1
HOW SEXED: UNMARKED MEANS. TESTES BOTH 1.5 X 1 MM.	1
HOW SEXED: UNMARKED MEANS. VERY SMALL: PROBABLY MALE - K.C.PARKES.	1
J. H. Gerould research: 1919m	1
J. H. Gerould research: 8 specemins of F1 of No. 1909-2w, reared in lab, 1 specemin of P1 1909-2w 1909a 35	1
L=0.4 / R=0.5 kg	1
Lact, 5 embs:not well dev	1
Lact, vag closed, parous	1
Monosporic, male	1
O.N.E.	2
Ovaire blanc à ovules à peine distincts.	1
Ovaire blanchâtre transparent, sans ovules distincts.	1
Ovaire blanchâtre à ovules peu distincts.	1
Ovaire lisse. Pas de plaque incubatrice.	45
Ovaries seen but not measured	1
Ovaries undeveloped	1
Ovaries: L 10 x 2.5, R 9 x 2 mm	1
Ovary : 35 x 22 mm, Largest follicle: 7 mm	1
Ovary not distinct.	1
Ovary:  7.5 x 6.0 mm.  Largest follicle: 4.0 mm. Oviduct large, contained a 10.0 mm X 8.0 mm ovum with egg white	1
Ovary: 3 x 1.5 mm	20
Ovary: 6 x 4 mm, largest ovum: 1.5 mm, oviduct: 4 mm	1
Oviduct with 2 eggs	1
Parent #14	1
Population Cross: P71-8, Massachusetts female x England male	1
Reared in lab; F1 of female no. 70B-A	1
Rearing stock from ST1 x ST2 (1974) reared in lab on pink flowering crab Malus sp. Spring 1975 #STQ emerged 04 Sep 1975	1
Reproducteur.	1
SEXED BY K.C.PARKES 1960, FEMALE ON ORIGINAL TAG.	1
T  2 mm	9
T = 11x7	1
T= 5x4	1
T=1.4 mm	1
T=10 X 6 mm	4
T=10mm, scr.	1
T=122 mm	1
T=14mm	3
T=17x9	2
T=18 x 19 mm	2
T=21 mm	12
T=24x10	1
T=3x2 (L), 3x1 (R)	1
T=7 x 4 mm, ing.	1
T=9.2 mm	2
TA (14 X 7)	2
TA (3.5 x 2)	5
TA (4x2)	37
TA=13x8	1
TA=3.7x2	1
TA=4x8	1
TS (16 X 9)	4
TS (25 X 14)	1
TS = 7x5	1
TSL (14 X 7)	2
TSS  (8 X3)	1
TSS (10 X 6)	7
Taken in copula with <ENT.749492> 1532h EDT	1
Testes 10.0 x 5.0mm.	1
Testes ND.	1
Testes: L 10 x 7, R 9 x 7 mm	2
Testes: L 6 x mm, R 5 x 3 mm	2
Testes: L 6.5 x 4.5 mm, R 6 x 1.5 mm	1
Testes: L 8 x 7 mm, R 7 x 6 mm	1
Testicules : droit 16 x 5 mm, gauche 11 x 4 mm	1
Testicules gris bleuâtre.	1
Testicules jaune crème pâle.	1
Testicules rosés.	1
Testis R: 17x8mm	1
U:P UTMD placental scar 1 + 2	1
Unilocular, plurilocular	8
VC, 5 embs, 2L, 3R, CRL=4 mm	1
VC, no embs, uterus large	1
VO, 1 emb, 9 mm, lactating	1
VO, 4 embs, 2L, 2R, 6 mm	1
VO, 6 embs, 10 mm, lactating	1
VO, R3, L2=7	1
VO, lactating/mammae large	1
VP, 3 embs, 1L, 2R, 35 mm, mammae large	1
W.H. Evans experimental brood 7b-a-a-a-a, reared 1959	1
breeding, ov: 4x7 mm, see diagram in Lloyd catalogue, brood patch	1
brood patch 4, t: l 10.5x4.3, 9.1x4.5 mm	2
brood patch 4, t: l 10.6x3 mm	2
brood patch active, 4-5 ruptured follicles, 1 shelled egg in oviduct	1
brood patch defeathering, oviduct enlarged, lrgst follicle: 4 mm	1
brood patch downy, t: l: 11x5, r: 9x5 mm	2
collected by day on Carya ovata	1
egg well developed, yolk only	2
embryo 2R 3L, CR 4 mm	1
emgd. 16 may 1977. ex larva	1
enlarged testes; testes-6X2	2
ex larva: thistle	1
ex ovis ROBINSONI-A12	1
ex ovis, Eldora, Cape May Co., NJ stock S1983 E closed late June 1985 reared on Rhus copallina	1
ex ovis, VIOL.A87	1
ex ovis: SUB A87	1
ex pupae	2
ex. larv on pyrus x purpurea	1
flowering; w last yrs fruiting stalk	1
gonads=T=6mm	1
gonads=female, ovary 8 X 4mm, ova minute	2
gonads=largest ova 1 mm; egg in oviduct; four raptured follicles	1
gonads=laying condition; lardest ova 6, 4 mm; brood patch=bare	1
gonads=ovary 11x17mm, ova 4mm	3
gonads=ovary 15 x 10, unshelled eggs in oviduct: 7 x 7 & 3 x 5 mm; brood patch=watery	1
gonads=ovary 2x4mm	17
gonads=ovary 4 x 2 mm, transparent	1
gonads=ovary 5 x 3, lg ova 1 mm, oviduct not enlarged; brood patch=large, bare	1
gonads=ovary 5 x 4, lg ova 1 mm, was incubating 2 eggs	1
gonads=ovary 6 x 2 mm, smooth	1
gonads=ovary 7 x 6, lg ova 1 mm, oviduct convoluted	1
gonads=ovary 7 x 6, lg ova 2 mm	1
gonads=ovary 8 x 2 mm	3
gonads=ovary 9 x 5 mm; microgranulated	1
gonads=testes (L) 10 x 7 mm; (R) 10 x 7 mm; one seminal vesicle 5 mm, tubules visible	1
