"identificationQualifier","reps"
"Bezdecka, P. Bezde",1
"bianor",1
"Bighorn Ls",1
"Binford Halverson",2
"bingi",4
"bipuncta",2
"bipunctata",9
"Bison",357
"Bison ?",23
"Bison or Bos",1
"Bison or Camelops",1
"Bison?",5
"bisporigera/virosa",1
"bitias",1
"Black Jade cultivar",1
"Black River fm",1
"Black River Ls",1
"Blainvillimus",1
"Blarina",7
"Blastomeryx",1
"Blastomeryx ?",7
"Blastomeryx cf.",12
"Blindia acuta var. flexipes",1
"blond form",1
"Blue",1
"""blue form""",1
"Blue-green",1
"Blumea cf. cafra",1
"Board, Hafernik",1
"Bobstarkey",1
"bolli",4
"""boltoni""",1
"boltoni complex",1
"boltoni type",2
"""boltonii""",1
"boltonii complex",2
"boltonii type",3
"""boltonii type""",1
"""boltonii-sabuletorum""",3
"boltonii-sabuletorum",4
"boltonii-sabuletorum complex",4
"boltonii-sabuletorum grp",1
"boltonii-sabuletorum type",1
"boltonii-sabuletorum?",2
"""boltoni-sabuletorum""",3
"boltoni-sabuletorum",3
"boltoni-sabuletorum complex",2
"boltoni-sabuletorum group",1
"boltoni-sabuletorum, if micros. OK.",1
"boopis",33
"Bootherium",1
"Borden Fm",1
"""borealis""",1
"Borhyaena",1
"Borophagus",2
"Borophagus?",1
"borreri gp.",1
"Bos",284
"Bos ?",5
"Bos?",1
"Both",1
"Bothriodon",4
"Bothynus gibbosus",1
"Botrychium dissectum var. dissectum",1
"Br. eur.",1
"Br. germ.",1
"Brabovus",2
"Brachyerix",4
"Brachyerix cf.",3
"Brachyhyops ?",1
"Brachymenium capillare",1
"Brachymenium extenuatum",1
"Brachymenium jamesoni",2
"Brachymenium jamesonii",3
"Brachymenium melanothecium",7
"Brachymenium plumosum",2
"Brachymenium polychaete",1
"Brachymenium subglobosum",1
"Brachyodontium trichodes (Weber f.) Bruch",1
"Brachyodus",1
"Brachypotherium",6
"Brachythecium cochlearifolium",2
"Brachythecium dragastrum",1
"Brachythecium edentula",1
"brachythecium oxyrrhynchium",2
"Brachythecium oxyrrhynchum",1
"Brachythecium recurvans unpubl. name",1
"Brachythecium rigidifolium",1
"Brachythecium rulatulium (L.) B&S",1
"Brachythecium scabriseta",1
"Brachythecium scabrisetae",1
"Brachythecium udum",1
"Brachythecium uncinifolium",1
"Brachythecium wichurae (Broth.) Par.",4
"Brachythecium wichurae Broth.",1
"Brachythecium wichure (Broth.) Par.",2
"bracteata",2
"Braintree Arg",4
"Branchia potens / brevis*",2
"Branisella",1
"Brassfield Fm",1
"Brassfield ls",1
"Braunia andrieuxii Lor.",3
"Braunia andriexii Lor.",1
"Braunia diaphana (C.M.) Jaeg.",1
"Braunia macropelma (C.M.) Jag",1
"Breidleria homaliacea (Besch.) Broth.",5
"brenda",13
"Bretzia",2
"Breutelia Aristaria/C.M./Broth.",1
"Breutelia sclerodictya Card.",1
"Bridger Fm",68
"Bright Angel Sh",4
"brilliantinus",10
"brocki",3
"Brodiaea bicolor",1
"Brontops",2
"Brontops ?",3
"Brotherella yokohamae",4
"""brown admirabilis""",1
"""brown baga""",1
"brown form",1
"Brown Jura",2
"""brown stricta"", ""antler type"", ""needle-tipped lignic.""",1
"browni",31
"""Brownie[?]""",1
"browningi",20
"Bruce D. Parfitt",6
"Bruce Parfitt",2
"brucei",11
"Brule Fm",10
"Brule Fm?",2
"""brunneogrisea""",2
"Bry. Eur. c. fr.",1
"Bryant Mather",1
"Bryhnia noesica",4
"Bryhnia sublaevifolia",12
"Bryhnia sublaevifolia var. acuminata",3
"Bryman (?) graminicolor (Brid) Grout var. Holzingeri (R&C) Grout",1
"Bryoerythrophyllum ruebellum",1
"Bryohaplocladium schwetschkeoides",1
"Bryoxiphium japonicum",2
"Bryoxiphium savatieri",4
"Bryum  pallescens var.contextum",1
"Bryum (proliferum?)",1
"Bryum (Sclerodictyon) hammatocaulon",1
"Bryum andrei",3
"Bryum antarcticum",2
"Bryum araucariae",1
"Bryum atrotheca",1
"Bryum atwateriae",6
"Bryum audicola",1
"Bryum aulacomnioides",1
"Bryum badium Bruch.",1
"Bryum brachystegium C.-Mull. n. sp.",1
"Bryum capillare var. nagasakense",1
"Bryum capillare var. rubrolimbatum",2
"Bryum chibinense",1
"Bryum cirratum",4
"Bryum coloratune C. Muller",1
"Bryum commutatum, (Sch.) Wats.",1
"Bryum crassicostatum",1
"Bryum decaisnei",2
"Bryum Duvalii Voit",1
"Bryum Duvallii Voit",1
"Bryum erythrophylloides",1
"Bryum ferriviae C.-Mull. n. sp.",2
"Bryum gemmuligerum Kindb.",1
"Bryum higoense",1
"Bryum higoense Ochi",1
"Bryum inclanothecium, C. Mull.",1
"Bryum jaffuelii",1
"Bryum japonense",1
"Bryum Mayebarae",1
"Bryum megalastegium Sulliv.",1
"Bryum megalostegium Sull.",1
"Bryum megalostegium Sulliv.",2
"Bryum molluscum Hedw.",1
"Bryum neelgheriense",1
"Bryum neelgheriense var. wichurae (Broth.) Mohd.",1
"Bryum niteriuedium Brib.",1
"Bryum noguchii",1
"Bryum oligocladon, C.M. & Kindb.(N.Sp.)",1
"Bryum opdalense",1
"Bryum plumosum Doz. et Molk.",1
"Bryum proliferum (L.) Sibth.",2
"Bryum pseudo-alpinum",2
"Bryum pseudo-alpinum Ren. et Card.",1
"Bryum psuedo-alpinum Besch.",1
"Bryum pullens",1
"Bryum reyeri",1
"Bryum roseum",6
"Bryum sacrum",2
"Bryum sect. Rhodobryum",1
"Bryum spireophyllum",1
"Bryum spuriocontractum",1
"Bryum subalbulum var. robustum",1
"Bryum turgens",1
"Bryum umbratum",1
"Bryum vellei",2
"Bryum vellei Card. et P. de la V.",1
"Bryum ventricosum",2
"Bryum versisporum",1
"Bryum vino-viride, Bartram",1
"Bryum wahlenbergii",1
"Bryum wichurae",1
"b-type",1
"bulbilaceus",1
"Bulbopodium",3
"Bunohyrax",3
"Bunomeryx",2
"Bunophorus",1
"Buntsandstein",1
"Burkei Gray",1
"burrisoni",22
"but mis ID for No. America",1
"butleri",10
"butyracea comp.",1
"by morphology",1
"byblis",3
"Byrum subpachypoma",3
"Byrum teretiusculum",1
"c",2
"c fr.",2
"c.",2
"C. a. affinis",8
"C. A. Overby",1
"C. acastus neumoegeni",3
"C. Acker",2
"C. agalha",1
"C. aquatilis",1
"C. argiolus ladon",4
"C. augustata",5
"C. b. thula",2
"C. callibryon",1
"C. Campbell",1
"C. Cechan",1
"C. chlorochaeta",3
"C. coremata",1
"C. crispa",2
"C. crispata",1
"C. d. searsi",14
"C. desertorum",1
"C. Dominguez",3
"C. dumetorum",1
"C. E. Jones, Jr.",1
"C. ericetorum",1
"c. f.",11
"c. fr",2
"c. fr!!",1
"c. fr.",1163
"c. fr. juv.",1
"c. fr. old",3
"c. fr. sp.",1
"c. fr. typical",1
"c. fr.!",1
"c. fr.(Turner) Brid.",1
"c. fr.sp.",1
"c. gem.",4
"C. gorgone carlota",25
"C. helloides",1
"C. hippolyta or stretchi",1
"C. holocarpa group",1
"C. hypophlaeas",6
"C. L. G. R. Prue II",1
"C. ladon f. neglecta",7
"C. lanaoriaeensis",1
"C. lineata",1
"C. Merbs cultivar",1
"C. ochracea brenda",11
"C. osculata",2
"C. p. perplexa",19
"C. p. philodice",1
"C. palla flavula",21
"C. pamphiloides",1
"c. per",1
"c. per.",3
"c. perianth!",1
"C. perplexa pseudodumetorum",11
"C. Petty",1
"C. R. Ward",4
"C. s. neoperplexa",14
"C. simaethis sarita",4
"C. sirius",1
"C. Tam",1
"C. undulata",3
"C. undulatum",1
"C. virginiensis",3
"C. W. Dodge",1
"C. W. O'Brien",1
"C. xeniloba",1
"c.ap.",2
"c.f",2
"c.f.",97
"c.f. disperma",1
"c.f. scabra",1
"c.f. var",1
"C.F.R",1
"c.fr",2
"c.fr.",701
"c.fr.sp.",2
"c.gem.",1
"C.L. Jennings",1
"c.per",1
"c.per.",2
"C.R. Ward",2
"C.W. O'Brien",14
"ca",1
"ca. intermediate",8
"CA/OR sp. nov.",3
"cacicus",2
"Caenomeryx",1
"Caenopithecus",1
"caesariata sensu C.H. Kauffman var. caesariata",1
"caesariata sensu CH Kauffman var. caesariata",5
"caesariata sensu CH Kauffman var. cylindrocystis",5
"caesariata sensu CH Kauffman var. pulla",2
"caesariata sensu CH Kaufman var. caesariata",2
"caesariata sensu CH Kaufman var. pulla",1
"Cainotherium",5
"cala., or hirs. max??",1
"calcicola",12
"Caleb Albers",1
"calgariana",1
"californica",30
"californiensis",2
"""californiensis""",2
"Calippus",4
"Calippus ?",3
"Calippus?",2
"callias",1
"Callicostella probaktum",1
"Callicostella pycnoptera",1
"Calliergon carspidatium",1
"Calliergon circulifolium Kindb.",1
"callippe",7
"Callipsyche behri",2
"Callipus ?",1
"Callophoca",1
"Callophoca ?",1
"Callosamia",1
"calochrous group",1
"Calomnion complanatum (H.f. & W)",1
"Calomnion laetum Hf & W.",1
"Calomnion laetum Hook. f. &Wils.",1
"Caloplaca holocarpa group",2
"Caloplaca saxicola",1
"calorpliota",1
"Calymperes aongstroemii",30
"Calymperes Aongstroemii Besche",1
"Calymperes Bataviense Fleisch.",1
"Calymperes brachycaulon Broth.",1
"Calymperes carrii",1
"Calymperes constrictum. Sull.",1
"Calymperes cymbiolium C Mull.",1
"Calymperes dozyanum",25
"Calymperes dozyanum Mitt",36
"Calymperes elatissimum",1
"Calymperes hasegawae",2
"Calymperes leucocoleos",1
"Calymperes mammilliferum",1
"Calymperes moorei",26
"Calymperes semperi",1
"Calymperes thyridioides",20
"Calymperes thyridioides Broth",1
"Calymperes tuamotuense",6
"Calymperes tuberculosum",3
"Calymperes volkensii",3
"Calymperopsis semilibera",2
"Calypog",1
"Calypogeia cyanophora Schuster",1
"Calyptothecium brevifolium",1
"Calyptothecium caudatum",1
"Calyptothecium cuspidatum",3
"Calyptothecium hoehnellii",2
"Calyptothecium japonicum",1
"Calyptothecium nematosum",2
"""calytrata"" type",1
"Camelops",214
"Camelops ?",29
"Camelops cf.",2
"Camelus",1
"Camillus Sh",1
"Camptochaete gracilis",1
"Camptosaurus cf.",1
"Camptothecium aemesial",1
"Camptothecium fulgescens",1
"Camptothecium mesaie",1
"Camptothecium nevadense",1
"Camptothecium philippeanum",1
"Camptothecium primatifidium",1
"Camptothecium sericeum",1
"Camptothecium trichoides",1
"Campylium elodes",1
"Campylompus ampliretis (C. Mull.) Par.",1
"Campylopodium ditrichoides",1
"Campylopodium euphorocladios",1
"Campylopodium euphorocladum",4
"Campylopodium euphorocladum (C. Mull.) Besch.",1
"Campylopodium pusillum",2
"Campylopodium pusillum (Schimp.) Williams",1
"Campylopus alpestris",1
"Campylopus appressifolius",2
"Campylopus arachnoideus",1
"Campylopus arctocarpus",2
"Campylopus assimilis",1
"Campylopus atrolutens",2
"Campylopus bermudianus",4
"Campylopus calydictyon",1
"Campylopus canadensis",1
"Campylopus carolinae",1
"Campylopus carreiroanus",1
"Campylopus cavernosus",1
"Campylopus chrismarii",2
"Campylopus cubensis",4
"Campylopus densifolius var. purpureo-flavescens",2
"Campylopus denstretis",1
"Campylopus discriminatus",1
"Campylopus dusenii",2
"Campylopus fumarioli",1
"Campylopus fumariolia",2
"Campylopus guadalupensis",2
"Campylopus harrisi",1
"Campylopus harrisii",1
"Campylopus hoehnelii",1
"Campylopus hoffmanni",1
"Campylopus inchangae",4
"Campylopus incrassatus",1
"Campylopus inerangae",4
"Campylopus involutum",2
"Campylopus jamaicense",1
"Campylopus jamaicensis",1
"Campylopus leptocephalus",1
"Campylopus leptodictyom",1
"Campylopus longipilus",3
"Campylopus nigrescens",1
"Campylopus nodiflorus",1
"Campylopus olivaceonigricans",2
"Campylopus pallidus",1
"Campylopus penicillatus",3
"Campylopus praealtus",1
"Campylopus Praealtus (C. Muell.) Paris",2
"Campylopus procerus",3
"Campylopus purpureo-flavescens",3
"Campylopus saxatilis",1
"Campylopus serricuspes",1
"Campylopus siamensis",5
"Campylopus stenopelma",5
"Campylopus stramineus",3
"Campylopus subbrachymitrius",2
"Campylopus subobrutus",1
"Campylopus tallulensis",2
"Campylopus torfaceus",3
"Campylopus tortilipilus",1
"Campylopus truncatus",1
"Campylopus virginicus",11
"Campylopus viridatulus",1
"Campylopus wattsii",1
"canbyi form",1
"canbyi type",1
"candiope",1
"Canis",4313
"Canis ?",11
"Canis cf.",1
"canopus",1
"can't verify name",13
"can't verify species name",4
"Cantius",144
"Capatanka",2
"'capo'",1
"Capreolus ?",3
"Capromeryx",2
"carbi",2
"Carbonado Fm",3
"Carbondale Fm",1
"Carcinodon",2
"Cardot",1
"Carex Section Ovales: too immature to id to species",1
"cariosa? pityrea?",1
"carlota",14
"Carly",1
"Carly Tull",1
"carolinensis cf.",1
"Carpodaptes",3
"Carpolestes",2
"Carsioptychus",3
"carsonensis",2
"""cartilagineum""",1
"caryi",4
"caryophyllea ?",1
"Casey",1
"castanea-cicatricata",1
"castiliana",6
"Castor",14
"Castoroides",76
"Castoroides ?",1
"Castoroides cf.",6
"Cateigatis (?)",1
"Catharinea haussknechtii",1
"Catocala nubilis",1
"Catopsalis",16
"Catopsilia argante",2
"Catopsilia philea",1
"Cebochoerus",1
"celluloderma group?",1
"celtis",10
"celtoides",1
"Centetodon",5
"Centetodon?",1
"Centrosaurus cf.",1
"cenveray",25
"cephalixus gp.",1
"Cephalozia bicuspidels",2
"Cephalozia brevicuspidata",1
"Cephalozia incantia",1
"Cephalozia media var. nipponica",1
"Cephalozia minuta",1
"Cephalozia otaruensis var. acrogyna",3
"Cephalozia sandvicensis",10
"Cephaloziella hyssacea",3
"Cephaloziella hyssacia",1
"Cephaloziella kukuiensis",1
"cepholozia lencanths",1
"Ceramiaceae",14
"Ceramiaceae?",1
"Ceratodon brasiliensis",1
"Ceratodon columbiae",1
"Ceratodon convolutus",2
"Ceratodon cylindricus",1
"Ceratodon purpureus f. Brevifolius",1
"Ceratodon purpureus fo. dimorphus",1
"Ceratogaulus",1
"Ceratotherium",1
"Cercyonis oetus",1
"Cerias deva",2
"certain",2
"Certainly an Arbutus; probably the one called A. xalapensis",1
"certainly not",1
"Cervalces",5
"Cervalces ?",1
"""cervinus"" gp.",1
"cervinus group",1
"cervinus or tsugensis",1
"Cervus",22
"Cervus ?",22
"Cervus?",6
"Cesia concinnata",2
"Cesia obtusa",1
"cethura",6
"Cetoniinae, Gymnatini",8
"Cetraria muricata",2
"cf",2748
"cf parryi",1
"cf thaxteri",5
"cf Yucca baccata X",1
"cf,",52
"cf, A",30
"cf, B",13
"cf, id questionable",1
"cf, var A",6
"cf, var B",2
"cf.",94786
"cf. !",3
"cf. ?",4
"cf. acrotella",2
"cf. aculeatus",1
"cf. aeruginosum",1
"cf. aestivalis",132
"cf. aestivalis ���A���",34
"cf. aestivalis ���B���",36
"cf. aestivalis ���C���",5
"cf. aestivalis D",2
"cf. agressus",1
"cf. albidipes",2
"cf. albidum",1
"cf. albifimbria",1
"cf. albivelatus",1
"cf. alfari",1
"cf. alliacea",1
"cf. alnetorum",1
"cf. also P. Similis",1
"cf. also P. similis sensu Smith 1957",1
"cf. alutacea",1
"cf. amoena",1
"cf. amphibium",1
"cf. angusticeps",1
"cf. arcticus",1
"cf. arenaria",2
"cf. aspera",1
"cf. asperifrons",1
"cf. asprigene",1
"cf. atkinsonianus",1
"cf. atroviridus",1
"cf. aureum",2
"cf. austrinum",1
"cf. bairdi",43
"cf. bairdii",3
"cf. balteatus",1
"cf. beldingi",2
"cf. bellator",41
"cf. bicolor",1
"cf. bifilis",1
"cf. blaesa",1
"cf. brachytheca",1
"cf. brevispinis",2
"cf. brunnea",1
"cf. butyracea",1
"cf. caeruleomentum",2
"cf. caeruleum",2
"cf. calkinsiana",2
"cf. capitata",1
"cf. caprodes",2
"cf. caps.",1
"cf. carbonaria",81
"cf. carolinae",183
"cf. cavernosa",1
"cf. check under scope",1
"cf. cinerea",1
"cf. cinereoatra",1
"cf. circumborealis",3
"cf. citrina",2
"cf. clarki",1
"cf. coccinea",1
"cf. cognatus",4
"cf. compactus",1
"cf. complex",1
"cf. coosae",5
"cf. corvina",1
"cf. Costabrimma terrena",1
"cf. cristata",1
"cf. crustulata",6
"cf. cubana",1
"cf. cumberlandia",1
"cf. cuneiformis, or variegata",1
"cf. cuprobrunneus cf. campestris v.",1
"cf. cupularis",1
"cf. cyprinus",2
"cf. cyrano",2
"cf. decipiens",1
"cf. deformis",1
"cf. ditrema",50
"cf. draco group",1
"cf. dura",1
"cf. duryi",4
"cf. E. schleicheri",1
"cf. elongatus",1
"cf. eos",1
"cf. episcopa",2
"cf. erythrogaster",1
"cf. fallax",1
"cf. fenestratum",1
"cf. filipendula",1
"cf. flabellosum",1
"cf. flavella?",1
"cf. flavobrunneus",1
"cf. floridae",1
"cf. florifer",1
"cf. ""forest biggie""",1
"cf. fraternus",1
"cf. fremontii",1
"cf. fulva",1
"cf. fuscata",1
"cf. fuscomarginata",1
"cf. fuscovirens",1
"cf. fusiformis",1
"cf. gagei",2
"cf. gilkeyi",2
"cf. granulatus",2
"cf. griseus",1
"cf. hemiurus",2
"cf. holocarpa",1
"cf. humilis var. mexicana",1
"cf. hybrid",1
"cf. hypselopterus",2
"cf. incana",1
"cf. intermediate",3
"cf. intermediate ?",1
"cf. iodiolens",1
"cf. Kauff.",1
"cf. laccata",1
"cf. lachneri",1
"cf. latus",4
"cf. lentignosum",2
"cf. leporina",1
"cf. leptacanthus",1
"cf. leuciodus",1
"cf. ligni",1
"cf. limbatus",1
"cf. littoralis",1
"cf. longipes",1
"cf. longissima",1
"cf. lycoperdoides",1
"cf. M. paedida, M. brevipes",1
"cf. macrocephala",4
"cf. macronema",1
"cf. maculata",1
"cf. maurilabra",1
"cf. mediterraneus",1
"cf. melanonotata",1
"cf. melanostoma",1
"cf. micrantha",1
"cf. ��microcarpa",2
"cf. minuta",1
"cf. minutilus",1
"cf. mollis",1
"cf. monorcius[?]",1
"cf. mucigenous [sic]",1
"cf. munitus",2
"cf. muralis",1
"cf. muscorum",1
"cf. mutabilis",1
"cf. mykiss",2
"cf. N.",1
"cf. near",1
"cf. neoalbipes",1
"cf. nigrescens",1
"cf. nigrofasciata",2
"cf. nigroviolacea",1
"cf. nobilis",1
"cf. obtegens",2
"cf. occidentalis",1
"cf. oregonensis group",1
"cf. orientalis",1
"cf. ornatus",1
"cf. P. hancockii",1
"cf. pallidus",1
"cf. palmaris",1
"cf. paludosa",9
"cf. pantostictum",1
"cf. paradoxum",1
"cf. parvus",2
"cf. PBM 1401, 1425",1
"cf. peckii",1
"cf. pectinatoides",1
"cf. phaeton",1
"cf. platophrys",1
"cf. poecilurum",2
"cf. polychrous",1
"cf. Polysiphonia strictissima group",1
"cf. priapi",1
"cf. Prionostemma",1
"cf. pseudopallescens",1
"cf. pteroides",1
"cf. puellanis",1
"cf. pulcher",1
"cf. punctulatum",8
"cf. python",1
"cf. ramseyi",28
"cf. rhytisma",1
"cf. roseolus",1
"cf. RS6392",1
"cf. rubellus",2
"cf. rubescens",7
"cf. rubi",1
"cf. sajori",1
"cf. sanguinea",5
"cf. santrita",1
"cf. sapo",1
"cf. saylori",1
"cf. schmidti-group",1
"cf. Scleroderma bermudense Coker",1
"cf. seperina",34
"cf. septemfasciatum",2
"cf. serotinus",1
"cf. serrulata",1
"cf. silvicola",5
"cf. ""similis'",1
"cf. snellii",1
"cf. sororcula",1
"cf. sp. B",1
"cf. species",7
"cf. species A",1
"cf. spectabile",1
"cf. spectrunculus",47
"cf. ssp. perincisum",1
"cf. St. John",1
"cf. stigmaeum",12
"cf. strictius",1
"cf. subflammeus",1
"cf. subfloridana",1
"cf. subfoetens",1
"cf. subpunctata",3
"cf. subrufescens",1
"cf. swaini",5
"cf. symmicta",1
"cf. ""tambellup""",4
"cf. Telamonia",1
"cf. Telemonia",1
"cf. tenax��var.��expansum",1
"cf. tenax��var.��tenax",1
"cf. tenera",1
"cf. tener-niveus",3
"cf. terminata",1
"cf. thaxteri",1
"cf. trochophora��var.��trochophora",1
"cf. turfosa",1
"cf. uncialis",1
"cf. unicus",1
"cf. uvidus",1
"cf. vaginata",1
"cf. valdiviae",1
"cf. variata",1
"cf. velifer",6
"cf. verrucarioides",1
"cf. vexillaris",1
"cf. violettae",1
"cf. virescens",1
"cf. virgineum",2
"cf. virginicus",1
"Colias keewaydin",1
"""collinitus""/mucigenus",1
"Collybia (marasmius) confluens",1
"Collybia dryophila brunnea",1
"collybiod",1
"Collybioid",2
"Collybioid fuscous disc.",1
"Collybioid pleurotoid",1
"Collyboid / Mycena",1
"Colodon",7
"Cololejeunea capingananis",1
"Cololejeunea micronesica",4
"coloradensis",18
"colorascens or theiogalus",1
"columbiensis",1
"Colurolejeunea?",1
"comb nov. Zander",1
"comb. et stat. nov.",1
"comb. nov",76
"comb. nov.",171
"comb. nov. ined.",91
"comb. nov. M.S.",2
"comb. nov., ined.",24
"comb. nov., subsp. nov.",1
"comb.n.ined.",1
"compactum or americanum",1
"compar group",1
"compare with",1
"Compared with online resources",1
"complex",229
"-complex",1
"complex ?",9
"complex with angusta & taeniata",1
"complex?",3
"comstocki",6
"Conacodon",6
"""condensata""",3
"conditional det.",1
"Conepatus",88
"Conepatus ?",1
"Conewango Fm",1
"Conf",4
"conf.",7
"conf. T. Esslinger, 2015",1
"conf/rev",2
"confirm.",2
"confirm./rev. !",1
"confirmation",3
"confirmation needed, but not R. occidentalis as originally determined",1
"confirmed",2
"confluens",1
"conidial stage",1
"Coniontis nr. elongatus",1
"connectens",3
"connexa",8
"Connochaetes",1
"Conocephalum lonicum",1
"Conocephalus conicum?",1
"Conocephalus conicus?",8
"Conocephalus?",1
"Conomitrium julianum",3
"Conomitrium julionum",1
"Conomitrium platybryoides",1
"Conomitrium prosenchymaticum",1
"Conomitrium ulei",1
"Conoscyphus forneesis",1
"Conostomum perangulatum",2
"conspersa?",1
"Constance",1
"'constricta'",1
"constricta gp.",1
"Copecion",14
"Copelemur",1
"Copemys",235
"Copidryas gloveri",1
"Coral",1
"Coralline",1
"coralloid",1
"coralloides",1
"Cormohipparion",31
"Cormohipparion ?",48
"cornutus cf.",1
"coronado",15
"coronis",1
"corralensis",2
"corrywhifera form",1
"Corticiaceae",27
"corticioid",32
"Coryphodon",78
"Corythosaurus cf.",1
"Cosoryx ?",1
"Cossidium squamigerum",1
"could be",1
"Could be either Porina or Tricothelium",1
"could be too",1
"Coyle, F.",1
"cp.",1
"cr",2
"cr.",4
"crameri",15
"Craseops",1
"""Crassospora washingtonensis""",1
"crassus group",2
"Cratoneuron commutatum var. irrigatum",1
"Cratoneuron filicinum",1
"Cratoneuron filicinum?",1
"Cratoneuron filicium ?",1
"Cratoneuron glaucum",2
"Cratoneuron julicinum",1
"cremeopersiana type",1
"crenatellum",1
"crenulata? cothurnata?",1
"Cresson",1046
"Cricetodon",2
"crispa",1
"cristata-cinerea complex",1
"cristata-cinerea group",1
"crocea complex",1
"""crocea"" complex",1
"croceus complex?",1
"croceus gp.",2
"""croceus gp.""",2
"croceus group",1
"""croceus group""",1
"croceus group (strong yellow form)",1
"croceus grp.",1
"Crocuta",72
"Crocuta ?",4
"Crossidium squamigerum",1
"crucivora",3
"crust",7
"crustose #1",3
"crustose #2",2
"crustose 1",2
"crustose 2",2
"crustose pyrenolichen",1
"Cruziana Sh",2
"Cryphaea gardneri",1
"Cryphaea leptopteris",1
"Cryphea ? leptoclada",1
"Cryptopodium hookeri ?",1
"ct.",1
"Ctenidium decurrens",16
"cu. aurea",1
"cultivar",2
"Cultivar Climax",1
"cultivar torulosa",1
"cultivated bean",1
"Cultivated chile",1
"Cultivated squash",1
"cum per.",3
"cum. per.",2
"cuneifolium",1
"cup fungus",1
"Cupidinimus",404
"Cupido comyntas",2
"Cupressina arcuatipes",1
"cupreus",13
"cupreus cupreus",3
"cuspidata cf.",1
"Cutler Fm",1
"Cuvieronius",28
"Cuvieronius ?",15
"cv.",2
"cv. Golden Beauty",1
"cv. Kablona Golden Yellow",1
"cv. nana",1
"cv. 'Seven Sisters' (pro sp.) [chinensis �� damascena]",1
"cv. variegata",1
"cyanellus x L. sp.",2
"cyanellus X sp.",3
"Cyanophyceae",1
"Cyathophorella hookeriana",4
"Cyathophorella kyusyuensis",2
"Cyathophorella tonkinensis",4
"Cyathophorum splendissimum",1
"cybele",20
"Cyclodictyon antillarum",1
"Cyclodictyon riparium",1
"Cyclopidius",2
"Cylindro type;",4
"Cylindrodon",19
"cylindropuntia",1
"Cylindrothecium cladorrhizans",3
"Cylindrothecium concinnum",4
"Cylindrothecium reductrix",1
"Cylindrothecium seductrix",3
"cymela",6
"Cynarctus",1
"cynna",12
"Cynodesmus ?",2
"Cynodontium candense",1
"Cynodontium hyperboreum",1
"Cynomys",6
"Cynthia erota",1
"Cyphellaceae",1
"Cyphelloid basidio ined.",1
"Cyphelloid basidiomycota",2
"Cypretherium",6
"Cyprinidae cf.",4
"Cyptodontopsis obtusifolia",7
"D Arnold",1
"d.",1
"D. A. Dawrel",2
"D. Allard",1
"D. Anderson",1
"D. Arnold",1
"D. Clowen",1
"D. Dreck",1
"D. E. Foster",11
"D. H. Danirel",3
"D. Hanirel",1
"D. Hollar",1
"D. hutchinsiae Harv. in Hook.",1
"D. intermedia x spinulosa",1
"D. J.",1
"D. J. Pinkava",1
"D. L. Magar",1
"D. Lvcuy",1
"D. P. Bartell",1
"D. P. Hatsell",1
"D. P. Herrmann",1
"D. R. Austin",1
"D. Ralston",7
"D. Richman",1
"D. Sissom",2
"D. Smith",6
"D. T. Dawrel/K. Longpre",2
"D. Young",1
"D. Z. D.",11
"D. Z. Damrel",47
"D. Z. Damrel/K. Longpre",1
"D.M. Freeman",1
"D.W. Carroll",1
"Dacrymyces - Guepiniopsis",1
"Dactylhymenium Pringlei",1
"daedalus",2
"Daemonelix",1
"Dakota Fm",1
"Dama ?",1
"Damaliscus",1
"damoetas",4
"Damrel",1
"Damrel & Hodgson",1
"Daphaenodon",4
"Daphoenictis",1
"Daphoenus",7
"Daphoenus ?",2
"Daphoenus?",1
"dark form",2
"dark grey form?",1
"dark red form",1
"dark var.",1
"dark-tipped stricta",1
"Dasymutilla creusa var. bellona (Cr.)",4
"Dasypus",105
"Dasypus ?",2
"Dasypus cf.",2
"Dasyurus",1
"daura",8
"David J. Bogler",5
"David J. Keil",1
"David M. Thompson",1
"davisi",1
"dawsoni",6
"dc.",7
"dc. Var.",1
"Deadwood Fm",1
"Debis portlandia",1
"decepta or antica",1
"decissa gp.?",1
"decora [=decorata]",1
"Dedopodinae",2
"Dee Jay Wilde",1
"degrandula top",1
"dehaani",8
"Deinotherium",2
"Delesseriaceae",2
"Delesseriaceous red",1
"delibutus group",2
"deliciosus",1
"Delphinapterus",3
"Delphinodon",2
"demetrius",1
"demophoon",2
"denali",6
"Dendroceros javanicus?",1
"Dendrocyathophorum paradoxum",3
"Dendropithecus",8
"densifolia / nigricans",1
"depauperate",1
"Dermocybe",3
"deserti",5
"Desmathyus",1
"Desmatippus",2
"Desmatoclaenus",1
"Desmatodon aloides",1
"Desmatodon arenaceus",3
"Desmatodon flavicans",1
"Desmatodon flavicans var. obtusifolius",1
"Desmatodon garberi",2
"Desmatodon neomexicanus",1
"Desmatodon nervosus",1
"Desmostylus",17
"desorii cf.",1
"despite having merely bifid petals",1
"det./confirm./rev.",1
"det.: M. Barkworth 2004",1
"determination label reads ""might be B. simplex, if not it is planuisculum""",1
"dextrinoid dendrohyphidia",1
"Dhok Pathan Fm?",2
"Diablotherium",1
"Diacocherus",2
"Diacodexis",88
"Diacodexis ?",3
"Diacodon",5
"Diacodon cf.",1
"diana",20
"diaphanum group?",1
"Diceros",1
"Dichelyma cylindrica",1
"Dichelyma japonicium var. hatakeyamae",3
"Dichelyma longinerve",1
