"lifeStage","reps"
"97-SC01-ES-1, addled egg, fragme",1
"97-SC02-ES-1,2&3 all infertile,",1
"97-SC05-ES-1, hacked, fragments",1
"97-SC06-ES-1,2&3; all hatched in",1
"97-SC10-ES-1, addled egg, fragme",1
"97-SF02-ES-1, addled egg, broken",1
"97-SF06-ES-1; Fragments from 199",1
"97-SI10-ES-1; fragments",1
"98",1
"98-MC02-ES-1, lower eyrie, 1st &",1
"98-MC03-ES-1, 2nd clutch",1
"98-MC05-ES-1, upper ledge, 1994",1
"98-MC06-ES-1, traditional eyrie,",1
"98-MC07-ES-1, traditional eyrie,",1
"98-MC08-ES-1 - no notes",1
"98-MC09-ES-1, no notes; 98-MC09-",1
"98-MC10-ES-1 - 2nd clutch",1
"98-MC11-ES-1 - no notes",1
"98-MC20-ES-1 - older fragments,",1
"98-MC21-ES-1 - laid 2nd week of",1
"98-MC27-ES-1",1
"98-MC27-ES-2 - 2nd clutch, lower",1
"98-MC28-ES-1 - no notes",1
"98-MC29-ES-1 - no notes",1
"98-MC31-ES-1 - no notes",1
"98-MC32-ES-1, no notes; 98-MC32-",1
"98-MC33-ES-1, 1997 fragments",1
"98-MC34-ES-1, no notes",1
"98-MC37-ES-1, new territory",1
"98-SC01-ES-1, first clutch, hack",1
"98-SC02-ES-1, fragments from cas",1
"98-SC05-ES-1, addled egg, fertil",1
"98-SC06-ES-1, addled egg, infert",1
"98-SC07-ES-1, hacked",1
"98-SC10-ES-1, hacked",1
"98-SC12-ES-1, partially in tact,",1
"98-SC15-ES-1, addled egg, fertil",1
"98-SC16-ES-1, 1997 fragments",1
"98-SF01-ES-1, hacked",1
"98-SF08-ES-1, hatched then died",1
"98-SI12-ES-1, fragments",1
"99 adults + 9 larvae/pupa",1
"99 gall",1
"99 juveniles",1
"99 juveniles, 5 pupae",1
"99 unknown",1
"#9 Addled, #10 Hatched",1
"9 adult + 2 larvae",1
"9 ADULT; 41 JUVENILE",1
"9 ADULT; 8 JUVENILE",1
"9 adults + 10 larvae",1
"9 adults + 14 larvae",1
"9 adults + 15 larvae/pupa",1
"9 adults + 18 larvae",1
"9 adults, 1 juvenile",1
"9 adults + 22 larvae",1
"9 adults + 27 larvae/pupa",1
"9 adults + 2 larvae/pupa",1
"9 adults + 3 larvae/pupa",1
"9 adults + 5 larvae/pupa",1
"9 Adult, sex unknown",1
"9 day old calf",1
"9 days incubated",1
"9 Days Incubated; 1 Infertile",1
"9 Days Old",1
"9 days sat on",1
"9 eggs in nest on Mar 30th, all",1
"9F 1J",1
"9F, 1J",1
"9F20J",1
"9F, 2J",1
"9F3J",1
"9F 3J",1
"9F 4J",1
"9 Female",1
"9 form II females",1
"9 form II females, 10 form I males",1
"9 form II females, 10 form I males, 1 form II",1
"9 form II females, 11 form I males, 10 form I",1
"9 form II females, 11 form I males, 2 juv. un",1
"9 form II females, 12 form II males, 5 juv. u",1
"9 form II females, 12 form I males, 4 form II",1
"9 form II females, 13 form I males, 1 form II",1
"9 form II females, 13 form I males, 2 form II",1
"9 form II females, 14 form II males",1
"9 form II females, 14 form II males, 3 juv. u",1
"9 form II females, 14 form I males",1
"9 form II females, 15 form I males",1
"9 form II females, 1 form I males",1
"9 form II females, 1 form I males, 10 form II",1
"9 form II females, 1 form I males, 19 form II",1
"9 form II females, 1 form I males, 7 form II",1
"9 form II females, 1 form I males, 9 form II",1
"9 form II females, 1 juv. males, 2 form II ma",1
"9 form II females, 20 form I males, 3 form II",1
"9 form II females, 2 form I males, 19 form II",1
"9 form II females, 2 form I males, 1 form II",1
"9 form II females, 2 form I males, 4 form II",1
"9 form II females, 2 form I males, 6 form II",1
"9 form II females, 2 form I males, 8 form II",1
"9 form II females, 3 form I males, 12 form II",1
"9 form II females, 3 form I males, 6 form II",1
"9 form II females, 3 form I males, 7 form II",1
"9 form II females, 3 juv. males, 2 form II ma",1
"9 form II females, 4 form I males, 10 form II",1
"9 form II females, 4 form I males, 2 form II",1
"9 form II females, 4 form I males, 4 form II",1
"9 form II females, 5 form II males",1
"9 form II females, 5 form I males, 16 form II",1
"9 form II females, 6 form I males",1
"9 form II females, 6 form I males, 2 form II",1
"9 form II females, 6 form I males, 6 form II",1
"9 form II females, 7 form I males, 2 form II",1
"9 form II females, 7 form I males, 5 form II",1
"9 form II females, 8 form II males",1
"9 form II females, 8 form I males",1
"9 form II females, 8 form I males, 2 form II",1
"9 form II females, 8 form I males, 3 form II",1
"9 form II females, 9 form I males, 4 form II",1
"9 form II females, 9 form I males, 9 form II",1
"9 form I males, 2 form II males",1
"#9 fragments only, eggshell thic",1
"9 had loose air cells, 2 pipped",1
"9 ��r",1
"9 ��r 6 m��n",1
"9 Infertile 10 large embryo",1
"9 instars female, 13 juv. females, 8 form II",1
"9 Juv",1
"9 JUVENILE, 14 ADULT",1
"9 juveniles, 37 pupae",1
"9 juveniles, 3 pupae",1
"9 juveniles, 4 pupae",1
"9 juveniles, 5 pupae",1
"9 juv. females, 10 form II females, 6 form I",1
"9 juv. females, 10 juv. males, 1 form II male",1
"9 juv. females, 10 juv. males, 3 juv. undeter",1
"9 juv. females, 12 juv. males, 4 form I males",1
"9 juv. females, 13 form II females, 1 juv. ma",1
"9 juv. females, 15 juv. undetermined",1
"9 juv. females, 16 juv. males, 1 form II male",1
"9 juv. females, 1 form II females, 15 juv. ma",1
"9 juv. females, 1 form II females, 1 form I m",1
"9 juv. females, 1 form II females, 7 juv. mal",1
"9 juv. females, 1 juv. males",1
"9 juv. females, 1 juv. males, 1 form II males",1
"9 juv. females, 2 form I males",1
"9 juv. females, 2 juv. males",1
"9 juv. females, 3 juv. males",1
"9 juv. females, 3 juv. males, 2 form I males",1
"9 juv. females, 4 form II females, 1 juv. mal",1
"9 juv. females, 4 form II females, 2 juv. mal",1
"9 juv. females, 5 form I males",1
"9 juv. females, 5 juv. males",1
"9 juv. females, 8 juv. males",1
"9 juv. females, 8 juv. males, 1 form I males,",1
"9 juv. females, 9 juv. males, 3 form I males,",1
"9m",1
"9m 11f 1j",1
"9M, 12F",1
"9M 12F 50J",1
"9M 13F",1
"9m 13f 1j",1
"9M 18F",1
"9M 19F",1
"9m 19f 2j",1
"9M, 1F, 1J",1
"9M 1J",1
"9M 22F",1
"9M, 23F",1
"9M 2F",1
"9M 2F 1J",1
"9M, 2J",1
"9M 3F",1
"9M 4F 2J",1
"9M 4F 7J",1
"9M 4F 8J",1
"9m  50F",1
"9M 53F",1
"9M 5F",1
"9M, 5F, 7J",1
"9m 7f",1
"9M, 8F",1
"9M8F1J",1
"9M, 8F, 3J",1
"9M 8F 6J",1
"9 Male, 5 Female",1
"9 males",1
"9 males, 4 females",1
"9 Males, 5 Females",1
"< 9 months",1
"9 Months",1
"9 or 10 days",1
"9 protonymph",1
"9 sex unknown",1
"9 stage & sex unknown",1
"9 tadpoles",1
"9 t��tards",1
"9 Unknown",1
"9 Weeks",1
"9 + years",1
"9+ years",1
"9 years, 3 months, 18 days",1
"9 years, 4 months",1
"9  years  7 months",1
"9 years 7 months",1
"9 years old",1
"9+ years old",1
"9 young-of-the-year",1
"9 Yrs",1
"; A-2; A-3; A-3",1
"a- 3/4; b- >3/4",1
"A-3; A-2",1
"A-5",1
"A--6",1
"A-6?",1
"a a a",1
"A-Ad.",1
"a and b none; c-small embryo",1
"a and c, showing blood. B, small",1
"Abandoned egg",1
"Abandoned eggs",1
"Abandoned- egg was totally undev",1
"abandoned nest - eggs rotten",1
"Abandoned. One egg punctured wit",1
"abandoned w/o incubation",1
"a bare suggestion",1
"A bare trace",1
"A blob of red",1
"abnormal",1
"abnormal eggs, one fell to piece",1
"abot 10 days incubation",1
"aboult half",1
"about",1
"about 10 days.",1
"About 10 days.",1
"about 10 days advanced",1
"about 10 days - showing",1
"about 10 years, 3 months",1
"About 1 1/2 weeks",1
"about 11 days",1
"about  1/2",1
"about @ 1/2",1
"about 1/2; 1 infertile",1
"About 1/2; 1 infertile",1
"about 1/2, 2 infertile",1
"About 1/2 complete.",1
"about 1/2 completed",1
"about 1/2 done",1
"about 1/2 hardening embryos",1
"about 1/2 hatched",1
"About 1/2 hatched",1
"about 1/2, heavy",1
"about 12 hours",1
"About 1/2 incubated, set complet",1
"About 1/2 incubation",1
"about 1/2, Nov. 15 - 2 fresh egg",1
"About 1/2 or more",1
"about 1/2 or ten ten days",1
"About 1/2 over",1
"about 1/2; soft embryos",1
"About 1/2 to 2/3",1
"(about) 1/3",1
"About 1/3.",1
"about 1/3 (1) infertile (3)",1
"About 1/3 Completed",1
"about 1/3 (cowbird incubated sev",1
"about 1/3 each",1
"about 1/3 in one and fresh in ot",1
"about 1/3 in two, slight in one,",1
"about 1/3 or 1/4",1
"About 1/3rd",1
"About 1/3- slight difference not",1
"about 1/3 started",1
"about 1-4-",1
"About  1/4 advanced",1
"about 1.4 complete",1
"about 1/4 completed",1
"About 14 days",1
"about 1/4 done",1
"About 1/4 hatched",1
"About 1/4 incubated",1
"about 1/4th- one infertile",1
"about 1/4 to 1/3",1
"about 15%",1
"about 1/5 advanced",1
"about 1.5 days",1
"about 15 days",1
"about 1/5th",1
"About 1/6 completed",1
"about 16 days",1
"About 1/8 except runt",1
"about 1 day incubated",1
"about 1 or 2 days",1
"About 1  week",1
"About 1 Week",1
"about 1 week advanced",1
"About 1 week, egg2- addled",1
"about 1 week in all",1
"about 20 days",1
"About 20 Days",1
"about 21 days",1
"about 2/3 complete",1
"About 2/3 complete",1
"about 2/3eds",1
"about 2/3 hatched",1
"About 2/3 incubated",1
"about 2/3rds",1
"About 2/3 rds",1
"about 2/3 to 3/4 incubated",1
"About 2-3 weeks",1
"about 24 hours",1
"about 2/5 incubated",1
"About 2.5 weeks.",1
"ABOUT 278 DAYS OLD",1
"about 27 days",1
"about 2 days in all",1
"about 2 days incubation",1
"About 2 days old",1
"about 2 days started",1
"about 2 days; yolks were bloody",1
"about 2 or 3 days",1
"about 2 to 4 days",1
"About 2 to 4 days",1
"about 2 to 6 days",1
"About 33%",1
"about 3/4 advanced",1
"About 3/4 complete.",1
"about 3/4 complete; embryos hard",1
"About 3/4 incubated",1
"about 3/4 incubated, 1 egg addle",1
"About 3/4 incubated with two egg",1
"About 3-5 days",1
"about 3/5 gone",1
"About 3 days.",1
"About 3 Days",1
"about 3 days; 1 rotten",1
"about 3 days Adv",1
"About 3 days advanced",1
"About 3 days in all",1
"About 3 days incubated",1
"about 3 days started",1
"About 3 Or 4 Days",1
"About 3 to 6 days",1
"About 3 Weeks",1
"about 4/5",1
"About 4-6 days",1
"About 48 hours",1
"About 4 Days",1
"about 4 days, 1 infertile",1
"about 4 days advanced",1
"About 4 days incubated",1
"About 4 Days, Traces Of Blood",1
"about 4 half, 3 fresh",1
"about 4 or 5 days advanced",1
"about 4 to 7 day",1
"about 4 to 7 days",1
"About 4 to 7 days",1
"about 4 weeks",1
"About 4 weeks",1
"About 5 %",1
"About 5%",1
"About 50 %",1
"about 50% to fresh",1
"about 5 day",1
"About 5 days.",1
"about 5 days. 1/3",1
"about 5 days advanced",1
"About 5 days advanced",1
"about 5 days, all uniform",1
"About 5 days being in all",1
"\about 5 Days In All\",1
"about 5 days incubated",1
"about 5 to 8 days",1
"About 5 to 8 days",1
"about 5 to 9 days",1
"about 60%",1
"about 6 days.",1
"About 6 Days",1
"about 6 days, embryos formed",1
"About 6 to 8 days",1
"about 7-10 days",1
"about 75%",1
"About 7/8",1
"About 7 Days",1
"About 7 Days Advanced",1
"about 7 or 8 days",1
"About 7 or 8 days",1
"About 7 to 10 days",1
"About 80%",1
"About 8 Days",1
"About 8 days advanced",1
"about 8 to 12 days",1
"about 9/10 days",1
"about 9 days, one rotten.",1
"About a Week",1
"About A Week",1
"About a week along",1
"About a week incubation",1
"about a week's incubation",1
"About complete",1
"About complete.",1
"about completed",1
"About completed",1
"About fifteen days.",1
"About five or six days",1
"About four fifths",1
"about half (6-7 days)",1
"about half advanced",1
"About half advanced",1
"about half completed",1
"About half in 3 eggs; 1 egg infe",1
"about half incubated",1
"About half incubated",1
"about half, one egg addled",1
"about half set",1
"about half - various",1
"about half week",1
"About hatched",1
"about middle",1
"about nine days",1
"About nine days.",1
"About one",1
"about one fifth",1
"About one-fourth",1
"About One Fourth",1
"about one fourth incubated",1
"about one half.",1
"About one half.",1
"About one-half.",1
"About One-half",1
"about one half completed",1
"about one-half completed",1
"About one half way",1
"about one quarter",1
"About one-sixth",1
"About one third.",1
"About one-third.",1
"about one third advanced",1
"About one-third advanced",1
"about one week.",1
"About One Week",1
"About Ten Days Advanced",1
"about three days",1
"About three-quarters",1
"About three quarters complete",1
"about three weeks",1
"About to 1/4",1
"About two days.",1
"About two days only",1
"about two thirds",1
"about two-thirds",1
"About two thirds",1
"About two thirds advanced",1
"About two-thirds advanced",1
"about week",1
"Abput a week",1
"Absolute fresh",1
"Absolutely Fresh",1
"abt 6 days",1
"Abt 6 Days",1
"abt hatched",1
"Abundant",1
"Abundant sporulation",1
"ACC: 2014 426 Infertile..ACC: 20",1
"ACC 2014-440:  cracked - late st",1
"a \check mark\",1
"ac/u",1
"ad*",1
"-Ad",1
"Ad/",1
"Ad..",1
"Ad.; 10 Yrs. Old",1
"ad (11 mo.)",1
"ad: 11yr,7mo",1
"Ad.; 12 Yrs. Old",1
"ad (13+ yr)",1
"ad (14+ yrs)",1
"Ad-15 Yrs Old",1
"Ad 18 Yrs",1
"ad (19 mo.)",1
"ad (1+ yr)",1
"ad (1yr,2mo)",1
"ad (20 mo.)",1
"ad (20 yrs)",1
"ad (21+ yrs)",1
"ad (22 yr)",1
"ad (2nd yr)",1
"ad (2Y,8M)",1
"ad (>2 yr)",1
"ad (2 yr.)",1
"ad (2 yr)",1
"ad (2+ yr)",1
"ad (2+yr)",1
"ad (2+ yrs)",1
"ad (3+yr)",1
"Ad-3 Yr,11+Mo",1
"Ad-3 Yr Old",1
"ad (4+ yr.)",1
"ad (4+yr)",1
"ad (4yr,4mo)",1
"ad (>5 yr)",1
"ad (5+yr)",1
"Ad.; 6.5 Yrs.",1
"ad (6+ yr)",1
"ad (6 yrs)",1
"ad (8 yrs)",1
"ad. (8+ yrs)",1
"ad (9+yr)",1
"ad (9+ yrs)",1
"Ad, 9+Yrs Old",1
"Ad-Age 9.5Yrs",1
"ad, ASY",1
"adavanced",1
"Adavanced",1
"a day or two",1
"Ad?Br.-Ad.Nbr.",1
"Ad.Br.-Ad. Nbr.",1
"Ad Breeding SNFO",1
"ad (by plum)",1
"ad (by plumage)",1
"Ad-Ca. 20 Yrs",1
"Adcanced.",1
"add.",1
"Additional data on card",1
"Additional data on card.",1
"additional data on carda",1
"Addlded, 1/3 incubated",1
"addled, 1/3",1
"Addled-1 egg",1
"Addled.  1 egg from clutch of 3",1
"Addled + 1 Young",1
"Addled, 2 downy young",1
"Addled.  2 large embryos",1
"Addled ? 2 weeks",1
"addled - abandoned",1
"Addled (abandoned)",1
"Addled + Abandoned",1
"addled-advanced",1
"addled--advanced",1
"addled, advanced",1
"addled--advanced-feathered",1
"Addled (and 1 young bird)",1
"Addled and advanced to 1/3",1
"Addled and bloody",1
"addled and deserted",1
"addled and hatched",1
"addled & bloody",1
"addled/broken",1
"addled, but bird was on nest",1
"addled but incubated",1
"Addled (but Still Sitting)",1
"addled & deserted",1
"addled/deserted",1
"Addled- deserted",1
"Addled egg collected with fragme",1
"Addled egg, fragments",1
"Addled egg from clutch of 1",1
"Addled egg from clutch of 2",1
"Addled egg from clutch of 3",1
"Addled egg from clutch of 4.",1
"Addled egg of set of 4, 3 alread",1
"Addled Egg Plus Fragments",1
"addled eggs",1
"Addled eggs from colony",1
"addled; evidently nest abandoned",1
"addled, feathered",1
"Addled + Frags",1
"addled fresh",1
"Addled from 2014 season, broken",1
"Addled from clutch of 2",1
"Addled from clutch of 5",1
"addled, fully formed",1
"addled, half",1
"Addled, Hatched Or Died",1
"Addled; inc. 1/4",1
"Addled- Incubation had begun",1
"Addled--infertile",1
"Addled / infertile eggs",1
"Addled in nest.",1
"addled; in nest with 5 young",1
"Addled, in nest with young",1
"addled large embryo",1
"addled large embryos",1
"addled-moderate-dead",1
"Addled; Nest also contained youn",1
"addled -- nest apparently desert",1
"addled, nest deserted",1
"Addled- nest deserted",1
"Addled; nest evidently abandoned",1
"Addled, No Apparent Development",1
"Addled--no development",1
"Addled; no development",1
"addled-no development-infertile",1
"Addled. No development.Nest with",1
"addled; no development to slight",1
"addled or becoming so",1
"Addled Or Fresh?",1
"addled, (partially)",1
"Addled (partially Incub.)",1
"addled, ready to hatch",1
"addled; slight to moderate-dead",1
"addled, small embryo",1
"addled to advanced-viable",1
"Addle eggs",1
"addvanced",1
"ad. et t��tards",1
"AD GRC 001",1
"AD GRC 003",1
"AD GRC 005",1
"ad; hy",1
"adjult",1
"adlut",1
"ad male by plumage",1
"Ad. Nonbreeding",1
"Adorable (see card)",1
"ad OS  SNFO",1
"Ad.;Sfo",1
"Ad SFO/breeding",1
"Ad, SFO breeding",1
"Ad SFO  O.E.",1
"ad SFO  os",1
"ad SFO  o. sl. E.",1
"ad sk",1
"Ad.;Sk.Comp.Oss.",1
"Ad.?; Sk. Soft",1
"ad Skull 90% issufued",1
"ad skull 90% ossified",1
"Ad  skull 90% ossified",1
"Ad skull 90% ossified",1
"ad. skull fully ossified",1
"ad. Skull fully ossified.",1
"Ad skull fully ossified",1
"Ad Skull fully ossified",1
"ad snfo",1
"ad SNFO",1
"ad SNQFO",1
"Ad SNQFO",1
"AD - T.A",1
"ad., t��tards",1
"Ad. t.n.e.",1
"Adualt",1
"aduilt",1
"aduklt male and female or juvenile",1
"adukt",1
"Adukt",1
"adul",1
"ADUL",1
"adullt ?",1
"adulot",1
"adulr",1
"Adul; skull oss.",1
";; adult",1
"adult`",1
"Adult (?)",1
"Adult;;;",1
"Adult;;;;",1
"Adult+",1
"ADULT;",1
"ADULT.",1
"ADULT.\",1
"ADULT**",1
"adult; 0.5 yr ?",1
"adult; 0 yr 3 mo 14 day",1
"adult; 0 yr 7 mo 21 day",1
"adult; 103 day",1
"adult; 10.5-12.5 yr",1
"adult; 10.5 yr",1
"adult; 108 day",1
"adult; 10 mo 10 day",1
"adult; 10 mo 12 day",1
"adult; 10 mo 13 day",1
"adult; 10 mo 13 V day",1
"adult; 10 mo 19 C day",1
"adult; 10 mo 19 day",1
"adult; 10 mo 22 day",1
"adult; 10 mo 28 day",1
"adult; 10 mo 2 wk",1
"adult; 10 mo 7-8 day",1
"adult; 10 mo 8 day",1
"adult; 10 mo 9 C day",1
"adult; 10 years",1
"adult; >10 yr",1
"adult; 10 yr 10 mo 16 day",1
"adult; 10 yr 7 mo 9 day",1
"adult; 10 yr 8.5 mo",1
"adult; >11",1
"adult; 110 day",1
"adult11.1 g",1
"adult; 114 day",1
"adult; 115 day",1
"adult; 116 day",1
"adult; 11 C mo 9 day",1
"adult 11K",1
"ADULT; 11 MALE, 9 FEM",1
"adult; 11 mo 12 day",1
"adult; 11 mo 14 day",1
"adult; 11 mo 20 day",1
"adult; 11 mo 21 day",1
"adult; 11 mo 22 day",1
"adult; 11 mo 24 C day",1
"adult; 11 mo 6 day",1
"adult; 11 mo 7 day",1
"adult; 11 mo 8 C day",1
"adult; 11 mo 9 day",1
"adult 11; yoy 50",1
"adult; >11 yr",1
"adult; 11 yr 0 mo 15 day",1
"adult; 11 yr 5 mo 0 day",1
"adult; 11 yr 8 mo 8 day",1
"adult; 121 day",1
"adult; 123 day",1
"adult; 124 day",1
"adult; 127 day",1
"adult; 129 day",1
"adult; 1-2 C yr",1
"ADULT; 12 FEMALE*, 18",1
"adult; 12+ mo",1
"adult; 12 mo 14 day",1
"adult; 12 mo 29 day",1
"adult; 12 mo 2 day",1
"adult; 12 yr 10 mo",1
"adult; 12 yr 11 mo 8 day",1
"adult; 12 yr 1 mo 15 day",1
"adult; 12 yr 5 mo 14 day",1
"adult; 12 yr 8 mo 28 day",1
"adult; 12 yr or more",1
"adult; 131 day",1
"adult; 134 day",1
"adult; 135 day",1
"adult; 137 day",1
"adult; 13 C mo",1
"adult; 13 c yr",1
"adult; 13 mo 19 day",1
"adult; 13 mo 21 day",1
"adult; 13 mo 23 day",1
"adult; 13 mo 25 day",1
"adult; 13 mo 2 day",1
"adult; 13 mo 8 day",1
"adult; 13 yr 1 mo 13 day",1
"adult; 13 yr 1 mo 19 day",1
"adult; 13 yr 7 mo 22 day",1
"adult; 140 day",1
"adult; 14.5 yr",1
"adult; 147 day",1
"adult; 148 day",1
"adult; 14 C yr",1
"adult; 14 mo 12 day",1
"adult; 14 mo 1 day",1
"adult; 14 mo 20 day",1
"adult; 14 mo 22 day",1
"adult; 14 mo 2 day",1
"adult; 14 mo 3 day",1
"adult; 14 mo 5 day",1
"adult; 14 mo 6 day",1
"adult; 14 mo 8 day",1
"Adult - 14 years",1
"adult; > 14 yr",1
"adult; 14 yr 1 mo 21 day",1
"adult; 152 day",1
"adult; 154 day",1
"adult; 155 day",1
"adult; 159 day",1
"adult; 15 mo 11 day",1
"adult; 15 mo 1 day",1
"adult; 15 mo 26 day",1
"adult; 15 mo 3 day",1
"adult; 1.5 to 2.5 yr",1
"adult 15+ years old",1
"adult; 1.5 yr ?",1
"adult; 15 yr",1
"adult; 15 yr, 3 mo, 27 day",1
"adult; 15 yr 6 mo 17 day",1
"adult; 15 yr 7 mo 28 day",1
"adult; 15 yr 8 mo 19 day",1
"adult; 162 day",1
"adult; 165 day",1
"adult; 16 mo 19 day",1
"adult; 16 mo 24 day",1
"adult; 16 mo 7 day",1
"adult; 16 yr",1
"adult; 16 yr 0 mo 24 day",1
"adult; 16 yr 1 mo 6 day",1
"adult; 16 yr 2 mo 6 day",1
"adult; 16 yr 9 mo 15 day",1
"adult; 170 day",1
"adult; 173 day",1
"adult; 177 day",1
"adult; 178 day",1
"adult; 179 day",1
"adult; 17 C mo",1
"adult 17K",1
"adult; 17 mo 14 day",1
"adult; 17 mo 3 day",1
"adult; 17 mo 6 day",1
"adult; 17 yr",1
"adult; 17 yr 10 mo 10 day",1
"adult; 17 yr 10 mo 27 day",1
"adult; 17 yr 1 mo 24 day",1
"adult; 17 yr 2 mo 25 day",1
"adult; 17 yr 2 mo 3 day",1
"adult; 17 yr7 mo 28 day",1
"adult; 180 day",1
"adult; 184 day",1
"adult; 186 day",1
"adult; 187 day",1
"adult; 18 mo 4 day",1
"adult; 18 years old",1
"adult; 18 yr",1
"adult; 18 yr 0 mo 28 day",1
"adult; 18 yr 9 mo 12 day",1
"adult; 19",1
"adult; 190 day",1
"adult; 191 day",1
"adult; 192 day",1
"adult; 194 day",1
"adult; 195 day",1
"adult; 199 day",1
"ADULT; 19 FEMALE*, 29",1
"adult; 19 mo 19 day",1
"adult; 19 mo 23 day",1
"adult; 19 mo 29 day",1
"adult - 19 years",1
"adult; 19 yr 0 mo 10 day",1
"adult; 19 yr 19 day",1
"adult; 19 yr 1 mo 28 day",1
"Adult 1 female",1
"Adult, 1 female",1
"adult 1; immatures 7",1
"ADULT (1); JUVENILE (",1
"adult 1K+",1
"Adult 1male",1
"ADULT; 1 MALE",1
"ADULT; 1 MALE, 10 FEM",1
"Adult, 1 male + 1 female",1
"Adult 1male, 1 juvenile",1
"adult; 1 mo 17 day",1
"adult; 1 year 5 mo 9 day",1
"adult + 1 young of the year",1
"adult; >1 yr 10 mo",1
"adult; 1 yr 19 day",1
"adult; 1 yr 2 mo",1
"adult; 1 yr 2 mo 21 day",1
"adult; 1 yr 6 mo",1
"adult; 1 yr 7 mo",1
"adult; 1 yr 7 mo 21 day",1
"adult; 1 yr 8 mo",1
"adult; 1 yr 8 mo 4 day",1
"adult; 1 yr 9 day",1
"adult; 1 yr 9 mo 5 day",1
"adult; 201 day",1
"adult; 203 day",1
"adult; 20 C yr",1
"adult; 20 yr 7 mo 1 day",1
"adult; 210 day",1
"adult; 213 day",1
"adult; 214 day",1
"adult; 219 day",1
"adult - 21 yrs.",1
"adult; 222 day",1
"adult; 223 day",1
"adult; 229 day",1
"adult; >22 yr",1
"adult; 22 yr",1
"adult; 238 day",1
"adult; 2-3 C yr",1
"adult; 23 yr",1
"adult; 244 day",1
"adult; 247 day",1
"adult; 24 mo",1
"adult; 24+ mo",1
"adult; 24 mo 6 day",1
"adult; 24 yr",1
"adult; 2.5 c yr",1
"adult; 2.5 yr ?",1
"adult; 2.5 yr?",1
"adult; 25 yr 07 mo 22 day",1
"adult; 260 day",1
"adult; 263 day",1
"adult; 267 day",1
"adult; 268 day",1
"adult; 269 day",1
"adult; 26 mo 28 day",1
"adult; 26 yr 2 mo 1 day",1
"adult; 276 day",1
"adult; 27 yr 4 mo 9 day",1
"adult; 27 yr 9 mo 23 day",1
"adult; 281 day",1
"adult; 287 day",1
"adult; 289 day",1
"adult; 28 mo 3 day",1
"adult; 290 day",1
"adult; 292 day",1
"adult; 293 day",1
"adult; 294 day",1
"adult; 29 mo 1 day",1
"ADULT; 2 FEMALE; 2 MA",1
"Adult 2females, 1male",1
"adult 2; juvenile 1",1
"ADULT; 2 MALE",1
"ADULT; 2 MALE, 1 FEMA",1
"ADULT: 2 MALE, 2 FEMA",1
"Adult 2 males, 1female, 1 juvenile",1
"adult; 2 mo",1
"adult; 2 mo 21 day",1
"adult; 2 mo 23 day",1
"adult - 2 years",1
"adult; >2 yr",1
"adult; 2+ yr",1
"adult; 2 yr 0 mo 22 day",1
"adult; 2 yr 0 mo 7 day",1
"adult; 2 yr 1 mo",1
"adult; 2 yr 2 mo",1
"adult; 2 yr 3 mo 24 day",1
"adult; 2 yr 5 mo 22 day",1
"adult; 2 yr 6 mo 5 day",1
"adult; 2 yr 8 mo",1
"adult; 301 day",1
"adult; 306 day",1
"adult; 307 day",1
"adult; 309 day",1
"adult; 30 mo",1
"adult; 30 yr",1
"adult; 313 day",1
"adult; 316 day",1
"adult; 318 day",1
"adult; 31 yr",1
"adult; 324 day",1
"adult; 327 day",1
"adult; 32 + yr",1
"adult; 330 day",1
"adult; 331 day",1
"adult; 333 day",1
"adult; 340 day ?",1
"adult; 342 day",1
"adult; 343 day",1
"adult; 348 day",1
"adult; 349 day",1
"adult; 34 mo",1
"adult; 3-4 yr",1
"adult; 3.5 - 4.5 yr",1
"adult; 357 day",1
"adult; 358 day",1
"adult; 3.5 yr ?",1
"adult; 360 day",1
"adult; 361 C day",1
"Adult, 361 mm SVL, Tail 67 mm, 1",1
"adult; 363 day",1
"adult; 366 day",1
"adult; 367 day",1
"adult; 373 day",1
"adult; 379 day",1
"adult; 383 day",1
"adult; 386 day",1
"adult; 387 day",1
"adult; 389 day",1
"adult; 38 day",1
"adult; 390 day",1
"adult; 393 day",1
"adult; 395 day",1
"adult; 399  CD AY",1
"adult; 399 day",1
"ADULT; 3  MALE; 5 FEM",1
"ADULT; 3  MALE; 9 FEM",1
"ADULT; 3 MALE, 9 FEMA",1
"adult; 3 mo",1
"adult; 3 mo 11 day",1
"adult; 3 mo 12 day",1
"adult; 3 mo 13 day",1
"adult; 3 mo 21 day",1
"adult; 3 mo 28 day",1
"Adult - 3 years",1
"adult; 3 yr 5 mo 19 day",1
"adult; 3 yr 7 mo 26 day",1
"adult; 3 yr 8 mo 25 day",1
"adult; 400 day",1
"adult; 402 day",1
"adult; 404 C day",1
"adult; 405 day",1
"adult; 40+ years",1
"adult; 412 day",1
"adult; 416 day",1
"adult; 417 day",1
"adult; 418 day",1
"adult; 419 day",1
"adult; 41 yr 5 mo 14 day",1
"adult; 420 day",1
"adult; 422 day",1
"adult; 425 day",1
"adult; 439 day",1
"Adult, 43 cm TL",1
"Adult 43 g",1
"adult; 447 day",1
"adult; 44 C day",1
"adult; 44 yr 6 mo 15 day",1
"adult; 450 day",1
"adult; 453 day",1
"adult; 458 day",1
"adult; 4-5 C yr",1
