lifestage,reps
SKULL 75% OSS. BURSA 10 X 5 MM,1
HY; BURSA 12 X 17 MM,1
adult; 600 day,1
adult; 567 day,1
probably 1/2,1
HY; BURSA 2 X 1.5 MM; SKULL 5% O,1
HY; BURSA 11 X 6 MM,1
Runt,1
adult; 19 yr 19 day,1
adult; 12 yr 11 mo 8 day,1
NO BURSA; SKULL50% OSS.,1
adult; 3 yr 5 mo 19 day,1
adult; 9 mo 27 day,1
adult; 247 day,1
1fresh:others begun,1
adult; 38 day,1
adult; 10 mo 19 day,1
Five days advanced,1
"WILD BORN, CA. 1999",1
adult; 469 day,1
adult; 5 yr 6 mo,1
adult; 10 mo 12 day,1
adult; 995 day,1
adult; 10 mo 2 wk,1
adult; 6 mo 18 day,1
juvenile; 31 C wk,1
adult; 2 yr 5 mo 22 day,1
adult; 1 yr 2 mo 21 day,1
adult; 3 yr 7 mo 26 day,1
adult; 10 mo 22 day,1
Slightlt incubated,1
(2) 3 Days,1
BURSA 2 X 2 MM; SKULL 25 % OSS.,1
not on tag,1
Apparently Fresh,1
1 Week (nest held 3 eggs 8 days,1
(10) days,1
(22) days old,1
2 days old; Downy chick,1
"Two eggs had embryos forming, on",1
"Egg 13,15 hatched in lab; egg 14",1
Adult male by plumage,1
"SUB ADULT,",1
\,1
BABY,1
juv. - reddish-brown neck,1
sub,1
Commenced in 2 eggs,1
"IMM, BY PLUMAGE",1
(Yg),1
Imm. 5 days old,1
Advanced (feathered),1
LY OSSIFIED,1
bursa 6 x 3 mm,1
"Failed, two clutches (recycle)",1
BURSA 10 X 5.5 MM,1
bursa present; immature,1
22 days; Downy chick,1
29 days; Downy chick,1
YOUNG OF THE YEAR,1
"7 days incubation, 2 eggs plus f",1
"Egg #47 broke at pipping, eggs #",1
plumage like RGM 986,1
plumage same as RGM 981,1
SY or TY imm,1
(11-12) days,1
"97-MC32-ES-1, fragments",1
AMMOCETES,1
SLIDES,1
5?,1
METAMORPHIC LARVA,1
7-9,1
2 ADULT; 11 JUVENILE,1
3 ADULT; 11 JUVENILE,1
10 ADULT; 30 JUVENILE,1
Many nematodes in stomach,1
One rotten egg of a clutch of 3,1
½ Ad. 2nd yr.,1
"ADULT; 11 MALE, 9 FEM",1
"98-MC27-ES-2 - 2nd clutch, lower",1
ADULT; 3  MALE; 5 FEM,1
Stuffed,1
ADULT; 2 FEMALE; 2 MA,1
ADULT; 2 MALE,1
FEMALES,1
GONADS,1
105 ADULT; 309 JUVENI,1
ADULT**,1
"27 JUVENILES, 1 ADULT",1
3 ADULT; 15 JUVENILE,1
2 ADULT; 38 JUVENILE,1
"1+, imm",1
3 yr. ?,1
Infertile Or Early Death,1
28 months; Immature,1
"5 months old, 4 days old",1
adult 7+ years,1
"4 ammocoetes, 1 stage 2 transformer, 1 stage 6 transformer, 1 downstream migrant",1
One day old.,1
"Fragments, Banded 2 Young",1
Larvae/Juveniles,1
Enbryo,1
fledling,1
6+,1
age class 9,1
approx 3 yrs,1
"Egg #1, broken; Egg #2, fragment",1
adult 6 years,1
slight; 2 infert.,1
13 mos,1
of discovery,1
1/2 (started),1
[Imm. J.T.Z.],1
10-12 UNKNOWN AGE  LNS Note,1
Pup/calf,1
25000 UNKNOWN AGE,1
> or = 16 years,1
one male,1
1 egg in nest on 16th,1
Subadult/Larvae,1
Male and Female Adults,1
Ads,1
sex. Behav. Context,1
during the war in Vietnam,1
ARE BECOMING AWARE?  KIDS,1
"#1 large embryo, #2 infertile, #",1
[partially feathered nestling],1
juvenile and larva,1
semi,1
Embryo and Larvae,1
Eggs and Larva,1
egg; larva; adult,1
adult; egg,1
metamorph; adult,1
mort,1
2 Tétards st.25,1
"Clutch size unknown, two weather",1
subjuvénile,1
jeune n°4B,1
jeune n°3B,1
1 juvénile,1
6 YRS.,1
Both embryos died early in the w,1
3p,1
"ad (F), juv (M)",1
"2 adults, 1 juvenile",1
3 enveloppes*,1
6 têtards,1
écailles,1
livrée nuptiale,1
têtard stade 42,1
Imm. Nestling #2,1
JPB 5060,1
[app. a dull Ad.],1
immat.+ tétards,1
et 5 jeunes,1
200,1
small ammocoete,1
Meso-Metalarvae,1
L:233; EXT:375.; age by plumage,1
2 YR 7 M0,1
advanced (I egg broken),1
young of year; over-winter,1
118 months,1
5.28 months,1
31.87 months,1
17.43 months,1
Some incubation,1
Fresh to 1/2 advanced,1
Larvae through metamorphs,1
"one nearly fresh, one nearly hal",1
21.8 months,1
14.49 months,1
ASY (Ad),1
L:475mm; WCH:230mm; TL:118mm; ag,1
1Y 4M 18D,1
L:250.; age by plumage,1
WCH: 229 mm; age by plumage,1
WCH:298; TL:115.6; CTO:38.5; TS:,1
WCH:304; TL:132.9; CTO:39.5; TS:,1
WCH:307; TL:122; CTO:39.3; TS:33,1
WCH:309; TL:139.0; CTO:40.4; TS:,1
WCH:327; TL:138.0; CTO:42.1; TS:,1
WCH:320 mm.; age by plumage,1
L:258mm; EXT:360mm.; age by plum,1
L:9.5in; TL:4in; WCH:5in; TS:1&3,1
L:9&3/8in; TL:3.25in; TS:1&1/16i,1
L:10in; TL:4.75in; TS:1.75in; WC,1
L:182mm; EXT:305mm.; age by plum,1
L:166mm; EXT:278mm; WCH:92mm; TL,1
L:179mm; age by plumage,1
BOUGHT BY MIAMI METROZOO 5 JUN 2,1
PURCHASED OCTOBER 2002 FROM BELG,1
"addled, fully formed",1
"Slight, one egg infertile",1
HY; BURSA 18 X 9 MM; SKULL 100%,1
19-21 days after eruption of arms,1
JUVENILE ; BURSA 12 X 9 MM;,1
"BURSA 9 X 9 ,,",1
Transformer stage 6 or 7,1
"3 ADULTS, 8 LARVAE",1
JUVENILE.,1
HY; BURSA 5 X 4 MM; SKULL 0% OSS,1
HATCHED IN 1999,1
about 11 weeks,1
17 Y,1
5 YR 7 MO,1
L:3&7/8in; EXT:6.25in; WCH:2&5/1,1
IM?,1
21 DAYS,1
9 M,1
2 YR 10 MO,1
7YR 8MO,1
fui/fuc,1
Embryo + egg,1
Held 3 eggs May 20.,1
"advanced in 3, 1 infertile",1
31-33 days after eruption of arms,1
26 egg,1
"Infertile, cracked",1
2 MO 26 D,1
14 Y,1
L:9.75mm; EXT:16.50mm; TL:3.75mm,1
L:118mm; EXT:192mm.; age by plum,1
WCH:64; TL:62 mm.; age by plumag,1
L:142mm; EXT:220mm.; age by plum,1
L:161mm; EXT:311mm; age by pluma,1
L:190mm; EXT:328mm; age by pluma,1
L:192mm; EXT:335mm; age by pluma,1
"""L:24"""".; age by plumage""",1
"""L:6 &1/4""""; EXT:10 &3/8""""; WCH:3 &""",1
WFL:102mm; BL:depth 13.3mm; age,1
L:203mm; WC:102mm; CUL:11.7mm; T,1
L:219mm; WCH:105mm; CUL:11.9mm;,1
L:202mm; WCH:126mm; CUL:28mm; TS,1
BF:6x3mm.; age by plumage,1
L:240mm; EXT:495mm; age by pluma,1
L:252mm; EXT:580mm; age by pluma,1
"""L:5 &10/16""""; EXT:9 &1/2""""; WCH:3""",1
L:9in; EXT:15&7/8in; age by plum,1
L:10.50in; EXT:17in; WCH:6in; TL,1
L:176; EXT:265.; age by plumage,1
L:6&7/8in; WCH:5in; TS:1&1/8in;,1
WCH:100mm.; age by plumage,1
L:150mm; EXT:199mm.; age by plum,1
L:9.5in; EXT:17&3/8in; WCH:5&5/8,1
L:9.20in; EXT:17in; TL:2.25in; a,1
L:9&3/8in; WCH:5&1/8in; age by p,1
L:225mm; WCH:130mm; CUL:23mm; TS,1
L:218mm; WCH:131mm; TS:22mm; age,1
L:208mm; WCH;127mm; CUL:21mm; TS,1
L:210mm; WCH:122mm; TL:64mm; age,1
WCH:264mm.; age by plumage,1
38.,1
L:565mm; TS:105mm; TL:220mm; WCH,1
L:4in; EXT:6&7/8in; WCH:2.25in;,1
L:7.25in; EXT:12in; WCH:4.75in;,1
L:7&1/8in; TL:3in; TS:1.25in; WC,1
About Ten Days Advanced,1
L:210; EXT:350.; age by plumage,1
L:6.75in; EXT:12in; WCH:3.75in;,1
L:192mm; EXT:302mm.; age by plum,1
L:320mm; EXT:433mm; age by pluma,1
L:145mm; WCH:77.5mm; EXT:256mm;,1
L:118mm; WCH:67mm; TL:45mm; TS:1,1
"""L:4.75""""; EXT:7.36""""; WCH:2.30""""; T""",1
L:120 mm; EXT:195 mm.; age by pl,1
L:5.62; EXT:8.25; TL:75; WCH:3.3,1
WCH:65.5; age by plumage,1
L:154; EXT:218.; age by plumage,1
"1 trace, 2 slight, 3 small embry",1
L:285mm; EXT:356mm.; age by plum,1
"""L:6 &1/2""""; EXT:12 &1/4"""".; age by""",1
L:245mm; EXTT:354mm.; age by plu,1
L:7.10in; EXT:11.80in; age by pl,1
L:7.25in; EXT:12&1/8in; age by p,1
"""L:5.30; WCH:2.18; TL:2.20"""".; age""",1
WCH: 53mm  TL: 47mm; age by plum,1
WCH: 54mm  TL: 48mm; age by plum,1
L:4&7/8; EXT:7&7/8; WCH:62.6 mm.,1
L:144mm; EXT:227mm.; age by plum,1
L:156; EXT:240 mm.; age by pluma,1
WCH: 59.25mm  TL: 50.90mm; age b,1
L:137mm; EXT:204mm; WCH:61.05mm;,1
L:14.5in; WCH:8.25in; age by plu,1
Four eggs hatched & fledged in t,1
"2 hatched, 1 embryo",1
4 young hatched in wild,1
"Jar #29; fragments, infertile",1
"Jar #17; fragments, infertile",1
Four eyases fledged from this ne,1
Fragments from all four eggs; al,1
"Jar # 5 addled, embryo, fragment",1
"Jar #4 addled, infertile, broken",1
"new territory; 98-SF09-ES-1, no",1
"3 heavy, 1 infertile",1
Sat on,1
"1 Heavy, 4 addled",1
"Incubating 23 Apr, not incubatin",1
Well just started,1
"2 embryos, 1 infertile.",1
One egg crushed; fragments,1
One Whole egg; Pair failed at fu,1
"Incubated full term, then abando",1
Egg#1 addled; egg#2 hatched manu,1
Three young observed in this nes,1
Hatched in wild (?),1
Egg 16 died during hatching in t,1
Egg 179 hatched; egg 180 died; e,1
"Egg failed, but contained a larg",1
Egg 96 addled; egg 97 died with,1
All four eggs hatched normally a,1
"Eggs 52,53 hatched in lab.",1
"Egg #43 hatched at SCPBRG, kepte",1
"2 died in incubator, 1 hatched",1
1 died in lab,1
2 Addled Eggs Plus Fragments,1
From advanced to perfectly fresh,1
started.,1
none. One egg partly decayed and,1
progressed 4 to 6 days,1
Partly Incu[bated],1
"fresh, 1 begun",1
Started - showing blood,1
4 fresh 1 broken,1
one advanced; 2 addled,1
very fresh - laid 10-12 Jan,1
"2 showing blood, 1 very small em",1
"#1 Fresh, #2 Developed Embryo",1
pais,1
3 fresh to a few incubated some,1
tres advancee,1
"begun, or about 5 days",1
1 Female And 2 Male Eyases,1
Bloody Yolks,1
Two eggs far advanced and two we,1
6 to 9 days,1
"slight, but one more advanced",1
commenced in one egg,1
"1 slight, 1 medium, 1 advanced",1
fresh to considerable blood,1
one sixth to fresh,1
Slight and 1 old,1
"Infert, 2 Young",1
Four young hatched in wild,1
Addled egg collected with fragme,1
one egg addled- see data card,1
Incubation in last stage,1
1 small embryo; 1 large embryo;,1
Large Embyros,1
Nest & 4 eggs (nest lost?),1
about 1/4 to 1/3,1
Irregulars-slight in one to smal,1
"1 infertile, 1 well started, 1 f",1
begun 1-2,1
Commenced in all,1
four days advanced,1
Slight 2 eggs,1
8 Days Advanced,1
fresh;5,1
not yet begun,1
1-3 advanced,1
4/89 fresh,1
Considerable (1/4),1
pronounced,1
large embryos - 2,1
3 addled eggs left in nest; 9 ha,1
very chicked,1
Begun And No More,1
About 3 Days,1
Early stage,1
"Eggs hatched Dec 3, young disapp",1
advanced; addled,1
advanced 5 days,1
1 far advanced 2 addled,1
"2 very well advanced, 2 fresher",1
"Nearly hatched; one egg piped, a",1
1 egg & 1 young 3 weeks old.,1
"2- 28 days, 1 infertile",1
Variable from fresh to trace of,1
started in all eggs,1
2 eggs hatched in wild,1
All three eggs failed to hatch.,1
10 Days advanced,1
2 days - Trace in 1,1
Yolks bloody,1
"98-SC15-ES-1, addled egg, fertil",1
"Full term, site failed just prio",1
"Eggs 25,26,27 died late; egg 28",1
"1 infertile, 4 one week",1
1.5 days,1
"4-3/4, 1 infertile",1
3 ready to hatch,1
3 eggs from a failed clutch of 4,1
Pipped- Hatching,1
Pipped 1 hour late,1
422 days,1
chicks recently fledged,1
"3 not recorded, 1 fresh",1
Fresh and 1 started,1
fresh 1-3,1
chart 25%,1
Just noticeable,1
Nest found 10-XII-84 with 1 nest,1
Very slight incubation.,1
"Very slight, one infertile",1
Just begun (more apparent in the,1
incubation bloody,1
Not recored,1
5 To 6 Days,1
large tough embryos,1
formed emryos,1
2-fairly well incubated; 2-fresh,1
1/8 complete,1
fragments of hatched eggs,1
#21; eggshell fragment collected,1
fresh 4,1
"Egg 1,3,4: Trace of blood, Egg 2",1
B,1
1 Fresh; 2 started,1
Begun in 4 normal eggs. Small eg,1
One day on last egg,1
varying - slight to well begun,1
about 1.4 complete,1
6 days.,1
about 6 days.,1
advanced two eggs. one egg addle,1
"3 Fresh, 1 Embryo Formed",1
one half; 1 addled,1
fresh - well begun,1
started and hatched,1
4 fresh; 6 3/4,1
"1/3, Bufflehead 1/4",1
"1 fresh, 2 half, 6-2/3, 2 almost",1
2222 slight,1
3450 moderate,1
4622 fresh; 4623 slight,1
"1 large embryos, 2 small embryos",1
1312-14 slight; 1315 very slight,1
1454-55 fresh; 1456 slight,1
"1449 fresh; 1448, 40 slight",1
2162 advanced; 2164 advanced-fea,1
2653 moderate,1
freh,1
uncertain-pre 1980,1
2/3 to 34,1
"1 fresh, 1 2 days, 2 soft embryo",1
454 days,1
451 days,1
154 days,1
203 days,1
Stage early 43,1
Addled and bloody,1
1/2 (1 addled),1
Nest attached to side of mossy r,1
Rotten.,1
"Slight - found 5 - 26, bird inc.",1
"""3/8"""" embryos""",1
"Variable, fresh to slight",1
2503 moderate,1
318 days,1
1 fresh; 1 begun,1
Just begun-about one third,1
Partly sat on,1
E-E-E,1
H-10,1
2/3 to 3/4,1
a week. Infertile,1
medium sized embryo,1
no apparaent development,1
"a-small embryo, ripe; b-small em",1
On the eve of hatching,1
About half advanced,1
Considerate feathers on young,1
about 2 days in all,1
three-fourths advanced,1
Fresh to 5 days advanced,1
Small Trace Of Blood>very Small,1
"Eggs #6:Fresh; #4, #7:Slight Tra",1
"Some Fresh, Commenced",1
5 to 6 Days,1
advanced about 6 days,1
from 1/2 to 3/4,1
Started (-1/4),1
Advanced-variable,1
Fresh 2 advanced,1
4 to 8 days,1
Varying from slight to advanced,1
Advanced 1/2-,1
"host broken (split) egg, cowbird",1
fresh and 4 started,1
pronounced trace of blood; cowbi,1
fresh + slightly,1
fairly commenced,1
had just begun,1
"1 medium host embryo, 4 large co",1
embryo partially formed to addle,1
just begun 'soft embryos',1
"blackbird 1/3, cowbird 1/4",1
Soft embryos in all,1
"Fresh, started in 1 cowbird",1
over 1/2 advanced,1
began - about 5 days,1
Fresh; trace in two,1
Fresh: there might have been ano,1
Started 1/2 inc.,1
beginning to advanced,1
3243 advanced-feathered,1
1562 slight; 1563 fresh,1
3556 adv.-feathered.,1
2405 slight,1
4032-33 fresh or infertile,1
4541 no dev.; 4542 slight; 4543-,1
Advanced. 1380 feathered.,1
1884-85 slight,1
moderate to slight,1
3792 slight,1
5027 fresh,1
5015 slight,1
3063 advanced-feathered,1
2682 slight,1
5064 advanced-feathered,1
fresh - medium,1
"19 broken, 11 hatched, 3 develop",1
"7 broken, 3 of which showed deve",1
4 days-equal,1
"2-large embryos, 2-infertile",1
Eggs considerably incubated.,1
"Begun, a few days",1
One egg addled; one slight; 2 fo,1
Embryos slightly hardened,1
Medium Embryos,1
Fresh- nest was unlined on the 1,1
Embryo formed.,1
"2 eggs advanced, 2 addled",1
"Advanced, large embryos.",1
Embryos at stage where eyes well,1
3 eggs fresh; 1 6-8 days,1
1 small,1
33 sub-adults,1
"2 adults, 2 small",1
"Ready to hatch, one egg pipped",1
Inubated but took because dark c,1
Old nest,1
Immature - Aged 30 Days,1
Immature - unknown,1
adult with 4 young in-uteri,1
embryon à juv.,1
Young adult ?,1
N.L,1
adult; 383 day,1
adult; 2-3 C yr,1
U-Ad.; S.N.O.,1
HY2007,1
adult; 147 day,1
adult; 16 mo 24 day,1
Downy Juv,1
2 Months Old,1
adult; 3 mo 21 day,1
adult; more than 12 yr,1
adult; 367 day,1
adult; 16 yr 0 mo 24 day,1
adult; 747 day,1
adult; 186 day,1
adult; 195 day,1
adult; 591 day,1
adult; 23 yr,1
"Had 2, 6/3",1
adult; 324 day,1
s.1/4o.,1
U-Imm.;Sk.Imm.,1
"one fresh, two small embryos",1
sk.unoss,1
6-7 days old,1
"1 fresh, others well set (advanc",1
trace in 2,1
1 yr?,1
60 days old,1
4 sm.sk.wind.,1
Advanced 97 to 10 days),1
juv.s.n.o.,1
sk.unoss?,1
2974,1
ad.4th?,1
Imm.;Sk.Not Oss.,1
adult; 17 mo 6 day,1
diffuse skull windows,1
s. 7/8 o.,1
s.3/5 o.,1
sk.oss.?,1
sk.1/8 oss.,1
3ou4,1
Nestling; Juv.,1
Immature - about a week old,1
Imm.; S.20%Os.,1
0 ou 1 ou 2,1
probably incomplete,1
1 adult (large),1
3 medium,1
"1 tadpole, 2 tadpoles (old)",1
Seen,1
adult; 6 mo 4 day,1
adult; 3 mo 13 day,1
adult; 6 yr 5 mo 20 day; born 19920602,1
"1,2 Fresh; 3,4 Trace Of Blood",1
adult; 135 day,1
adult; 12 yr 1 mo 15 day,1
adult; 416 day,1
juvenile; 16 day,1
adult; C 11 yr 6 mo 9 day,1
3 YEAR,1
adult; 6 yr 7 mo 11 day,1
adult; 531 day,1
adult; 366 day,1
adult; 309 day,1
adult; 523 day,1
adult; 11 mo 24 C day,1
adult; 9 C mo,1
adult; 340 day ?,1
juvenile; 9 day,1
juvenile; 22 day,1
"adult; old, teeth worn and broken",1
adult; 5 yr 2 mo 26 day,1
groups present.,1
1 adult and 1 juvenile,1
adult; 1.5 to 2.5 yr,1
adult; 8.5-10.5 yr,1
adult; 5.5 yr ?,1
adult; 4-5 yr,1
1 egg with embryo,1
neonate ?; aborted,1
2 C yr,1
adult; 1 yr 2 mo,1
adult; 11 mo 9 day,1
adult; 1 mo 17 day,1
adult; 14 mo 22 day,1
Ad-3 Yr Old,1
adult; 439 day,1
adult; 2 yr 2 mo,1
adult; > 7 yr,1
adult; 4 yr 7 mo,1
adult; 418 day,1
8-9 Mo Old,1
Trace in all eggs,1
adult; 219 day,1
adult; 5 yr 11 mo 5 day,1
11 Mo,1
adult; 41 yr 5 mo 14 day,1
s.8/10 o.,1
adult; > 14 yr,1
adult; 558 day,1
adult; 13 mo 25 day,1
adult; 773 day,1
2+Yrs,1
adult; 194 day,1
adult; 827 day,1
adult; 17 yr 2 mo 25 day,1
adult; 400 day,1
embryos just showing,1
All 3 Eggs:Fresh,1
"Both Eggs: Embryo, 1/3 Grown, Ta",1
adult; 11 mo 21 day,1
adult; 13 mo 21 day,1
All 4 fresh,1
"2 begun, 1 half-hatched, 2 nearl",1
"4 small embryos, 1 infertile",1
"1 fresh, 3 trace of blood",1
mishapen & infertile eggs,1
about 1 day incubated,1
"1 fresh, 2 large embryos",1
All Three Addled,1
apparently 4 days,1
About 7 Days Advanced,1
5/16/97,1
Fresh; 3 eggs on 3rd May,1
inc started,1
"embryos in 2, 2 stab",1
slight to none,1
too incubated to be saved,1
showing in 2,1
Pretty Well Advanced,1
Advanced highly,1
"1 fresh, 4 very slight",1
"about 1/2, heavy",1
2 infert. 2 advanced,1
"1 addled, 2 young; infertile",1
fresh to all stages,1
larvae; age 7 days,1
145 days,1
approx. 3 years,1
9+ years,1
approx. 166 day fetus,1
Adult with 2 eggs,1
Egg and hatchling,1
Metamorphs (mid),1
"4 infertile, 10 days",1
a fortnight sat on,1
Addled (partially Incub.),1
"~10days, Originally Seen 12 July",1
339 days,1
A little down started,1
"3 eggs, no chicks (only 2 eggs a",1
1 chick 4-4.5 wks old in nest.,1
"3 advanced, 6 rotten",1
2/3 - pipped,1
"addled, ready to hatch",1
advanced rotten,1
"nearly full, infertile",1
Huge embryo,1
bones & feathers,1
1 egg + 2 chicks,1
Unhatched eggs,1
"1 egg, 4 young 2 weeks old",1
1 week advanced,1
"1&3fresh,2&4slight Trace Of Bloo",1
#2: Fresh; #3: Slight Trace Of B,1
Hard-boned embryos,1
"Begun, about 8 days",1
"Albumen Thickening, No Trace Blo",1
"SP69, egg slightly cracked. Nest",1
variable-fresh to slight,1
No development: contents mostly,1
Fresh:5,1
All 5 eggs fresh.,1
Very Large Embryos,1
known to be started,1
HY 2009,1
see remarks,1
imm. sk.1/4 oss,1
Ad?Br.-Ad.Nbr.,1
"no development, fluid",1
359,1
1st.summer-2nd.,1
skull dble.,1
2Nd Sum.-Ad. Win,1
Hatchyear 2002,1
Juv. 1St Winter,1
smaller,1
u af,1
Mat.,1
subad.sk.n.os.,1
14 mos. old,1
297 DAYS,1
2nd summer-3rd,1
Fresh & Slight,1
sk. clr.,1
2 decomposing small embryos,1
Young (skull windows apparent),1
Juv.; Nestling,1
nestling (10 days old),1
pre-fledge nestl,1
juvenile/subadult,1
s.l.o.,1
3/4 windows,1
embryos showing,1
adult skeleton,1
imm.sk.?,1
sk.mature,1
"Started, 3-5 days",1
Fresh (1 egg on 7/5),1
Adult/fetus,1
45years,1
364,1
218 days,1
YGS,1
categories.,1
517 days,1
843 days,1
"Large embryo, feathers present",1
505 days,1
2nd. spring,1
tealham moor,1
sk.comp. oss.,1
1st w,1
Fresh to appreciable,1
354 days,1
hatched 2 Jul 1923,1
adult skull ossified,1
499,1
187 days,1
486,1
fully ossified skull,1
unable,1
large skull window,1
Taken,1
281 DAYS,1
ABOUT 4 MOS,1
bill corrugated,1
2 ABOUT 2 1/2 MONTHS,1
showing blood - streaks,1
No chicks (1 egg crushed and mol,1
advanced 7 to 9 days,1
red skinned,1
live young,1
infertile & adv.,1
Triplet conjoined embryos,1
3 failed eggs from a 22 year old,1
12 days or more,1
Larvae/Juvenile,1
Fresh (1 egg missing),1
just complete,1
bloody - formed embryos,1
fresh & 3 days (fresh? Unfertile,1
Half incubate,1
"1 Fresh, 2-4 Small Embryo",1
"12 hatched, 4 broken",1
Not quite fresh,1
showing in all eggs,1
Stage of Incubation - 1st,1
"1 cowbird fresh, 4 blackbird lar",1
"nearly 1/2, cowbird egg further",1
3 small embryos; 1 addled (dente,1
"host slight, cowbird fresh",1
Over two-thirds,1
"8 eggs-fresh, 4 eggs-stale",1
Nest contained 10 eggs all pippe,1
Inc observed on 3/21.  See card,1
20K,1
Egg #1 (27),1
(gummy) one week,1
0 to commenced,1
"Fresh, feathers",1
"114g wet, 67g dry",1
one week set upon,1
"Egg was addled, no apparent embr",1
4 young fledged,1
newl,1
Two Young Fledged,1
unge,1
Skull 40% ossified,1
Skull ossified > 50%,1
"juvenile, adult",1
n/a; Skull pneumatized,1
Skull 70% ossified,1
all chipped,1
trace (nest held 2 eggs on april,1
1-3 to 1-2,1
"Egg1-2 weeks, egg2- infertile.",1
"4 slight, 4 fully form",1
Early Fresh,1
Partly fresh to advanced,1
Some fresh others started,1
fresh - bloody,1
Fertility unknown,1
8 To 12 Days,1
"Very large embryos, 1 infertile",1
"#1-3 Large Embryos, #4 Infertile",1
"fully, 1 infertile",1
Infertile- nest also contained 6,1
H (eggs hatching),1
(Fh-) see card,1
Almost fully developed,1
slight in all eggs,1
Mesolarvae,1
"2 big embryos, 3 small embryos,",1
fresh + medium,1
Well along (1/4),1
Fry; Larvae,1
slight to soft bones,1
chick 3-4d,1
"LT15; specimen in tact, Nest sit",1
Hale incubated,1
Small feather stage; one egg inf,1
9-13day,1
"""""""Known"""" 8 days""",1
1 chick + 1 egg (oldest RTHA fem,1
"""""""about 5 Days In All""""""",1
3 eggs fresh/ 2 eggs about a wee,1
Incubating; both eggs broke,1
good,1
imm (ca 8mo),1
Slightly formed,1
A little blood,1
about 1 or 2 days,1
Infertile: egg 2 cracked and rot,1
2 slight; 3 at two-thirds,1
"Infertile, egg broken when found",1
Fresh; bloody trace in 1,1
"2 slight, 2 1/2",1
"1-embryo visible, 2-embryo large",1
Incubated 2/3,1
"Large, soft embs.",1
"Egg #1medium embryo, #'s 2 and 3",1
Slight (begun),1
Nearly half.,1
Estimate 14 days.,1
Fresh and 3 started,1
over half advanced,1
"Slight, 2-3 days",1
2 fresh; 1 just begun,1
ads/ad,1
All 3 Days incubated,1
1 fresh 1 incubation begun,1
Had started but were addled,1
Showing in one,1
Fresh or nearly so.,1
Occured around 5/2/93,1
1/3.,1
Egg 155 hatched in lab; egg 156,1
Hatched in Wild;Three eggs hatch,1
One Showing Blood; One Fresh,1
Two eggs apparently fresh and tw,1
"Hatched in wild, nest produced t",1
Died,1
One egg addled; all other eggs b,1
"Eggs 71,72 addled; egg 69 hatche",1
Hatched in wild;Two eyases fledg,1
Fresh (early season),1
"97-MC34-ES-1, fragments",1
Two young directly fostered.,1
3 18 day old young banded,1
Two young fledged,1
Both eggs died with small embryo,1
Eggs #36-38 hatched in captivity,1
"Eggs 126,127,128 hatched; egg 12",1
"""L:5.8""""; EXT:10.52"""".; age by plum""",1
trace of blood and very sm. embr,1
1j,1
About two days.,1
a fifth,1
about 1/4 done,1
1887-89 moderate,1
All 2-3 Days Incubated,1
"1 infert., others far advanced b",1
embryo feathered,1
2 days; 1 infertile,1
Two thirds; 1 infertile,1
L:226mm; EXT:340mm; age by pluma,1
L:143mm; EXT:256mm.; age by plum,1
Fresh; bird sitting 1 day,1
L:162.56mm; EXT:288.29mm; WCH:81,1
5-e= small embryos,1
advanced-unfeathered,1
4934 slight; 4935 moderate,1
2697 fresh,1
Embryos died at 5 days,1
"""L:5.75""""; CUL:0.63"""".; age by plum""",1
L:9.50in; EXT:20in; WCH:7.25in;,1
"3 infertile, 2 well adv.",1
"1 v. small embryo, 1 infertile",1
"Fresh, 1 day",1
About two thirds advanced,1
3 eggs fresh; 1 egg slightly set,1
set completed June 11,1
EXT:22in; WCH:7.5in; TL:5in; age,1
held three for two days,1
very far advanced (boned embryos,1
fresh; 5,1
Approximately less than 1/2,1
fresh- no development,1
"1 adv., 3 infertile?",1
Fresh (apparently deserted),1
L:200mm; EXT:356mm; WCH:114mm; T,1
All 4 Eggs: Slight Trace Of Bloo,1
L:205mm; WCH:111mm; TS-m:26.1mm;,1
"""L:19 &1/4""""; TL:5 &7/8""""; TS:3""""; W""",1
Laid 14 May 1987,1
L:239mm; EXT:393mm; WCH:126mm; T,1
"Infertile & Embryos Spine,legs,w",1
Small Embryo &  Very Small Embry,1
Fresh & Slight Trace Of Bllod,1
"Eggs #1,#3: Very Slight Trace Of",1
"2 started, 2 addled",1
All 5 fresh,1
at point of hatching,1
8 - 10 days,1
L:215mm; EXT:370mm; age by pluma,1
over 3/5 - hard embryos,1
L:9.50in; EXT:15.50in; WCH?:4.87,1
sterile - probably sat upon 5 da,1
0-1yr  DATE,1
L:178mm; EXT:302mm; age by pluma,1
L:180mm; EXT:304mm; age by pluma,1
All three eggs showing blood,1
L:7.26mm; EXT:11.75mm; WCH:3.18m,1
L:3&7/8in; EXT:7in; WCH:2&5/8in;,1
"Slight, but begun in some",1
I/3,1
Slight 3dys.,1
WCH:313; CTO:40.7; TS:34.2.; age,1
"#1,2,5: fresh, #3,4,6: trace",1
1 fresh; 1 very slight,1
underway,1
small trace of blood,1
2 sets eggshell fragments; addle,1
"97EGG002, fragments only",1
"1/5-3/7, see card",1
"2 hard, 1 addled",1
about 5 to 8 days,1
"1-pronounced trace of blood, 2-e",1
Fresh but congealed,1
fresh (tacky),1
L:245; EXT:350.; age by plumage,1
L:399mm; WCH:189mm; EXT:640mm; a,1
WCH:307; TL:132; CTO:41.8; TS:37,1
