island,reps
Martinique Id.,12
Pulau Simuelur,12
Diego Garcia,12
Öland,12
Indian Key,12
Siantan Island,12
Navutu-i-Ra Island,12
Great Chagos Bank,12
Maccarthy Island,12
Lan Tao Island,12
East Ulong Id.,12
Elbow Cay,12
Waigeu Island,12
Thailand,12
Niutao Island,12
Southampton,12
Kai Keci Island,12
St. George Island,12
Praslin,12
Pivers Island,12
Deception,12
Kyushu Island,12
Pratas Island,12
Ushagat Island,12
Lulu,12
Cortes Island,12
Santa Maria Island,12
Seymour Norte Id.,12
Spruce Cay,12
Yonqui,12
Mangaia Id.,12
Shuway'ir,12
ISLA ISABELA,12
East Copper,12
Mrtovnjak Island,12
Fefan,12
Konubutr Id.,12
Kupreanoff,12
Babar,12
Halleck Island,12
Pitcairn Id.,12
Enewetok Atoll,12
Hayling Island,12
MARIA MADRE IS,12
Diana Island,12
Uki Ni Masi Id.,12
Ono-i-Lau Island,12
Kimball Island,12
Northumberland,12
Ryu Kyu Islands,12
Plummers Island,12
Ambon I.,12
Reinard Id.,12
Jayapura Div.,12
Norman,12
Middle San Benito Island,11
Trindade Island,11
Atwood's Key,11
Funadu,11
Oua Raha I.,11
Mahé,11
Eleuthera Id.,11
Moraine Cay,11
EAST IS,11
Fidalgo,11
de santa maria,11
Little Hope Island,11
Aviation Id.,11
Skipjack,11
Tumble Down Dick,11
Center Island,11
Little Gin,11
North Papala Id.,11
Swan Key,11
South Shetland,11
North Todos Santos Id.,11
Ingot Island,11
Aride Id.,11
Gull Island,11
"Isles of Shoals, Appledore",11
Jersey,11
peros banhos,11
Palau,11
GREENLAND,11
Torgersen Island,11
Samish,11
Prince of Wales Id.,11
Staten Id.,11
Hazy Island,11
Hermana Mayor Island,11
Isla San Lorenzo Norte,11
Salibabu,11
Terre-De-Bas Island,11
Bahamas,11
seccos,11
Yapen,11
West Falkland Island,11
Ouvea Island,11
La Gomera,11
Corfu,11
Pinta Island,11
Mbokonimbeti Island,11
Bay of Rogoznica,11
Rapa I.,11
Misol Islands,11
Kurkap,11
Lelu islet,11
Barrington Island (Santa Fe),11
Chiloe,11
Outer Island,11
Abaiang Atoll,11
Eiao Island,11
gaua,11
Montague,11
pohnpei,11
South Gigante Island,11
South Caicos Id.,11
Lizard Island,11
Herald Island,11
Kandavu,11
Bourail,11
Gonâve Island,11
d'espiritu santo,11
Cape Breton,11
Isla de Cano,11
Holandes Cay,11
Kent,11
Barsakelmes Id.,11
Duqm,11
Caanawa Id.,11
Puná,11
Tapaan Island,11
Rokama Island,11
Matuketuke Id.,11
Wood Cay,11
Louise,11
Ketoy,11
Mitkof Id.,11
Cross Key Id.,11
Narborough Island,11
Noir,11
Sydney Harbour,11
Pulau Ubin,11
Ofu,11
Sumatra Id.,11
Simonor Island,11
Killerton Islands,11
Joyce Island,11
El Hierro,11
Larat Island,11
Machias Seal Island,10
Janitzio,10
American Samoa,10
Fisherman Islet,10
Nil Desperandum,10
Palm Island,10
Mayne Island,10
Woewodsky,10
"Secas, I.",10
Atol das Rocas,10
Kakavia Island,10
South Seymour Island,10
Errol,10
Aunuu I.,10
Hachijō-jima Island,10
Nolsoy,10
Pagan Island,10
Kotzebue Island,10
Cape Breton Island,10
Saint Simons Island,10
"Montuosa, I.",10
Mores,10
Wickaninnish,10
Tarawa Island,10
Isle of Pines,10
Haynes Cay,10
Cat,10
Virgin Gorda I.,10
Houk Island,10
Taboguilla Island,10
Little Farmer Cay,10
Iwo Jima,10
Edisto,10
DESTRUCTION IS,10
Cozumel Id.,10
Gough Id,10
Pond Id.,10
Sudh,10
Gambier,10
Grand Cays,10
Porto Santo Id,10
Takapoto Id.,10
Kirk,10
Saona Island,10
Kasatochi Island,10
Isla de Providencia,10
Puluwat Island,10
Gannet,10
Malakula,10
Sanibel I.,10
Isle Au Haut,10
Foa,10
Peleliu (Beliliou),10
Yaku Shima Id.,10
Moromaho I.,10
Penrhyn Id.,10
Saint Barthelemy,10
Kanton,10
Pienemon Id.,10
North Coronado Island.,10
Key Largo Id.,10
Whippoorwill Id.,10
Mohéli,10
mohéli,10
Madeira Id,10
Anastasia Island,10
Isle of Bute,10
Murilo Id.,10
Desertas Islands,10
Maiwara Island,10
Simeonof Island,10
Seymour Norte,10
Kungkungan Bay,10
Port Cros Id.,10
Eagle Island,10
Penang Id.,10
Leslie Id.,10
Ontong Java Atoll,10
Ogasawara Islands,10
Current Island,10
Prickly Pear East,10
Loyalty Group,10
Mozambique Island,10
Tiree,10
Storey Island,10
Mona Island,10
Isla Montosa,10
Narborough Id.,10
Sri Lanka Id.,10
Ilha da Trindade,10
Daphne Mayor,10
Dolphin Id.,10
Grant Island,10
Wake I.,10
Darwin Id.,10
Fatu Hiva I.,10
Tule Id.,10
Akun,10
Piojo Id.,10
Bougainville I.,10
Anacapa,10
Lobstick Island,10
Calauit Id.,10
Gilbert Islands,10
Roma Island,10
Rabida I.,10
Mare Is.,10
Culion Id.,10
Homonhon Island,10
Porto Santo,10
Ramos I.,10
Pikomamaku Island,10
Bird Rocks,10
Isla Espanola,10
Chappaquiddick,10
Maria Island,10
surprise,10
Salt Spring,10
Union Id.,10
Tandu Rusa,10
Hagemeister Island,10
New Island,10
Bora Bora Island,10
Belual A Kelat Id.,10
Ngulu Id.,10
Lasia,10
Great Sitkin Island,10
Vitu Levu,10
Alor Island,10
Raspberry Island,10
Cerralvo,10
Du-Ana Id.,10
maître,10
Isla de Ratones,10
Balabac I.,10
Gedney Island,10
Tavenui Island,9
Yadua Tabu Id.,9
Horn Island,9
Little Kiska Island,9
huahine,9
Mysol Island,9
Baillie Island,9
Tarpum Cay,9
San Pedro Martir,9
Terminal Island,9
Bacan,9
St. James Island,9
Doyle,9
Helgoland,9
Kunashir Island,9
Angel de la Guarda Island,9
Formentera,9
Captree,9
Chittakinmatoroen Id.,9
Uganik Island,9
Chandeleur Island,9
West Marin Id.,9
Kulambangra Island,9
Balabio,9
New Georgia Id.,9
Vale Island,9
Manucan Id.,9
Masirah Id.,9
Vava'u I.,9
San Lorenzo Sur,9
New Georgia I.,9
Hooker Island,9
fate,9
Roca Redonda,9
Capri,9
Kelleys Id.,9
Etolin,9
Sokolof Island,9
Society Gr,9
Yande Id.,9
São Jorge,9
Iilblau Id.,9
Pasque,9
Axel Heiberg,9
Somalia,9
Aspland Island,9
San Diego,9
San Geronimo,9
San Esteban Island,9
Pimuk Island,9
Sitanki Island,9
"Cedros, Isla",9
Barrington Island,9
Gorror I.,9
Hollandia Dist. [?],9
Saint James Island,9
java,9
samoa,9
Farmers Cay,9
Middle San Benito Id.,9
Boiaboiawaga Island,9
Bahia Honda Key,9
Amami O-Shima,9
Touhou Id.,9
Isla San Lorenzo,9
Nagai Island,9
Rattakadokoru I.,9
Dudley Id.,9
Hurst Island,9
Nema Island,9
Gizo Island,9
Eden Id.,9
Nuu Ami Id.,9
Aunu'U Island,9
Pedro Bank,9
Giglio Id.,9
Shortland Id.,9
Spike Island,9
Anatahan,9
Grass Island,9
Alaid Island,9
Tiandu,9
South Seymour Id.,9
Rosa Island,9
S. Seymour Id.,9
Fox Island,9
New Georgia Group,9
Texel,9
Batananan Island,9
Duncan Id.,9
Davis Island,9
Ticao,9
Gull Rock,9
Kunashir,9
Nicholson,9
ISLA DE BURRO,9
Cuyo Id.,9
Nikuhatu Id.,9
sal,9
Isla Santiago,9
Channel Cay,9
Remire Reef (Eagle Island),9
Big Farmer Cay,9
Tybee,9
Stradbroke Island,9
Grande Id.,9
Krestof Island,9
Copper Island,9
Lasqueti Island,9
Little Abaco Island,9
Nosy Be I.,9
Navarin Island,9
South Id.,9
Sherman Id.,9
Rimatara Island,9
Palmyra Island,9
Isla Las Animas,9
Chatham,9
Saipan Id.,9
Rongelap Island,9
Lanz,9
Anacapa Id.,9
San Nicholas Island,9
Hiva Oa Island,9
Aru Islands,9
Ani-Jima,9
Ellidaey Island,9
Vanikolo Island,9
Wilmington Island,9
Rurutu I.,9
Coronation,9
Portsmouth,9
Mercer,9
Farquhar I.,9
Jwycesska Island,9
Middle Andaman I.,9
Nonsuch Island (Nonesuch Island),9
Platte Atoll,9
Fuerteventura Id,9
Kusaie Island,9
Viti Rocks,9
Restorf Island,8
Monomoy,8
Grande-Terre,8
Vatoa,8
Speedwell,8
Danzante,8
Middle Island,8
ISLA SAN LORENZO,8
Raoul,8
Kerguelen Island,8
Yaku-shima,8
Bequia Id.,8
Nouvelle Amsterdam,8
Narcondam Island,8
Muang Dist.,8
Monhegan,8
Vatoa Id.,8
African Banks,8
Isla Mujeres,8
Whidbey Is.,8
South Andaman,8
Snares Island,8
Kidney Island,8
Scraggy Island,8
Lanyu Island (Orchid Island),8
Ngesbokel Id.,8
Funk,8
Ugaiushak Island,8
Saint Marie Id.,8
Green Rock,8
Matiro Id.,8
Cowley Id.,8
North Seymour Island,8
Pikepe Id.,8
South Bass,8
Jobi Island,8
Poporang Id.,8
Nassau Island,8
Johnston Island,8
South Cat Cay,8
Loggerhead Key,8
St. Thomas I.,8
Jinimi,8
Ngis Id.,8
Green Id.,8
Burroughs Cay,8
argentine,8
West Amatuli,8
Wat Id.,8
Hatutaa Island,8
Kangaroo Id.,8
Ami Id.,8
Mill Island,8
Gunnison Island,8
Olosega Island,8
Isla de Mona,8
Annobon Id.,8
Batu Ata,8
Uipi Island,8
Talunkwan,8
Raoul Island,8
Ujelang Atoll,8
Marco,8
Kai Islands,8
Corregidor I.,8
Entonse,8
Kent's Island,8
Rodrigues,8
Fire Island,8
Natar Dac Island,8
Otter,8
Read Island,8
Uman District,8
Waldron,8
Bangka Island,8
Jirup Id.,8
Southampton Island,8
Hekelake Island,8
Percy Island,8
Vuatom Island,8
Kadavu Island (Kadavu),8
Grape,8
Kokinhenik Island,8
Dammai Island (Dammi Island),8
Christmas Id.,8
AMELIA IS,8
Wake Islands,8
Bribie Island,8
Sheppey Id.,8
Rimatara Id.,8
Ko Chang Id.,8
Cayo Cochino Pequeno,8
Leaf Cay,8
TRINIDAD,8
Wagabu Island,8
Pea,8
Mocha,8
Isla Gran Guaiteca,8
Wilkes I.,8
Basilaka Island,8
Pacheca,8
Fara'un,8
La Blanquilla,8
Rottnest Island,8
Isla Mocha,8
honshu,8
Little Saint James,8
Daphne Major,8
St. Helena,8
Conch Cut Cay,8
FORRESTER'S IS,8
Swan's Island,8
bali,8
Barrington,8
Isla La Blanquilla,8
ISLA SAN BENEDICTO,8
Los Roques,8
Kythnos Id.,8
Aux Carards Id.,8
Colonsay,8
Iona/Lulu Island,8
Mangaia Island,8
Ireland,8
Little Galloo,8
San Ambrosio,8
Frigate Id.,8
Venice,7
Ogea Levu I.,7
Neae Id.,7
Karakelong Island,7
2 Id.,7
Whaler Id.,7
Bickerton Island,7
Flood Island,7
Vanikolo Id.,7
Crow Island,7
Siberut Id.,7
Ram,7
Little Axel Lind Island,7
Pearl and Hermes Atoll,7
Damar Island,7
Flower,7
Back Island,7
Jupiter,7
Hawaii*,7
Losap Atoll,7
Ponam,7
ISLA BENEDICTO,7
Harrison,7
Peratrovich Island,7
Indefatigable I.,7
Plum,7
Graciosa,7
No Name Key Id.,7
South,7
Monhegan Island,7
West Brother Island,7
Derniere Island,7
Colorado Island,7
Salsipuedes Island,7
Anuda Id.,7
Vieques Island,7
Daru Island,7
Hollandia (?) Dist.,7
Ducie Island,7
Maug,7
Rongrik Id.,7
South Thormanby,7
Hugo Island,7
Ravaivai,7
Mejia,7
Tofua I.,7
Roanoke Island,7
Campbell,7
Beaver Island,7
Okinawa-jima,7
Alcatraz Id.,7
santo antao,7
Ko Krem Id.,7
Genovesa Id.,7
Isla Desecheo,7
Fuga Island,7
de faial,7
Wiegand,7
Royal Island,7
Pumatahati Id.,7
Leguan Island,7
Krusadai Id.,7
Hao,7
Pitt Island,7
Denis,7
King,7
Johnston Id.,7
Nuka Island,7
Basilan,7
adelaide,7
Isla Santa Fe,7
principe,7
Mehetia Island,7
Mayotte Island,7
Mustique,7
Kieger Island,7
des pingouins,7
Uvea I.,7
Independence Island,7
Little Barrier,7
Batan,7
iriomote,7
Isla Grande de Tierre del Fuego,7
São Sebastião,7
Tortola Id.,7
Das Island,7
Egypt (Red Sea),7
Tristan Island,7
Montuosa Islet,7
Coronado Id.,7
Saint Anne I.,7
Baam,7
Midway Island.,7
Ko Manvichai,7
Molokini,7
Baros Island,7
Ulong,7
de flores,7
Fern Id.,7
ua huka,7
Big Pine Key Id.,7
Narcondam,7
Watlings Island (San Salvador Island),7
Big Sand Cay,7
fatu hiva,7
Mili Atoll,7
Hatutu,7
Culebra Id.,7
St. Michaels,7
Isla de Los Jollas,7
Bunguran Island,7
Hotspur Island,7
Yasawa Islands,7
El Callo,7
Woody Island,7
Sonsorol Island,7
Nunakita Id.,7
Little Bulls Island,7
Chichi-jima Island,7
Pod Mrcaru Island,7
Gready Island,7
Nosy Tanikely Id.,7
Rhodes,7
Fortune Island,7
Vacca Is.,7
Bulls,7
Shikoku I.,7
Fairfax Island,7
Karang Hatta,7
Tyler Id.,7
Narbrough Id.,7
Cap Island,7
San Nicolas I.,7
Gibbet Island,7
Scrub,7
Utupua Island,7
Colville,7
malekula,7
Taveuni Id.,7
Grafton Island,7
Cistern Cay,7
Smith's Island,7
Anaa Atoll,7
Guajaba Island,7
Prudence Island,7
ANDROS IS,7
Uman Island,7
Gibson Cay,7
Maloelap Atoll,7
Coco Island,7
Robinson Crusoe,7
Cox Island,7
Hood Id.,7
brava,7
Uvea Island,7
Indiantown,7
Aldabra Islands,7
Samarai Island,7
Big Island (undet.),7
Red Island,7
Middle Sister Island,7
Siargao,7
Naviti I.,7
Andaman,7
Ascension,7
Anacapa I.,7
Scarecrow,7
Grand Cayman I.,7
São Vicente,7
Paradise Island,7
Gannet Rock Island,7
24 Id.,6
Nias,6
Bare Island,6
Vanua Levu Island (Vanua Levu),6
Calamian Group,6
Teraina (Washington Island),6
Egilsay,6
Ocracoke Island,6
Amani-Oshima Island,6
Corvo,6
Princess Royal,6
North Andaman I.,6
Maitre Id.,6
Key Biscayne,6
Pakistan,6
Pig Island,6
Bawean Island,6
Bandos Island,6
Funafuti Atoll,6
Bow Island,6
Taro,6
Bylot Island,6
Coffin Island,6
Falkner,6
Kunghit Island,6
Woleai Atoll,6
Walker Key,6
Pixie Reef,6
ISLA ASUNCION,6
Erikub Atoll,6
"Carmen, I. Del",6
Woodbridge,6
Garakayo Island,6
Beliliou,6
Hoot Island,6
North Id.,6
Manihiki Atoll,6
Low Isles,6
Anjouan I.,6
Tarikau Id.,6
Uere Id.,6
Shikine-jima,6
Kaduvu I.,6
Silhouette Island,6
de bananec,6
Manuelita I.,6
Cuvier Island,6
Tetau Id.,6
Sonsorol Id.,6
La Battu Island,6
West Id.,6
Grand Island,6
Niau Atoll,6
Torongahai Id.,6
Owl Island,6
Pico Id,6
Sifnos Id.,6
Siau,6
Fish Island,6
Makatea I.,6
Red Rock Id.,6
Santa Luzia,6
Gough Island,6
Galiano Island,6
"Three Islets, near Pine Island",6
Isle Royale,6
Rugged Island,6
North Chincha Id.,6
chatham,6
Kimolus Id.,6
West Falkland Id,6
Partida Norte Id.,6
Sombrero,6
Signey Island,6
North Pagai,6
Nomuka Island,6
Nikumaroro (Gardner Island),6
Chiloé,6
Loloata Island,6
East Brother Island,6
Providenciales Island,6
Eor Id.,6
Rose Island,6
San Nicholas Id.,6
Ellef Ringnes Island,6
Fananoon Id.,6
Igitkin Island,6
Crafton Island,6
Savary,6
Bailey's Island,6
Bush Islets,6
Japen,6
Bailey,6
Friday Island,6
Mogmog Id.,6
Isla San Juan Nepomuceno,6
Île de la Tortue,6
Yerba Buena Id.,6
Ua Pu I. (Ua Poa),6
Hunter,6
Nama Id.,6
Pilón de Azúcar,6
Wurtele,6
Atwoods Key,6
Benito del Centro,6
Papof,6
La Digue Id.,6
Bougainville Isld.,6
Mannar Island,6
Darwin Island (Culpepper),6
Nuka,6
Tare Id.,6
Swan Id.,6
Plantation Key,6
Marakumbo Island,6
Yemen Arab Republic,6
Poor Knight's Island,6
Marchena Island,6
MIDDLE ISLAND,6
St. Rogatien Bank,6
Pulau Talang Talang Besar,6
ISLA PATOS,6
Pukapuka Atoll,6
Mapun Island,6
Cedar,6
1 Id.,6
Bodelteh,6
Ko Samet,6
San Benedicto Island,6
Tabar Is.,6
Wathus,6
Boirama Island,6
Plaza Is.,6
Seal Rocks,6
Thompson's Bay,6
Oneop Id.,6
Redonda,6
Tower I.,6
Cumshewa Island,6
Admiralty Id.,6
"Sulu Archipelago, Sibago Island",6
Lyell,6
Ua Huka I.,6
Mareh Island,6
tikehau,6
Taveuni Island,6
palau,6
Vavau Islands,6
Santo Domingo Cay,6
Somerset Island,6
"Deception Island, 15 mi ESE",6
West Las Galeras Id.,6
anjouan,6
St. Kilda Island,6
Tree Islets,6
Moresby Island.,6
Brevoort Island,6
Flaxman,6
Hassell,6
Duchess Islet,6
Trindade,6
Baaba Id.,6
Okinawa Island,6
Mejia Island,6
Nuka Hiva Island,6
San Luis Island,6
Al Hallaniyah Island,6
Ouvéa,6
Russell Island,6
marie-galante,6
Grindstone Island,6
Naos Island,6
Rainy Island,6
Avicennia Cay,6
Pilot Rock,6
Vaka`eitu Id.,6
Khantaak Island,6
Square Rock,6
Disk Island,6
Molucca Island,6
Murray Island,6
Kolohite Island,6
Upola,6
Moen Island,6
hokkaido,6
Mahe,6
Tahaa,6
Kuttu Id.,6
Uala,6
Guemes,6
Andrus Id.,6
Plummer's,6
Flattop,6
Cheju Island,6
San Juan Id.,6
Cuvier Id.,6
Telegraph Island,6
Grand Terre,6
Kay Largo,6
Waigiu Island,6
Ocracoke,6
Orak Id.,6
Ongael Id.,6
Île à Vache Island,6
Kolo Hite Island,5
Moku Iki Id.,5
Sabu Island,5
Rooke Island,5
Chacachacare Id.,5
Grizzly,5
Ross Id,5
Moti I.,5
Sao Tome Island,5
Mactan I.,5
Great Astrolabe Reef,5
Aratika Atoll,5
Pow Island,5
Ducie Atoll,5
Vatoa I.,5
Sea Rock Island,5
Estevan Group,5
Ulleungdo,5
irlande,5
South Bass Id.,5
ISLA DEL COCO,5
Bare,5
Hamada,5
Nukulau Island,5
Simunul Id.,5
Pelican I.,5
Henry Island,5
Bablomekang Id.,5
Kure Island,5
Isla San Geronimo,5
Dinagat Id.,5
BULACAN,5
Hurst,5
Viti Levu*,5
Fitzroy Island,5
Espirito Santo,5
Mioko Island,5
Ryukyu Islands*,5
Powell Cay,5
Grizzly Id.,5
Philippine Island,5
San Felix I.,5
Puna Id.,5
Tar Island.,5
Silhouette Id.,5
Moore's Id.,5
Brion Island,5
Fergusson,5
East Falkland Island,5
Ragged,5
Puget,5
Isla Fernandina,5
Cardoso,5
Sokotra,5
Isla de Altamura,5
Benito del Oeste,5
Isla Verde,5
Hall Island,5
Suwarrow,5
Sovies,5
Coco I.,5
Shetland Island,5
Isle of Skye,5
Guam Island,5
Wassaw Island,5
Triangle Island,5
Watts I.,5
Bartolome Id.,5
Coffin,5
Nomans Land Island,5
Little Green Key,5
Saint Lucia Id.,5
Pomeroy Island,5
Promise Island,5
Bancoran Island,5
Cundabilu Island,5
Townsville,5
White Rock,5
tubuai,5
Pinnacle Reef,5
Abingdon Island,5
Amlia Island,5
Cayo Cochino Grande,5
Atwood Cay,5
Cross Island,5
Racoon Island,5
Isla Genovesa,5
Bedford Pim Island,5
Lobos De Afuera Island,5
Carmen Island,5
Simelap Id.,5
Tautsina I.,5
Ko Pu,5
Minami-shima,5
Tinian Id.,5
Nuu Id.,5
Mecherchar Id.,5
Banda-Neira,5
Eman Id.,5
Vietnam,5
Greenwich Island,5
Bunker Id.,5
Pritchards,5
St. Matthew Id.,5
Tepoto Atoll,5
moheli,5
Nendo,5
Niau Id.,5
Way Key,5
Sangao Island,5
Walcheren,5
Fenepi Id.,5
gable,5
Isie Id.,5
Bali Id.,5
possibly Pohnpei Island,5
grande canarie,5
Key Verd,5
Abaco Id.,5
Gardiners,5
Disko,5
Great Sale Cay,5
Grassy,5
Isla de Margarita,5
Port Hacking,5
Lehua,5
Central Island,5
Graham Id.,5
Manson Island,5
San Luis Id.,5
Pea Island,5
Great Abaco Id.,5
Wenman (Wolf) Id.,5
Corsica Id.,5
Komodo I.,5
Pononlap Id.,5
St. Simon Island,5
Antipodes Island,5
Mafia Island,5
Vanavana I.,5
Puffin Island,5
Signy Island,5
Denman Island,5
PUERTO RICO,5
Mannocks Island,5
Parida Island,5
Bar,5
Truk Island,5
Jones,5
Annette Id.,5
Bijelac Island,5
Nihiru,5
Isla Tobaga,5
Danzante Island,5
Sauvie's Island,5
Bel Id.,5
Gibson,5
Kepulauan Banda,5
Galang Island,5
Chichi Jima,5
Khasab,5
Cheleu Id.,5
Moorea Id.,5
Teuri Island,5
Bailechesengel Id.,5
Rabbit Island,5
Huraa Island,5
Arnold's Island,5
Big Punuk Island,5
Hat,5
Kalao Island,5
To-shima Island,5
makatea,5
Batanta Island,5
Hao Atoll,5
Ukolnoi Island,5
Flaxman Island,5
Unga,5
Heart Island,5
Bligh Island,5
Starve,5
Tar Island,5
Aru,5
Johns,5
Kosciusko Id.,5
Iles aux Aigrettes,5
Isle of Coll,5
Popof Island,5
Attu Is.,5
Tahulandang,5
Bogoslof,5
Whale,5
LUZON,5
Cornwallis,5
papua barat,5
Rawaki Atoll,5
Knight's Key,5
Yakushima Island,5
Nihoa Island,5
Saint Joseph Island,5
Ghizo Id.,5
Makatea Atoll,5
Fanna Id.,5
Laysan Id.,5
A-Tur,5
lanzarote,5
Ugamak Island,5
Caicos Id.,5
Atkins Island,5
Namoluk Id.,5
Amami-O-Shima,5
Tangawaka Id.,5
Kobasang Id.,5
Morris Island,5
Tubbs Island,5
Kuiu,5
La Desirade Id.,5
Macquarie I.,5
Buck,5
Margarita Id.,5
Kolombangara I.,5
Wonalang Id.,5
Little Swan Id.,5
Pigelmol Id.,5
Rarotonga I.,5
Marine Id.,5
Bare Is.,5
mahe,5
Stoney Island,5
Wild Horse Island,5
Fatikat Id.,5
Karpathos Island,5
Miyako Island,4
Gavanski Island,4
Brabant Island,4
Coyote Id.,4
Ijoen Id.,4
Quadra Island,4
Eniwetok Id.,4
Ngau I. [Gau I.],4
South Georgia I.,4
Niau I.,4
Nukahiva Island,4
Pico Island,4
Kio I. [Kioa I.],4
Amagat,4
Eiau I. (Eiao),4
Pupuya,4
Kundukundu Hite Island,4
Lacy,4
Mussau,4
San Martín,4
Wauwerman's Island,4
Alliford Islets,4
Sabine,4
La Perouse Pinnacle,4
Makemo,4
Mouac Id.,4
Tatakoto Id.,4
Isla San Diego,4
Netherlands Antilles,4
Deserta Grande,4
Thira,4
Hat Island,4
Barren Island,4
Thormanby Island,4
Nogas Island,4
Lost Island.,4
More Island,4
Raraka Island,4
Poplar,4
Poros Id.,4
Robinson Crusoe Island (Isla Mas a Tierra),4
Puget Island,4
Kurba Vela Island,4
Sea Lion Island,4
Milos Id.,4
Marie Galante Id.,4
Patos Island,4
Metompkin,4
FOX IS,4
Pott Id.,4
Baillie-Hamilton,4
Orin Id.,4
ISLA SAN ROQUE,4
Johnston I.,4
Mutton Bird,4
Madeira Island,4
Pononkis Id.,4
Rimatara I.,4
Akatun,4
Marinheiros,4
Washerwoman Cay,4
Burdell Island,4
Moon,4
Holland Island,4
Big Koniuji Island,4
Butaritari,4
Sandy Hook I.,4
Ajan Island,4
Beqa Id.,4
Wreck Island,4
Menai,4
Grand Comoro,4
La Orchila,4
San Marcos Island,4
Van Syckle Id.,4
Dewees Island,4
Sand Shoal,4
Krenitzin Islands,4
"Barat Daya Group, Romang Island",4
Ofu Island,4
Marsh,4
Little Spoon,4
anticosti,4
No Man's Land,4
Trinity,4
Surprise Id.,4
Saint Thomas Id.,4
Nikumaroro Atoll,4
Moheli,4
San Benito Island,4
Nancowry I.,4
Ono-i-Lau Id.,4
Ebon Atoll,4
mbenji,4
Raoul I.,4
Great Bird Island,4
Calauit,4
Chicagof,4
Kawau Island,4
Tsis Id.,4
de basse terre,4
Lepredour Id.,4
Mykonos Id.,4
Ulul Atoll,4
rapa,4
Bom Bom Id.,4
papua,4
Upolu I.,4
Martinique Island,4
Wenman Id.,4
Liberty Island,4
Alotau,4
Amlia,4
Nu'ulua,4
Cooper Island,4
Lamotrek Atoll,4
Jekyll Island,4
Sea Island,4
Malajibomanoc I.,4
Jurong Island,4
Ai Island,4
Baranof I.,4
Tahuata I.,4
Mbili Island,4
Pavuvu Island,4
Balicasang Island,4
Gulf of Thailand,4
Mackenzie,4
Bitter Guana Cay,4
South Papala Id.,4
Bald Island,4
lombok,4
st. Croix Island,4
Tiritiri Mantangi Island,4
Santa Isabel Id.,4
"Miyako Islands, Miyakojima Island",4
Long Key,4
Craig Island,4
Rowley,4
Lefkas,4
Schiermonnikoog,4
Belle Island,4
Mangareva I.,4
Cairns,4
Saparua,4
Birch Island,4
Fighting,4
Ilha da Trinidade,4
Floreana I.,4
Sentosa Island,4
Joubin Island,4
Restorf,4
Halmahera Id.,4
Outer Wood,4
Spruce Island,4
Moho Tani I. (Motane),4
Niuatoputapu I. (Keppel I.),4
Livingston Island,4
Gezira Tawila Island,4
Futuna I.,4
Kusaie I. (Kosrae),4
Mauritius Id.,4
Bonaventure,4
Duncan Island (Pinzon),4
Sanibel,4
Willow,4
Treasure Island,4
Maria Cleofas Id.,4
Marrowstone,4
Kellogg,4
Moyo Island,4
Irai Island,4
Hook,4
Yonge Reef,4
Manuk,4
Littleton,4
Moala Island,4
Isla Redondo,4
Boia Boia Waga,4
Chowiet Island,4
Caye Caulker Id.,4
Ultima Esperanza,4
Kenn Reef,4
Lukunor Atoll,4
Balabio Id.,4
St. François Atoll,4
Tongua I.,4
Weddell,4
Bora-Bora Id.,4
Little Duck Isle,4
Aventure Id.,4
Centre Island,4
Nuakata Island,4
Rambi I. [Rabi I.],4
King William Island,4
Knotts,4
Porcher,4
Morgans Island,4
Strawberry Island,4
CHARITY IS,4
FOX ISLAND,4
Isla San Pedro Martir,4
Little Tanaga Island,4
Kiliktagik Island,4
Derawan Island,4
Matuku Id.,4
Monserrate Island,4
Marathon Key Id.,4
Ainsley Id.,4
Ofu Id.,4
Ngau Island,4
Duff Islands,4
Norte Chincha,4
Enggano Island,4
Furnas,4
Sarigan Island,4
mindoro,4
Bahama Ids,4
"Sulu Archipelago, Bongao Island",4
Big Diomede Island,4
Lost Island,4
Caroline Ids,4
Espíritu Santo I.,4
East Fayu Id.,4
Kōzushima Island,4
Ngatik Atoll,4
Sauvie,4
Wendle Island,4
Bancawan Island,4
Manra,4
Rangiroa Id.,4
Walney Island,4
Bridgeport Bar Island #10,4
Glenn,4
Baccalieu Island,4
La Digue,4
Savu,4
Egg,4
Kermadec Is,4
South Bass Island,4
Pandan Island,4
Wakeenan Island,4
Euakafa Id.,4
Blanca Id.,4
Kiritimati Island,4
Saunders Island,4
Anaa Id.,4
Hatutu Island,4
Codfish Island,4
prince edward,4
Wood Island,4
Batan Id.,4
Takaroa Id.,4
Peina Id.,4
Matacawa Levu Id.,4
Isla Sao Tome,4
Gawa Island,4
Malolo Barrier Reef,4
Umboi Island,4
Motunau Island,4
Dudune Island,4
Starbuck,4
Chira I.,4
S�o Vincente Island,4
Ngcheangel Atoll,4
ambae,4
Saint Kitts Id.,4
Hornos,4
Nemou ou Saint Tomas Id.,4
Hollandia Dist.,4
Matawei Id.,4
Ventana Id.,4
Muharraq Island,4
Ann Island,4
Tuckernuck,4
Belep Islands,4
Malolo Id.,4
Lania,4
Hamilton Island,4
Savu Island,4
Mora Island,4
terceira,4
Billy's Island,4
Washington Island,4
Tarut Island,4
de tenerife,4
Aristazable Island,4
Sioban,4
Funk Island,4
Calabadian Island,4
Headreach Id.,4
Sorong Div.,4
