behavior,reps
"1 of 3 young, 2 females, 1 male",1
Fighting With Turdus Nigrescens,1
Moving Through Middle Layers Of Forest,1
In Tall Isolated Tree In Pasture,1
Disturbed By Day,1
2 Males Calling & Flicking Wings; 3 Or 4 Males In,1
"Responding To Playback, Display - Wings Held Out &",1
In Flooded Pasture,1
"Flitting From Perch To Perch, 5' From Ground, Betw",1
"Before & After Playback, From Beneath Bush",1
Some Songs  In Response To Whistled Imitation,1
Fighting,1
"Spontaneous Then  After Playback,  Strong Territor",1
Perched In Thicket Edge,1
Nods Bill Up and Down While Calling,1
Dense Understory In Bamboo-Choked Ravine,1
In Secondary Woodland,1
Pair Circling High Over Forest,1
Responding Of Pair,1
Foraging In Dense 2Nd Growth Thicket,1
In Lower Canopy,1
In Upper  Understory,1
In Dense 2Nd Growth Vegetation,1
"High In Rain Forest Trees, Displaying",1
Singing At Its Reflection In Window,1
Disturbed At Cattle,1
In A Mixed Species Flock,1
2 Birds In Roadside Scrub-Hedgerow,1
Lek @ Asa Wright,1
From The Canopy,1
Nervous As Recordist Approached,1
Perched Ca 20' Up In ? Bare Acacia,1
Annoyed By Presence Of Group Of Aphelocoma Unicolo,1
Aftermath Of Scolding Something,1
"Birds Sitting In, Adding To, Delivering Material T",1
At Least 2 Birds  Ca 40' Up In Liquidambar,1
pair response to playback,1
At Nest 3B (Uj),1
"Alone, Calling To Others?",1
Singing In Roadside Tangle; 1St Segment Spontaneou,1
Poss. Disturbed From Nest Site & Flying Overhead,1
Gathering Around Corn Spilled In Road,1
"Edge Of Pine Oak Woods, Countersinging W/ Another",1
Foraging Over Small Pond,1
Perched In Leafless Tree,1
"Perched In Tree, 30' Up",1
Human Imitation on Tape - Lower Pitched than Owls,1
Male Courtship Flight,1
In Low Busy Of Populus Sp.,1
Flight Into Wind,1
3+ Birds,1
Response To Playback Of 1 Male & 3 Females,1
with mate at nest hole,1
High W/ Mixed Flock,1
"Perched High; Eventually Called In W/ Playback, La",1
In Forest Off River Bank,1
Call From Top Of Dead Snag,1
Scratching at leaves,1
Scolding Recordist,1
Flushed from nest by recordist,1
"Pair Of Merlins, Probably Have Nest In Vicinity",1
Going to and coming from nest,1
caught in same trap as OMNH 64807,1
"stomach contents: grass, seeds, annelid, beetle head, beetle larvae; no parasites",1
large black seeds in cheek pouches,1
Ca 10 M Up In Gum Tree,1
Taken from group of 3-4.,1
with NHR 736,1
with NHR 1370,1
"at dusk, foraging",1
shot with NHR 1630,1
"with DJA 534, male was singing",1
"taken with MBR #1672, 73, and 75",1
feeding with flock of Artamus personatus,1
bird allowed collector to touch her before she flew,1
In nest,1
collected between 1300-1600 hrs,1
collected at 0920 hrs,1
At nest box containing egg,1
"Caught In Mist Net, After Playback",1
"Not Seen, Low In Undergrowth",1
Responding To Playback Of Spontaneous Song,1
In & Around Bullpen Pasture,1
2 Pairs - Apparently A Territorial Encounter,1
"In Barranca, In Lower Part Of Community",1
Standing On Log,1
"Swings Head Back & Forth 180°, Fans & Shakes Tail",1
Spontaneous In Canopy,1
Flying Overhead In Group,1
On The Highest Branch Of A Peumo,1
Singing While Foraging In Acacia Caven,1
An Individual Calling In Forest Edge,1
being swallowed by a garter snake,1
Second Singing Chickadee Nearby,1
When Family Got Together After Separation,1
2 Individuals Perched in Mangrove Trees,1
2 Counter-Singing Individuals,1
foraging berries,1
Some In Response To Black-Capped Song Playback,1
2 Bulbuls Mobbing An Unidentified Bird,1
5' Up,1
Group Of Ca 4 Birds Ca 1 M Above Ground In Small B,1
Foraging On Sparsely Foliated Leptospermum Ca 1.5,1
Singing In A Bush,1
advertise; walk; threaten,1
call; advertise; mate; Social context: colony; establish flock contact,1
swim; dabble; eat,1
fly; advertise; contact; call; mechanical sound; song,1
Flock Of Many Birds In High Canopy,1
call; song; court; incubate,1
call; fly; perch; wing flaps,1
call; perch; fly; wing flaps,1
run; take flight,1
call; mechanical sound; depart; fly; establish flock contact,1
call; mechanical sound; establish parent young contact; beg; care for young; emit alarm,1
perch; copulate,1
advertise; vocalize,1
song; call; emit agonistic call,1
call; mob; fly; mechanical sound,1
Pair Singing,1
stand; call; jump; take flight,1
call; walk; stand; forage,1
stand; walk; preen; scratch,1
Aggression/defense; emit alarm; fly; call; song,1
depart; call; beg; perch; fly,1
eat; forage; call,1
swim; call; song,1
eat; forage; swim; surface dive; be displaced,1
ruffle; stand; preen,1
call; forage; establish parent young contact; Social context: family; establish flock contact,1
depart; hop; fly,1
depart; fly; perch; call,1
forage; fly; hop; scratch; perch,1
dispatch prey; swallow; eat; take flight; cling,1
mob; fly; hop; call,1
fly; jump,1
perch; fly; depart; preen,1
"On Pine Trees, 2 Birds Chasing",1
Response To Playback Of Flock,1
scratch; preen; bathe; ruffle,1
walk; forage; flap,1
call; song; Social context: herd; Social context: colony; Social context: family,1
forage; probe; eat; stand,1
call; perch; emit distress calls,1
vocalize; watch; perch,1
call; brood; sit on nest,1
call; preen; beg; stand,1
call; preen; brood; sit on nest,1
brood; sit on nest; call; walk,1
brood; call; sit on nest,1
brood; walk,1
stand; displace; be displaced,1
call; song; subsong; establish parent young contact; fly; Social context: family,1
hop; hover; forage; take flight; perch,1
call; duet; emit alarm; song,1
preen; perch; call,1
hold food in bill; take flight; land; cling,1
call; mechanical sound; Reproduction; advertise,1
call; establish parent young contact; forage; fly; emit alarm,1
Adult Male Grackle Calling While Perched In Short,1
"Perched In Joshua Tree, responding to playback",1
perch; take flight; call; forage; land; flycatch,1
fly; stoop; forage,1
rest; Social context: flock; preen,1
preen; perch; call; ruffle,1
call; establish parent young contact; beg; care for young; Social context: family,1
emit alarm; call; emit alarm; call,1
song; lek; perform courtship display,1
call; mechanical sound; advertise; mate; fly; Social context: family,1
peck; call,1
cling; rest; eat,1
forage; depart; hop,1
call; tail wag; cling; emit alarm,1
cling; enter nest cavity; exit nest cavity; fly,1
perch; forage; land,1
perch; take flight; perform visual display; wing flash,1
wing flash; perch,1
perform visual display; perch; take flight; wing flash,1
perch; fight,1
land; perch; perform nest relief; sit on nest; take flight; carry food in bill,1
perch; depart; advertise; mechanical sound; perch; rest,1
eat; forage; probe,1
Group On Ground In Campground,1
Song In Response To Playback Of Preceding Chucks,1
In Response To Playback Of Primary Call,1
song; counter singing; advertise; establish flock contact,1
"Perched, Several Birds?",1
"Near Ground, Then Up",1
call; subsong; advertise; fly,1
call; scold; fight,1
advertise; perform courtship display; vocalize; mechanical sound,1
preen; advertise; counter singing; mechanical sound,1
mechanical sound; wipe bill,1
wipe bill; fly; perch; depart,1
call; song; establish parent young contact; forage; care for young; Social context: family,1
take flight; perch; song; hop,1
call; establish parent young contact; beg; forage; care for young; emit alarm; Social context: family; establish flock contact,1
call; song; establish parent young contact; beg; care for young; Social context: family; perform visual display,1
mechanical sound; song; bill drumming; advertise; mate; establish parent young contact; forage,1
call; emit alarm; perform distraction display,1
advertise; song; dusk song,1
2 Birds Circling Over Open Field,1
advertise; call; song; dusk song,1
"""""""Pair"""" In Flight, Soaring""",1
call; song; displace,1
call; song; mate; scold; emit alarm,1
mechanical sound; song; counter singing; advertise; court,1
call; arrive; Social context: colony,1
song; dawn song; advertise; Social context: troop,1
call; song; advertise; court; mate; forage,1
forage; call; hop,1
hop; erect crest,1
fly; forage; wipe bill,1
song; hop; fly,1
Forages Along The Road While He Sings,1
call; fly; perch; preen,1
fly; perch; call; defecate,1
call; song; establish flock contact; perform visual display,1
fly; mate,1
forage; preen; hop,1
enter nest cavity; exit nest cavity; preen,1
exit nest cavity; remove fecal sac,1
Top Of Tatara Reeds (2-3 M. From Edge Of Reed Bed,1
"1) In Nuptial Flight, 2) After Playback, 3) Same M",1
take flight; rest; lie; preen; stretch,1
fly; land; hop; perch,1
scratch; stand; forage; walk,1
call; barks; yips,1
forage; call; mechanical sound; song,1
"4+ Birds, Getting Answers From Distance Across Dry",1
scratch; preen; flap,1
In Dense Roadside Thicket,1
hop; lek; perch; call; perform courtship display; depart,1
hop; forage; lek; perch,1
In Canopy Of Arboretum,1
call; fly; forage; Social context: mixed,1
call; hop; fly; perch,1
Feeding In The Same Tree W/ M. Similis,1
lek; perform courtship display; hop,1
lek; hop; call; depart,1
Young-Out-Of-Nest Defense,1
wade; forage,1
perch; scratch; Social context: flock,1
perform visual display; preen; perch; song; perform courtship display; wipe bill,1
hop; eat; walk; forage,1
song; perch; perform visual display; regurgitate; eat; preen,1
wipe bill; forage; eat; perch; take flight,1
hop; preen; stretch; vocalize; perch,1
preen; Social context: flock; swim; forage,1
preen; perform courtship display; hop,1
fly; depart; perform courtship display,1
hop; lek; call,1
call; hop; peck; bill swipes,1
call; wipe bill,1
call; song; fly; forage; duet,1
call; song; advertise; scold; perform visual display,1
call; mate; advertise; forage; establish flock contact; Social context: mixed,1
allofeed; sit on nest; perch,1
From Upper Understory Of Forest,1
"Keeping To The Ground, White Eyebrow Not Expanded",1
song; dusk song; duet; advertise,1
Probably Stimulated Into Calling By  Tape Playback,1
call; forage; mob; Social context: mixed,1
song; chorus,1
call; song; depart; lek; advertise; scold,1
call; song; depart; advertise; establish flock contact,1
In Deep Thicket,1
call; carry nest material,1
hop; walk; vocalize,1
probe; perch,1
advertise; song; song,1
call; mate; forage; establish parent young contact; Social context: family,1
call; Social context: mixed; emit distress calls,1
perch; scratch; song,1
Several Individuals In Pine Trees,1
call; duet; court; mate,1
song; forage; perform visual display,1
call; eat; land; take flight; displace; be displaced; hop,1
hop; walk; forage; fly; call; eat,1
call; counter singing; fight; Social context: mixed,1
depart; perch; wing flash; hop,1
defecate; eat; forage; wipe bill; depart; fly,1
forage; run; walk,1
cling; peck; forage,1
call; forage; establish parent young contact; emit alarm; establish flock contact; Social context: family,1
Parent and Offspring,1
defecate; wipe bill; scratch; take flight; perch; ruffle,1
preen; stand; sleep,1
call; song; forage; contact,1
song; call; fly; mechanical sound; mimicry,1
preen; take flight; watch; call,1
In Open Field From Small Tree,1
drink; preen; perform visual display,1
call; land,1
stand; allopreen; stretch; Social context: flock,1
forage; eat; feed young,1
forage; take flight; defecate,1
"Short Tree, Foraging",1
call; forage; swim,1
call; perform courtship display; solicit copulation,1
forage; Social context: herd; walk,1
Social context: herd; walk; swim; wade,1
Perched On Top Of Small Tree,1
walk; Social context: herd; forage; swim,1
call; flap; preen; perch,1
take flight; stand; defecate,1
swim; feed young; sit on nest,1
In Other Group Both Male & Female Calling,1
1 Bird On Open Perch 5 M Up,1
Possibly Given In Alarm To Recordist,1
Alarmed,1
in aviary,1
Shrub & Fern Thicket,1
10' Away Carrying Larvae In Bill - To Feed Young?,1
"He 6 Group, Atypical Female",1
Ki-2 Group,1
"3 Birds, One An Adult Male, Chasing About",1
"Surprised By Recordist, Then Distracted By Hydroba",1
Group He 9,1
About 25M Up In Canopy,1
After Seeing Dead Male In Tree,1
"Young Female, Adult Male",1
"In Underbrush, Not Seen, Did Not Come Up To Playba",1
"Bird Was Close, Within 50 Yards All The Time",1
In Banana Fronds,1
"""""""Birds At Roost""""""",1
Fledglings 2 days out of nest,1
in resp. to barn swallow trying to steal feather,1
2 Chase And Whisper Sing At 10-13 Min.;  Good Song,1
Being Handled In Net,1
Group Mobbing Recordist,1
In Nest Colony,1
getting mobbed,1
Bird Perched Low In Scrub,1
In River Out In Current,1
Foraging Near Ground & On Rocks,1
"At Nest, Both Sexes Feeding Nestling",1
Flycatching In Shrub,1
"On Territory, Building Nest, Courtship Feeding",1
In A Colony,1
2 Birds In Palm,1
"27 Finches Of Both Sexes, On Telephone Wires And D",1
"Quavers Associated W/ Copulation (Unseen),  Many I",1
40' Up In Hardwood,1
Dives,1
2 Or 3 Birds Present,1
1 & 2 Yrs Old,1
Chased By Wood-Pewee; Attacked By  Picoides Nuttal,1
in response to imitated whistles,1
"Close, About 30 M.",1
Answered By Monkeys In Cage,1
Growl Note (?),1
Duetting Male & Female,1
"Perched In Tree, Territorial Encounter",1
2 Males In Agonistic Encounter,1
Foraging In Tree In Open,1
Group Of 3-4 Foraging,1
2-3 Birds? In Forest Edge,1
Calling By Female,1
"Flying Around Lake, 40-50' Up",1
"2 Individuals, One In An Old Dead Douglas Fir, The",1
Calling From Shrubbery,1
"Different Bird From Mcn 2, Would Not Respond To Pl",1
Nest Is At Very Top Of Dead Yellow Pine On Lakesho,1
"In Response To Squeaking, Flip Wings & Tails While",1
"Female Adult In Breeding Condition, Held In Hand",1
Male Adult Held In Hand,1
Flying Around Near Nest; young in nests,1
"Agitated Behavior (Near Nest Or Young?), 8-12' Up,",1
From Top Of Nearby Ponderosa,1
From Forest Canopy,1
"On Logging Road, Same Bird As Mcn 4",1
Territory Conflict; Big Sumac & Mid-Trail Territor,1
"10,000+ Birds Ca 1/2-1 Mi. Away Standing In Water",1
"2 Birds, Both Responding To Playback",1
Territory Advertisement; preening between songs,1
Flock Only 3-4 M. In Low Fruit Tree,1
Responded to Playback w/ Territorial Call (Probabl,1
"Bird Observed Once, 4 Feet Off The Ground, Clutchi",1
Actively Foraging,1
Alarm Notes Of 1 Bird In Stream Bed,1
Responded To Imitation Of Saw-What By Recordist,1
Possibly A Pair In The Area,1
Calling In The Forest Interior At Ixcan Station,1
In Multi-Species Chorus,1
Responding To Imitation Of Clicking Call Note,1
"Flying Overhead, Then Perching",1
"2 Males, Territorial",1
Disturbed - Possibly Territorial,1
Possibly Same Bird As In FL4957 & 4958,1
Edge Of Forest,1
"2 Birds, 1 Singing 30' Up In Tree",1
Fairly High In Trees,1
Recordist Walks Towards Owl,1
"Attracted Close By  Whistled Imitations, Then Spon",1
Moving In The Canopy Of The Vegetation,1
"Perching, 2 Birds",1
"Perched On Stones, Occasional Preening, Perched On",1
"Spontaneous, Then In Response To Playback, Sparrin",1
Perched In Tree & Alarmed,1
Perched And Scolding In Response To Pishing,1
Greeting Mates Upon Arribal,1
Song In Response To Tape Of Scold Note,1
Before + Response To Playback,1
Group Flying Around Near Lake,1
territory of R-P/S family,1
Mobbing Behavior To Stuffed Owl,1
Full Fluff Display,1
"One Bird Separated From Group, Rest Of Group Acros",1
perch; song; defecate,1
mechanical sound; song; fly; advertise; court,1
walk; stand; run; bob,1
call; mimicry; forage,1
call; song; forage; emit alarm; Social context: family,1
call; mechanical sound; mate; emit alarm,1
advertise; perform courtship display; call,1
song; dawn song; roost; establish flock contact,1
call; mechanical sound; song; dawn song,1
care for young; carry food in bill; exit nest cavity; feed young; take flight; beg,1
song; Syrinx,1
call; mechanical sound; song; advertise; court; fight; fly; perform visual display,1
bathe; land; preen,1
eat; mechanical sound; call,1
preen; stand; rest,1
"2 Jays Ca 150' Apart, Near Barranca",1
call; depart; flush; arrive; Social context: colony; roost,1
drink; forage; swim,1
sit on nest; Social context: flock,1
call; copulate; forage,1
mechanical sound; depart; arrive,1
fly; swim; preen,1
walk; fly; rest; displace,1
preen; copulate,1
walk; rest; displace; swim,1
call; song; advertise; establish parent young contact; whisper,1
run; Social context: herd,1
swim; bathe; preen; vocalize,1
advertise; call; fly; court,1
perform courtship display; advertise; court; call,1
establish flock contact; call; perch,1
"""Response To """"Pish""""""",1
In Response To Adult'S Approach,1
perch; hop; fly; perform courtship display; depart,1
hop; ruffle; preen; perch; call,1
hop; ruffle; perform courtship display,1
fly; call; sit on nest,1
song; fly; sit on nest; call,1
call; fly; perch; preen; Social context: flock,1
Singing In Hedgerow Along Dirt Road,1
Singing From Middle Of Sparse Pine On Road Cut,1
song; dawn song; advertise; scold; emit alarm,1
call; subsong; establish parent young contact; beg,1
rest; Social context: herd; forage; wade; stand,1
eat; Social context: herd,1
Social context: herd; walk; solicit copulation,1
Social context: herd; stand; rest; walk; wade,1
Social context: herd; wade; stand; defecate,1
call; song; perch; eat; take flight,1
perch; defecate; scratch,1
perch; fly; land; defecate,1
Coming Up Beach,1
"""Last Vocalization, """"Close In Response To Playback""""""",1
"Under rock, ran into vertical crevice.",1
Under large logs.,1
paired with KZ 2921,1
with KZ 2929 & F 13539,1
netted together with KZ 2960,1
member of mixed species flock,1
Group Near River,1
"Natural Calls Of 2 Birds, Then Song In Response To",1
was hawking insects from the top of 12 m tree,1
"Captive Group: 2 Mature Females, One Adult Male, 1",1
Bird Did Not Response To Playback,1
Foraging about a series of feed (paper) sacs among tall weeds.,1
Possibly Concerned About Nest,1
Perched In Roadside Tree,1
Coming & Going To Nests In Eves,1
"Responded To Squeaking, Then Sang",1
Foraging In Tall Hillside Tree,1
Hopping About In Tall Tree,1
Male & Female In Head To Head,1
"On A Stump, Retreated Down Into Water Into Hole In",1
"Close Male Perched Low In Bushes, Another Arrives",1
"6 Individuals, Then 1 At A Time",1
"Good Male In Color (& Voice), Female Looks Like Hy",1
"Perched, 1 Flight Song",1
dead on road (1937 hours),1
Ca 10' Up In Pine At Edge Of Open Pine Woods,1
With Nest 1A Fledglings Ca 1 Day Out Of Nest,1
"In Upper Understory, Responded To Playback",1
"Net Trap, Wings Beating The Air",1
crossing firebrake,1
1 Individual Swimming About In Water,1
under plywood,1
crossing road at 1900 hours,1
crossing road at 1912 hours,1
crossing road at 0940 hours,1
predated by Apalone,1
same as 88.12303,1
In Thicket W/ Female,1
Called From Tree At Dusk On 3 Nights,1
crawling in open,1
lying on road,1
in rodent burrow,1
In  Edge,1
"dead in water, head and neck missing, bloated",1
crossing prairie,1
Found in yard,1
"Sluggish; in beach vegetation, near lava outcrop.",1
"Flying, Mobbing Human Near Nest",1
Sailing Overhead In Stiff Breeze,1
Young Birds In A Flock and others,1
pant; forage,1
forage; flap; take flight; perch; ruffle,1
emit alarm; beg; call; arrive; depart; fly,1
"chip notes, 2 females also a male",1
emit alarm; beg; care for young; call,1
defending nest,1
8' Up In Tree By Rapids Of Stream And Rock Walls,1
"Response to playback, moving towards recordist.",1
call; perch; fly; song,1
forage; swim; attack,1
stretch; call; beg; perch; preen,1
fly; call; perch; preen,1
walk; forage; run; ruffle; lie; swim,1
fly; swim; flap; preen,1
probe; forage; wade,1
peck; hop; forage,1
Typical Chorusing; Single Individual,1
mechanical sound; call; emit alarm,1
perch; call; defecate; take flight,1
advertise; call; song; fly,1
sit on nest; carry food in bill; fly,1
eat; forage; jump,1
emit agonistic call; displace,1
call; tail wag; preen; defecate,1
call; dispatch prey,1
perform courtship display; build nest; sit on nest; allopreen,1
emit alarm; perform visual display; call,1
Over Creek,1
eat; call; stand,1
preen; call; stand; rest,1
brood; incubate; preen; call,1
Group In Tree,1
walk; defecate,1
bathe; take flight; fly; swim,1
bathe; flap; take flight; scratch; land; fly; preen; swim,1
beg; feed young; arrive,1
Perched In Low Shrub,1
Social context: flock; preen; sit on nest,1
perch; preen; take flight; ruffle,1
sit on nest; threaten; call,1
call; sit on nest; incubate; take flight,1
mechanical sound; forage; Social context: mixed,1
rest; lie; sleep,1
take flight; cling; be displaced,1
eat; cling; take flight,1
perch; call; perform visual display; hop,1
eat; perch; hop; song,1
mechanical sound; take flight; call,1
fly; song; flight song,1
call; stand; walk; bathe; preen,1
Flying Over Nest,1
rest; swim; Social context: flock,1
"6-10, Mango Tree",1
swim; Social context: flock; drink,1
fly; take flight; swim,1
rest; preen; call,1
arrive; depart; build nest,1
arrive; depart; enter nest cavity,1
take flight; perch; perform visual display; wing flash; defecate,1
mechanical sound; song; mate,1
perch; call; hop; arrive; depart,1
lek; hop; perch; depart,1
perch; forage; fly; lek,1
hop; song; perch; take flight,1
"Two Birds; One In Foreground, One Answering Faintl",1
fly; perform visual display; preen; call,1
call; perch; perform visual display; defecate,1
Perched On Broadleaf Tree,1
Foraging In Top Of Pine In Ravine,1
hop; hop; hop; hop,1
swim; Social context: flock; forage; preen; wade; bathe; fly; land,1
perch; depart; wipe bill,1
"""Responded To """"Ryuku"""" Call (O. Elegans Elegans?) Pl""",1
depart; vocalize,1
hop; perch; defecate,1
perch; preen; defecate; hop; bill swipes; call,1
swim; snorts,1
bob; scratch; lie,1
perch; defecate; hop,1
perch; forage; defecate,1
hop; forage; tail wag,1
fly; forage; take flight; stand; land,1
stand; eat; walk; take flight; land; drink; defecate,1
hop; land; take flight; fly; walk,1
fly; swim; land; take flight,1
Aggression/defense; call; song; fly; perch,1
fly; perch; brood; sit on nest,1
perch; pant; Social context: colony; preen,1
eat; forage; peck,1
beg; hop; forage,1
enter nest cavity; exit nest cavity; cling,1
fly; land; establish flock contact; call,1
establish flock contact; take flight,1
Dueting Pair,1
land; walk; fly; take flight,1
stretch; walk; forage; flap,1
hop; collect nest material,1
forage; walk; scratch; stretch,1
eat; land; flap; swim,1
forage; perch; fly; land,1
fly; land; swim; call,1
collect nest material; forage,1
dawn song; advertise; song; counter singing,1
"Pair Calling To One Another, Male Neighbor.",1
Hovering Near Hacking Station & On Hacking Station,1
sit on nest; Social context: colony; rest; perch; brood,1
roost; take flight,1
The Bird Was Approaching A Nest W/ 3 Young,1
walk; perch; Social context: colony; care for young; call,1
perch; walk; Social context: colony,1
"In Net, Gave A Series Of Calls, Only 1 Recorded",1
displace; sit on nest; incubate,1
"Held In Hand, Poked At Mike W/ Bill",1
7 days old,1
call; beg; emit alarm; scold,1
court; displace; fight,1
In Mangrove Swamp & Cat Tail Marsh,1
Mother & Daughter Singing Simultaneously & Male Re,1
perch; fight; attack; displace,1
perch; copulate; walk,1
perch; fly; arrive; depart; forage; care for young,1
One Individual - Another Individdual Had Been Sing,1
call; mate; forage; roost,1
defecate; perch; fly; forage; take flight; carry food in bill; eat; wipe bill,1
hold food in bill; perch; take flight,1
Social context: flock; call; forage; walk,1
2 Different  Individuals,1
call; Aggression/defense; fly; displace,1
While Sitting On Nest; In Response To Bird W/ Food,1
walk; ruffle; run; rest; preen,1
rest; take flight,1
forage; bathe; perch,1
Flitting About,1
Sexual Or Territorial Chase,1
preen; call; mechanical sound,1
Foraging Along Dense Hedge-Row Thicket In Ravine A,1
"30' In Oak, Foraging",1
song; call; advertise; establish parent young contact; care for young; Social context: family,1
Young,1
"Foraging, Scolding, 2 Birds",1
Group Cw 16,1
Perched At Medium Height,1
surface dive; swim; forage,1
surface dive; flap; attack; forage,1
surface dive; walk; hop; fly; preen; swim; perch; jump,1
scratch; swim; sleep; preen; stretch,1
Territorial & Sexual Chase; Rr/R & Another Simple,1
Xx Male Above Net 5,1
perch; feed young; preen,1
fly; call; perch; lek,1
song; call; duet; duet,1
perch; mob; take flight,1
drink; walk; flap; call; defecate; take flight; preen,1
run; take flight; lie,1
preen; call; fly,1
call; arrive; forage; Social context: family,1
swim; perform visual display; court,1
sitting 4 meters up above scrub,1
copulate; perform visual display,1
swim; take flight; perform visual display,1
perform visual display; fight,1
swim; swim,1
Forest Edge Tree On Golf Course,1
Perched In Tree 30-40' Up,1
drink; walk; preen,1
"nest nearby, alarm notes",1
emit alarm; call; flush; fly,1
scold; fly; advertise; call; song; perch; Syrinx,1
forage; Stand/Perch,1
"Bull In Lagoon Came Up, Barked At Recordist, Swam",1
breath sounds; mechanical sound,1
mechanical sound; eat; chew,1
mechanical sound; breath sounds; flipper slaps,1
call; Social context: flock; forage; establish flock contact,1
In A Barranca,1
fly; stand; land; take flight,1
walk; walk,1
walk; bob; wade; swim; hop; forage,1
"3/4 From Top Tall Dead Fir Tree, Sitting In One Pl",1
arrive; carry nest material; build nest walls; depart,1
scratches; perch; jump,1
mate; perform courtship display; call,1
"Pair Meeting & Calling From Tall Tree, Sound May B",1
forage; perch; depart,1
vocalize; perform courtship display; perch,1
Pair Soaring In Circles,1
depart; perform visual display; vocalize; perch,1
Flying Near Tree W/ Possible Nest Cavity,1
forage; eat; perch; hop; wipe bill,1
perch; hop; bill swipes; perform courtship display,1
In Clear Cut Mixed Brush & Reproduction Conifer,1
regurgitate; hop; depart,1
Head Erect And Head Back Rattle Calls.,1
Calling About 5 M Ups,1
winnies; vocalize; preen,1
arrive; depart; preen,1
fly; hop; walk,1
Fleeing After Contact Notes,1
excavate cavity; exit nest cavity; take flight,1
Partial Response To Playback,1
perch; defecate; ruffle,1
preen; ruffle; scratch; perch; song,1
perch; song; cast pellet,1
take flight; song; call; perch,1
advertise; preen; mechanical sound; perch; depart,1
arrive; depart; advertise; mechanical sound,1
call; fight; establish flock contact,1
depart; land; vocalize; wipe bill; flight sound; mechanical sound; perch; rest,1
ruffle; take flight,1
song; depart; call; perch,1
song; call; call; song,1
enter nest cavity; pant,1
crossing road near mixed forest swamp,1
mechanical sound; beg,1
perch; perform nest relief; brood; call; take flight,1
coiled in middle of road,1
advertise; Social context: mixed; establish flock contact; perform visual display,1
hop; perch; song,1
call; advertise; forage; scold,1
call; beg; emit alarm; Social context: troop,1
call; mechanical sound; Social context: family; establish flock contact,1
call; flush; mate; fly; emit alarm,1
dead on road (dying); at dusk,1
rest; eat,1
call; song; counter singing; advertise; emit alarm,1
sunning at canal,1
forage; perch; cling; eat,1
defecate; wipe bill; scratch; call; perch,1
perch; sally; take flight; land,1
sunning on windfall,1
call; perch; allofeed; fly,1
call; mate; forage; Social context: family; establish flock contact,1
song; displace; emit agonistic call,1
song; roost; establish flock contact,1
perch; take flight; land; forage; flycatch,1
probe; forage; walk,1
eat; walk; forage; probe,1
probe; forage; eat; walk; ruffle,1
sit on nest; carry food in bill; feed mate; feed young; remove fecal sac,1
walk; forage; stretch,1
tail wag; perch; take flight,1
hold food in bill; swim,1
land; take flight; build nest; build nest walls; carry nest material,1
depart; fly; flap,1
perch; flap; walk,1
mimicry; call; song; fly,1
swim; forage; surface dive,1
fight; call; eat; scratch; drink,1
perch; take flight; flap; ruffle; preen,1
song; duet; copulate; court; advertise,1
song; feed young; beg; call,1
call; song; fly; flight song,1
under rock under bridge,1
call; drum; song; mechanical sound,1
call; sit on nest; perch,1
perch; forage; eat; call,1
take flight; mechanical sound,1
call; mechanical sound; bill drumming; advertise; forage; perform visual display,1
call; mate; scold; fly; Social context: family,1
"Dead on road, still moving",1
call; song; depart; mate; forage; fly,1
song; perch; Syrinx,1
mechanical sound; flush; perform visual display,1
call; fly; advertise; establish parent young contact,1
stand; preen; take flight,1
carry food in bill; exit nest cavity,1
flap; song; perch,1
stand; walk; Social context: herd; scratch,1
Social context: flock; sit on nest; call,1
one was dead; live one slightly longer than dead one,1
laying eggs,1
swim; flap; preen,1
stand; walk; run; call,1
fly; perch; take flight,1
song; perch; take flight; hop,1
call; song; fly; copulate; advertise,1
court; swim,1
perform visual display; displace,1
call; mimicry; emit alarm; scold,1
call; song; fly; flight song; advertise,1
perch; arrive; perform courtship display; copulate; depart,1
perch; take flight; land; scratch,1
perch; forage; take flight; call; eat,1
crossing dike,1
perform courtship display; perch; fly; copulate; call,1
emerging from hole,1
forage; perch; take flight; call,1
allopreen; perch; eat,1
take flight; walk; perch,1
perch; fly; forage; carry food in bill,1
on log in grass in waterhole,1
mob; establish flock contact,1
call; mechanical sound; emit alarm; scold,1
caught by dog,1
crossing road near ditch; mixed forest; 2100 hours,1
song; counter singing; advertise; establish flock contact; Social context: family,1
cling; hop; perch; peck,1
take flight; forage; cling; hop; perch; fly; peck,1
forage; take flight; cling; hop; perch; fly; peck,1
stand; scratch; walk; forage,1
stand; scratch; defecate,1
incubate; hop,1
forage; sally; perch,1
wade; Social context: herd; walk; chew,1
stand; eat; Social context: herd,1
perform visual display; preen; Social context: flock,1
hop; call; take flight,1
take flight; fly; defecate; perch,1
bill drumming; fly; call; mechanical sound; song; perch,1
forage; walk; perform courtship display,1
forage; walk; stand; perform courtship display; run; flap,1
fly; call; mechanical sound; perch,1
perch; fly; eat,1
"Small Flock, Wary Of Recorders",1
call; eat; fly,1
mechanical sound; flight sound; fly; call,1
Single Bird Perched In Small Acacia,1
beg; rest,1
walk; perch; hop,1
preen; fly; stand; walk,1
walk; stretch; stand,1
Social context: herd; walk; call,1
walk; call; Social context: herd; swim; wade; forage,1
Social context: flock; fly; swim; land,1
preen; bathe; forage,1
forage; swim; sit on nest,1
