disposition,reps
"Exch. with Carnegie Mus., June 14, 1929",3
"Discarded, 14 Jan 1955, J.F.",1
"Exch. to Rothschild, when returned renumbered 7007",10
Discarded by Dr. Vaurie 5 March 1956,1
"Exch. with Chee Foo Mus., through Rev. Geo. Cornwa",2
"Given in exch. to Phila.Acad.Sciences, Feb 1958",1
"Exch. Birdcraft Sanctuary, Fairfield Conn. March 1",1
Exchanged to Phila. Acad. Nat. Sci.,1
"Exch. with R. Meineznagen, June 1924",2
Exchange - Univ. of Costa Rica,1
To Field Museum; see 148117,4
"Exch. with W.C. Todd, Jul 1924",1
"Exch. with D. Banys, May 16'05",2
"""""""Sent to Mr. Ridgway, Curator of National Museum,""",1
Sent to Prof. van Oort-Oct 1932,1
"Exch. with Imp.Col.Agr. Japan,Oct.'08",3
Exchange Museum of Southwestern Biology 8/2/2002,1
"Exch. Brit. Mus., May 1921",16
"Exch. with H.K. Coale, Jan. 1920",2
"Given in exchange to W.H. Phelps, Sept 1945",5
Exch. to Rothschild & when returned renumbered 701,2
On exhibit - N.Y.C. Area,1
"Additional Information, see Other Information Missing parts, see Availability Remarks Missing parts, see Inventory Remarks",2
Exch. Delaware Museum N.H. 2/72,2
"Exchanged to Rolf Grantsan, Parque Terrauva SB Cam",1
"Exchange with Dr. G.M. Sutton, U. Oklahoma, Feb 7,",1
"Exchange Cleveland Museum, Jun 1923",2
Exch. to Rothschild & renumbered 700716 on return,1
"Ex. S.I. Nov. 27,1889",1
"Exchange to Dr. H. Sick, Rio de Janeiro, Brazil, A",1
Exchanged with Luis Fuertes 1909,1
"Exch. Dr. G.M. Sutton, Univ. Oklahoma, 7 Feb 1957",1
"Exchanged with L.A. Fuertes, 10 Jun 191[illeg]",1
"Exch. with The Chee Foo Mus., China, through Rev.",1
"Exchange sent to Swedish Mus. Dec 12, 1931",1
"Given to Dept. of Preparation for bird group, July",1
"Given to M.C.Z., Oct 7, 1931",1
"No data, discarded 7 Apr 1941 (this outgoing note",1
"Given in exchange to Phila. Acad. Sciences, Novemb",1
"Given in exchange to the National Museum, Mexico 1",1
Exchange-Dr. Stresemann-Berlin Mus.-May 1927,1
Given to Brooklyn Mus,1
"Exch. with Imp.Col.Agr., Japan, Oct '08",2
"Exch. sent to Berlin Zool. Mus., Jan 8 1932",1
Exchange with Cleveland Mus. Feb 1926,1
"Sent in exchange to Tahiti Mus., May 1928",2
Exch. to Rothschild on return renumbered 700735,1
"Discarded by Dr. Mayr, Feb 16, 1940",1
U.S. Nat. Mus. in Exch. 1886,2
Given to Brooklyn Museum (Discarded)?,1
"Given to exchange to Canterbury Museum, Sept 21, 1",1
Nat. Museum of Sci.,2
Sent to U.S. National Museum,2
Exch. U. of Florida - 1967,1
"Sent in exchange to Hoyes Lloyd, april 1926",1
"Exchange with H.K. Coale, Feb. 1910",9
"Sent to R.M. Strong, 24 Sep 1903",3
Exchange with H.K. Coale Feb. 1910,2
"Exchange U. Conn. Mus. Nat. Hist., March 1984- LLS",1
Exch. to Rothschild-when reurned renumbered 700636,1
Exch. to Prince Hans of Liechtenstein,1
Exch. with R. Meinerznagen June 1924,1
"Ex. with S.I. Nov.27,1890",1
"Gift-SWRS, Portal, Arizona",1
"Exchanged with John E. Thayer, Lancaster, Mass. Ju",1
Exch.Phila. Acad.Nat.Sci.,1
"Fla. St. Univ., Exchanged U. Fla. 7/11/63",1
"Exch. with Imp ConAgr. Japan, Dec,09",1
"Exch. with A.G. Paine,Jr., Dec 1,1886",1
"Destroyed by insects, 1920, JPC",3
"Exchanged, 6 Apr 1907",1
To W.R. Phelps,1
1965 Exch - Dr Carlos Alberto Campos Seabra,1
"Sent in exchange to Colonel Meinertzhagen, May 192",1
"Given in exchange to Academy Nati. Sciences, May 1",1
"Exch. with O. Bangs, 16 May 1905",3
"in collection On loan, see Loan Database",3
"Exch. with Chee Foo, China, Mus., thro' Rev. Geo.",1
Exch. Museo Nacional Argentina Sep.'17,2
Exch. to Carnegie Mus. Jan 1932,3
"Given in exchange to Canterbury Museum, Sept. 21,",1
Exch. with Phila.Acad.Nat.Hist. July 1928,1
"Exch. to Australian Mus., 2/10/82",1
"Exch. O. Bangs, Boston, July 1906",9
Gift of F.S. Whitman,2
Sent in exchange to the Peabody Museum of Natural,1
Exchange to Carnegie Mus. Jan 1932,1
Discarded from Coll.: 21 Oct 1931. (Preparation De,1
"Ex. with F.O. Johnson May 20, 1989",2
Sent to Prof. Sarasin-Basle,1
"Exchanged with South African Museum, 25 Jan 1904",2
Sent to Colonel Meinertzhagen as a gift from LC.S.,3
"Sent inexch. to Paris Mus., June 6, 1929",1
"In collection On exhibit On loan, see Loan Database",1
Duplicate for U.S. National Mus. Nov 1912,3
Exchange with M.C.Z.,1
"Exch. with Imp. Col. Agr., Japan, Dec '09",1
Gift to CSIRO Canberra,2
"Exch. Dr. G.M. Sutton, U. Oklahoma, Feb. 7th 1957",1
"Discarded, October",1
Exch. Phil.Acad.Nat. Sci.,1
"Exch. to U.S. National Museum, Sept. 30",1
Fla. State University,1
"Gift to Berlin Museum, July 1936 never sent M.L.",4
Sent in exch. to Bishop Museum Apr 1928,1
"Exch. to Alex Walker,1961",1
ON LOAN (2008-1) TO DAVE LAMPE DUQUESNE,1
Mounted for Man and Bird Group-1945,3
"Exch. to Rothschild, on return renumbered 700678",1
Exch. to Rothschild when returned renumbered 70074,2
Dismounted for the Study Collection,5
Exch with Imp.Col.Agr. Japan Oct.'08,2
"Exch. to Gorgas mem Laboratory, Dr. Amadon, 9/29/7",1
Exchange with G. Sennett,2
Skin spoiled - discarded,2
"Exch. Geo.E.Mason, July 1922",1
"Gift to Alfred M. Collins, Dec 1916",1
"Exch. to Scientific Supply Co., Jan 17, 1957",1
"Exch. Count von Berlepsch, Feb 1905 (2)?",1
"Exch. with Stockholm Mus., June 14,1929",1
"Exch. to Univ. Conn., 2/2/66 Dr. Alan H. Brush",1
"Exchanged to Queensland Mus., May 1985",5
Exch. E. Lehn Schiöler Jan. 1927,2
Exch. with M.C.z. July 1928,1
"Gift to Pan-American Union, Washington D.C.",2
67602 Exchanged RC Murphy July 1907,1
"Exch. with A.C. O'Connor, 14 Jun 1929",2
Exchanged Delaware Museum N.H.,2
"Exch. Birdcraft Sanctuary, Mar 1923",1
Note: 18 Jul 1910 this bird returned to the dealer,4
"Discarded by Dr. Amadon, Feb 11, 1963",1
"Alexander Mus., Neth",1
"Exch. with E.N. Faulks for 78120, 16 Sep 1902",1
"Ex with Cleveland mus, Feb 192[illeg]",1
Exch. with G. Kohn Nov. 29/90,2
Ex. with Brown Univ. Oct. 7/90,3
Given to Dr. L.C. Sanford,1
"Exch. with H.B. Conover, Field Mus., 7 Oct 1929",2
Given to exchange to Field Museum of Nat'l Hist. J,1
"Given in Exchange to Mr. Allan R. Phillips, 10 May",2
Exch. with Imp.Col.Agr. Japan.'09,1
"Exch. with Tring Museum, July 1928",1
Exch. with Phila.Acad.Nat.Mus. July 1928,1
"Given in exch. to E. Lehn Schioler, Copenhagen Aug",1
Gift to Berlin Museum July 1936 never sent,1
"Mounted for exhibit, 2/19/1997",1
"Exch. with Museo Paulista, Brazil March 1917",1
"Exch. with Chee Foo, China Mus. thro' Rev. Geo Cor",1
"Exchange with Dr. Roberto Dabbene, Museo Nacional,",3
"Sent alive , Marqueras Is. to San Francisco",1
"Exch. sent to Cleveland, Jan 6, 1932",1
Exch. to Rothschild Coll. & when R. Coll. came to,1
"Exchanged to Museo de Zoologia, Univ. Nac. Autonom",1
"Given to Miss Maud Earle, 12 Feb 1930",1
"Sent in exch. zoologisches Museum, Amsterdam, Marc",1
Exchanged with Tax'd Dept. for an ad. Male in wint,1
"Sent in exch. to M.C.Z., July 22, 1932",1
"Given in exchange to Mr. W.H. Phelps, September 19",1
"Exchanged; Museum of Comparative Zoology, Oct 20,",1
Sent to Barro Colorado 1926; Returned August 2002,1
Exchange with Tring Mus. 9 Jul 1928,1
"Exch. to Cincinnati, 12/19/69",1
discarded 7/23/59,1
"Pres. Univ. Minnesota, Duluth Branch (P.B Hofslund",1
"Exch. with Dr. C.E. Hellmayr, München, Germany. Se",1
Exch. to W.H. Phelps,1
Exchange with Dr. Stresemann-Berlin Mus. May 1927,1
"Ex. with S.I. Nov.27,29/90",1
lost in lab,1
"Given in Exchange to Museum A. Koenig, Bonn, Germa",1
"Presented to U.S. Customs Dept., New York - Feb. 1",1
"Given in exchange to Phila.Acad.Sciences, Nov 1936",1
"Exch. with A.C. Oconnor, N.Z., May 1927",1
"Exch. with A.C.O'Connor, June 1929",1
"Exchange Stockholm, N.B. Museum-May 1927",1
"Exchanged to Rolf Gra[illeg]ts[illeg][illeg], Parq",5
"Exchgd with Japanese Museum, Sep 1908",2
"Exch. sent to Clevelan Mus. Jan 6, 1932",1
"Given in exchange to Canterbury Museum, 21 Sep 193",1
"Sent in exch. to E. Lehn Schioler, January 1927",1
Exch. to Rothschild  and renumbered AMNH 655354 wh,1
"Ex. with Louis Molnar, Sep.10,1890",1
"Presented to the Academy of Natural Sciences, Phil",1
Exch. with U.S.N.M. - Aug 1961,1
"Exch. with U.S. National Museum-Feb 18, 1925",1
29,1
"Returned to Bishop Museum, July 1975",2
Given in ex. with Colorado Museum of Nat History,1
"Gift to the Berlin Mus., July 1936 never sent M.L.",2
Ex. with Dr. L.C. Sanford Sept 1917,1
Exchanged with North Carolina State Museum of Nat.,2
"Exchanged with Acad. Nat. Sci., Philadelphia, Aug",1
"Gift to William Penn Museum, harrisburg, Penn. 196",1
"Sent to U.S. National Mus., 1925",1
"Exchange Chicago Natural History Museum, 20 Apr 19",1
"Mounted for Mr. Frederucj F. Brewster, Jan 31, 193",1
"Exch. to Rothschild Coll. & when ret'd to AMNH, re",2
"Given in Exchange to Allan R. Phillips, 10 May 194",3
"Exchange to Prince House of Liechtenstein, 1952",2
Exch. Imp.Col.Agr. Japan Dec'09,1
"Sent in exch. to J. Berlioz, Oct 26, 1932",1
"Exch. to Carnegie Mus., Dr. Parkes, 10/28/70 DOB",1
"Sent to Swedish Nat. Hist. Museum Oct. 16, 1928",1
"Discarded, worthless, 24 Dec 1903",1
"Exchange - Auckland Museum, April 20, 1950",1
"Given in exchange to Australian Museum, June 1928",1
"Exchange with Zoological Reference Collection, Sin",1
"Sent in exchange to M.C.Z., June 11, 1929",1
Exch Nat Mus Kenya - Aug 1983,1
"Presented to Children's Museum - Boston, 13 Jan 19",1
Sent in exchange to Museo Nacional de Historie Nat,1
"Exch. Museo Nacional Argentina, Sept'17",1
Exch.-U. of Florida-1967,2
gallery collections,2
"Discarded by Dr. Vaurie, 25 Mar 1956",1
Exch. to São Paulo Museum (C.F.A. Camarga) Jan 196,1
Exch. to Rothschild Coll. and when returned to AMN,1
Sent in exchange to Brooklyn Museum Aug. 19/1927,1
exch. to Rothschild-when returned renumbered 70063,1
"Ex. with H.K.Coale,Chicago Ill. April 24,1907",1
"Sent in exchange to Brooklyn Museum, Aug. 18/1927",1
"Gift to Dr. L.C. Sanford, Nov. 1917",1
Exch. with M.C.Z.,2
Gift - City College - Mar 1969,2
"Gift, Smith Coll., 1966, Dr. Amadon",1
"Sent in exchange to Bishop Museum, Apr 1928",2
"Exchanged to Rofe Grandsau, Parque Terranova, SB C",1
"Exch. Stockholm, N.H. Museum-May 1927",1
Gift to W. New Mex U - 1968,1
Exch Phila.Acad.Nat.Sci.,1
"Sent to Barro, Colorado 1926; Returned July 2002",1
Gift to Putney School-1959,1
Exchanged to New York Science Supply,1
Exch. E. Lehn Schiöler Jan 1927,1
"Exch. with Phila. Acad. Sci., Jul 1928",1
"Exch. to U.S. National Museum,   Sept 1930",1
"Exchange with Stockholm Mus., June 14, 1929",1
"Gift - City College, Mar 1969",1
Exch. U. of Florida-1967,2
"Sent in exchange to Tring Mus., 9 Jul 1928",2
Exchanged U. Fla. (Fla. St. Univ.) 19 Jul 1963,2
"Given in exchange to E. Lehn Schiodor, Copenhagen,",1
"Exchange to Mr. Phelps, 12/1/72",1
"Exchanged with Prof. Wm. H. Marshall, U. of Minnes",1
"Pres. to Children's Museum, Boston, June 13, 1953",1
To LS.U. April 1967,1
"Exchanged with Geo. Hollister for Hawk Nov 29, 191",1
Given in exchnage to Field Museum Nat'l Hist. July,1
"Given in exchange to Zoologish Museum, Amsterdam,",1
"Exch. to U.S. National Museum, August 1964",1
Exch. with Cleveland Museum Feb. 1938,1
"Exch. Museo Paulistia Brazil, May 1917",1
"Exchanged with John E. thayer, Lancaster, Mass. Ju",1
"Gift to the Berlin Museum, July 1936",1
Exch. Phila Acad. Nat. Sci.,1
Given to Major Allan Brooks at the request of L.C.,1
Received from Bronx Park,1
"Presented to British Museum by T. Gilliard, Oct. 2",1
"Exchanged with Ashley Hine, Banff, Alberta July 31",1
"Exch. with P.L. Sclater, Sep 1893",1
Exch. to Rothschild and rnumbered 700717 on return,1
"Given to Dept. Entomology, January 25, 1951",1
30,1
"Pres. Entomology Dept., July 1951",1
"Sent to Swedish Nat. Museum, Oct 16, 1928",1
"Sent in exchange Zoolobische Museum, Amsterdam, Ma",1
"Given in exchange to the Carnegie Museum, May 1927",1
"Exchanges with Prof. Wm. W. Marshall, U. of Minn.-",1
Exchange-Walter Koelz-April 1926,1
"Sent to Museum of Comparative Zoology. Exchange, 2",1
"Ex.-Academy of Natural Sciences, April 1928",1
"Taken by Mr. Morden to Acad. of Sciences, Leningra",1
Exch. to Rothchild 2nd re-numbered 459013 on retur,1
"Sent to UMMZ, Michigan on exchange; Sept. 1984",1
Exchanged with Dr. Stresemann-Berlin Museum-May 19,1
Exchanged to U. of Fla.; 19 Jul 1963 Fla. St. Univ,1
Given to Collection,1
"Sent to Tring Museum, July 9, 1928",1
Exchange to Phila. Acad. of Sci. J. Bond 5/1064,1
"Exch. with R. Meinherznagen, June 1924",1
"Presented to Chrildrn's Museum, Boston, Jan 13, 19",1
"Pres. to Orlando F. Weber, Jr., February 5, 1940",1
ON LOAN: KRISTIN WILLIAMS 1999,1
Discarded Nov. 21 1943. (Grease-burned),1
Exch. to Rothschild Coll. & when returned to AMNH,1
Given to Union County Park Commission,2
Apparently it was this specimen sent to Cleveland.,1
"Exchange with Paris Museum, June 13, 1928",1
"Exch. to Zool. Mus., Copenhagen, May 1959",2
Exchange Museum of Southwestern Biology; 8/2002,1
"Ex. with Cleveland Mus., Feb. 1926",1
"Exchange to Rolf Grantsau, Parque Terranova, SB ca",1
"Sent in exchange to Dr. Kuroda-Japan, April 1928",1
Exch. w/W. Ferguson 1/18/65,1
Australian Mus. 1953,1
"Exch. with Cleveland Mus, 1926",1
"Given to Dept of Pub. Educ., May 1917",1
"Exchange to Leningrad Museum, March 1983 LLS",1
"Ex. with Stockholm N.H. Mus., May 1927",1
"Exchanged March 23, 1925 with L.A. Fuertes",1
"Sent in exchange-Mus. of Comparative Zoology, July",1
Buffalo Museum of Science,1
"""Measurements of 3 specimens of T.b leucogaster """"pr""",1
"Exchange ????[illeg.], Dec'09",1
"Exchanged to S. Austral Mus., Nov. 19 1974",1
"Sent in exchange with Leiden Museum, Nov. 1934",1
Exch. with Tring Museum-May 1927,1
"Sent in exchange to Bishop Museum, April 1928.",1
"Gift to Hope College, Holland  4/5/71 ?",1
"Presented to Children's Mus., Boston, Jan 13,'53 J",1
Exch. to Rothschild-when returned renumbered 70063,1
"Exch. to Sci. Supply, N.Y.",1
"Exchange dwith H.K. Coale, Feb. 1910",1
"Exchanged to Rolf Grantsan, Parque Terramova, SB C",1
"Presented to Children's Museum, Boston-Jan 13, 195",1
"Discarded, 29 May 1955",1
Given in exchange to Museum Comparative Zoology-No,1
"Given in exchange to Wm H. Phelps, Aug. 15, 1939",1
"Exch. with A.T. Wayne, 1 Apr 1902",1
"given in exchange with William H. Phelps, June 14,",1
"Sent in exchange to Carnegie Museum, 29 April 1977",1
"Gift to Berlin Mus., July 1936 never sent M.L.",1
"Transferred to Cornell Univ, 28 Oct 1943",1
"Presented to Cornell University , Apr 1921",1
"Exchange to Herbert Zeidler, Feb 10 1956",1
Rec' from John F. Delaney,1
"to Allan Brooks, Feb. 1924",1
Exch. Nat. Mus. [Kenya illeg.]-Aug 1983,1
"Gift, SWRS, Portal, Ariz.",1
"Exch. with Imp.Col.Agr. Japan,Dec.'09",1
"Exchanged Cleveland Museum, June 1923",1
"Ex. with Louis Molnar Sept. 10,1890",2
"Exch. with Carlos Reed, Mendoza, Feb 9, 1917",1
Given in exchange to Dr. A. Jacobi (Dresden) June,1
"Exch. sent to Swedish Mus. Dec 1, 1931",1
"Exchanged with Berlin Museum, June 1936",1
"Exchange to Dr. W.H. Phelps, June 1959",1
"Presented to Count Nils Gyldenstolpe, 4 Mar 1947",1
"Sent in exchange Zoologisches Museum , Amsterdam,",1
"Exchanged to Museum Nacional, Rio de Janeiro (Dr.",1
"Exchanged to Austral. Mus., 20 Nov. 1974",1
176,1
"Discarded by D. Amadon, 29 Mar 1951",1
"Sent in exchange to U.S. Nat. Mus., March 1928",1
U. Nat.Mus. in exchange 1886; Exchange to Alex Wal,1
"Exchange with Stockholm, June 14, 1929",1
Dep. by L.I. Hist. Soc.,1
"Exchanged to Dr. W.H. Phleps, 24 Jun 1959",1
"Exchanged to Mus. Zool., Univ. Conn., Storrs Ct.,",1
Mounted for Exhibition in Sanford Hall,1
"Exch. University of Dakota June 15, 1920",1
VOID as duplicate or unassigned catalog number,148
missing,3767
Exch. sent to U.S. National Museum,584
U.S. Nat.Mus. in exchange 1886,139
"Exch. with Phila.Acad.Nat.Sci., July 1928",31
"Exch. with M.C.Z., July 1928",39
Given to Brooklyn Museum,1043
Discarded,69
"Discarded from Coll., 21 Oct 1931. (Preparation De",22
U.S. Nat. Museum,54
B.P. Bishop Mus.,60
Gift Dutchess Comm. Coll. 1969,12
"Exch. sent to Swedish Mus. Dec 12,1931",1
Exch. U.S. Nat. Mus.,5
"Buffalo, Museum of Sci.",1
"Given in exchange to Dr. R.C. Murphy, July 31, 195",10
To Field Museum,27
"Exchange to U.S. National Museum, Sept 1930",10
"Sent in exchange to Geneva Museum, 3 Sep 1975",1
Exch. with Cleveland Mus. Feb. 1926,22
"Pres. Paris Museum, 1949",38
"Exch. with U.S. National Museum, Feb 18, 1925",24
"Ex. with R.C. Mc Gregor, Mar 1898",6
"Exch. with Paris Museum, 13 Jun 1928",28
"Given to Dept. of Entomology, January 25, 1951",3
"Destroyed by insects, Mar 1919",18
"Given in exch. to the Cleveland Museum, May 1927",5
Ex. with G. Kohn Nov.29/90,16
"Donated to Urban Park Rangers, Brooklyn, N.Y.-July",4
Exch. with Imp.Col.Agr. Japan Dec.'09,28
"Exch. with Mr. E.T. Seton May 24, 1928",5
"Exchanged to Brigham Young Univ., Provo, Utah, Jan",1
Gift to Putney School 1959,36
Mt. Duida birds sent to the M.C.Z. on behalf of Mr,11
Given in exchange to Philadelphia Academy of Scien,2
"Exch. E. [illeg]e[illeg][illeg] Schioler, Jan 1927",1
lost?,1
Systematic Collections,6524
oversize collections,421
"Additional Information, see Other Information In collection Missing parts, see Availability Remarks Missing parts, see Inventory Remarks",1
On exhibit - mounted for exhibition in Biodiversit,25
12,6
Was given by F.B. Webster to Harry Austen of Dartm,1
"Exchange with Munich Mus., Oct 1909",62
"Exch. to Carnegie Museum, Jan 1932",49
"Given in exchange to Dr. Roberto Dabbene, Sep 1930",3
Exchanged for specimens without data with F.M.C.,1
"Exch. with Imp. Col. Agr. Japan, Dec 1909",55
"Exch. with Tring Mus., July 9, 1928",25
Exch. with Imp.Col.Agr.Japan Oct.'08,2
Exch. with Tring Mus. July 1928,2
"Exch. with Ch[illeg] Foo Mus., through Rev. Geo. C",1
"Sent in Exch. Univ. Florida, Prof. Pierce Brodkorb",1
"Exch. F.M. Chapman, April 1925",3
Ex. Walter Koelz - Apr 1926,1
"Exch. to: Queensland Museum, Australia, D.P. Vovno",1
"(exchange) Henry K. Coale, Jan 2, 1920",34
U. Nat.Mus. in exchange 1886,55
"Exch with Mr. E.T. Seton, 24 May 1928",3
"Ex. - with Walter Koelz - Apr 1926, University of",1
"#26290 Exchanged J.T. Nichols Feb. 1, 1907; Gift t",1
"Given in exchange to Wm. H. Phelps, Sept. 6, 1940",3
"Exch. with Imp.Coll.Agr. Japan, Dec '09",1
On Exhibit,30
in exposition,27
systematic collection,37
2,68
"Exch. with Carnegie Museum, June 15, 1929",2
"Exchange to Oklahoma Univ., Dr. G.E. Sutton, March",1
#270045-270374 sent to M.C.Z. on behalf of Mr. Sid,4
Exch. with Dr. Stresemann Berlin Museum - May 1927,2
"Exch. with Stockholm Mus, 14 Jun 1929",5
Mounted for Sanford Hall,21
"Ex. with W.[illeg]. Wheeler, May 1924",17
"Exchanged with Princeton Museum, 24 Jun 1959",1
"Sent in exchange to U.S. Nat. Museum, March, 1928",1
"Ex. with E.T. Seton, May 24, 1928",1
Exch. sent U.S. National Mus. Jan 1932,1
"Exchanged with Ashley Hine, Banff, Alberta, 31 Jul",4
Ex. with John Whitehead Sep. 12/90,1
"Given in Exchange To Dr. William H. Phelps, July 1",1
Exchange with Munich Mus. Oct.1909,3
"Discarded, 18 May 194[illeg] (crossed out); Given",1
"Exchange to Prince Hans of Liechtenstein, 1952",9
systematic collections ?,30
Thin Section Lab collections,30
"Given in exchange to Dr. Roberts Dabbene, Sept 193",2
Exchanged with MCZ-3 11-53,1
"Exch. with Phila. Acad. of Nat. Sci., Jul 1928",13
"Sent to Swedish Nat. Hist. Museum, 16 Oct 1928",19
"EXCH. Count von Berlepsch, Feb 1905",24
"Discarded by Dr. Mayr, Dec 1936",4
"(Poor - discarded), 5 Jun 1905",1
"Exchange to Brit. Museum Nat'l Hist., London",1
"Exch. to U.S. National Museum, Jan 10, 1932",1
"Exch. Museo Nacional, Argentina, Sept. '17",1
"Exch. Museo National Argentina, Sept.'17",1
"Discarding May 7, 1936",6
"Exch. British Museum, May 1921",6
"""Exchange with """"Tring Museum"""" May 1927""",1
"Gift to Berlin Museum, July 1936 never sent ML",1
"Given in exchange to Mr. W.H. Phelps, Sep 1945",1
Mounted to groups presented to Mr. H.P. Whitney,1
Given in exchange to Museo Argentino de Ciencias N,6
"Exchange Field Mus., Nov 1922",1
"Discarded by Dr. Dean Amadun, Feb 19, 1957",2
Fla. St. Univ. exchanged U. Fla. 7/19/63,1
"Exch. with mr. E.T. Seton, May 24,1928",2
"Exchanged to F.M.N.H. Chicago, Jan 2007-P. Sweet",1
"Exchanged: Mueseum of Comparative Zoology; Dec 28,",1
Returned to Collection - August 1996,1
Sent in exchange to the Australian Museum-Sept 197,1
"Exchange with L.A. Fuertes, March 23, 1925",1
"Exchanged with A.G.Paine,Jr. Dec. 1, 1886",1
"Exchange to U.S. National Museum, Sept. 1930",5
"Given in exch. to Mus. Vert. Zool., June, 1955",1
"Exch. British Museum, May, 1921",1
"On loan, see Loan Database On exhibit",7
"Exchanged with H.K. Coale, March 10",5
"Exchange with Dr. Stresemann-Berlin Mus., May 1927",2
Exch. with Cleveland Mus. Fb 1926,1
Exchange with E. Lehn Schioler (?) Copenhagen Aug,1
"Exch. to National Mus., Rhodesia; 3/12/70, S. Kait",1
"Exch. sent to Berlin Zool. Mus, Jan 8, 1932",1
Ex. with R. Meinerznagen June 1924,5
Pres. to Dr. Stanley C. Ball by Dr. Leonard C. San,5
Exch. Univ. of Oklahoma 3 Jan 1955 J.F.,1
Duplicate for U.S. Nat. Mus. Feb. 1913,5
Given in exchange to the Springfield City Library,3
Given in exchange to Field Museum Nat'l Hist. July,3
"Gift to William Penn. Museum, Harrisburg, 1969",1
"Exch. with Carnegie Mus. June 15, 1929",13
Sent in exchange to Royal Scotish Museum,1
"Exch. with Zool. Museum, Amsterdam, Netherlands, A",1
"Exchange with Carnegie Mus., June 1929",1
"Exch. - Stockholm Nat. History Museum, May 1927",1
"Presented to Dr. Ruschi, Braz. Nat. Museum, 11/22/",2
"Given to Department of Entomology, Oct 1925",2
"Discard 27 Apr 1953, D.A.",1
"Ex. with Cleveland mus., Feb 192[illeg]",4
"Exchange Peabody Museum,m Jan 1950",1
"Ex. with Carlos Reeds, Mendoza, Feb. 9, 1917",2
Exchange with Dr. Streseman-Berlin Mus.- May 1927,1
Given to the Mammal Dept. for exhibition in the Mu,1
Gift to Dr. Wagner - Penn State Univ. - 2/17/52,1
"Sent in exch. to Edwin Ashby, Australia",1
tissue only,4
15,3
"Exchange to Univ. Minnesota, Jan 1956",1
"Exch. to Dr. Campos Seabra, 4/71",3
"Exchange with Tring Museum, May 1927",37
"Discarded, Mar 1909",1
Gift to W. New Mex. U - 1968,1
"Exch. to the British Museum, June 1930",1
"Exchanged to Rolf Grantsan, Parque Terranova, SB C",6
"Exch. to U.S. National Museum, Sept 1930; This spe",1
"Exch. with Tring Museum July 9, 1928",1
Given in exchange to the University of North Carol,2
Ex. with Imp.Col.Agr. Japan Oct.'08,1
"Found -95,85890,",1
"Exchange with S.G. Jewett, Oct 28, 1926",2
"Ex. with Dr. Rusby, 7/8/1896",3
"Exchange with Princeton Mus. Zool, Jan 1926",1
Systematic collections,8
Ex. with R. Meinerzhagen [illeg.] June 1924,1
Exch. with Dr. Streseman-Berlin Museum-May 1927,1
"Exch. sent to Cleveland Mus, Jan 6, 1932",3
Sent to Senckenberg Museum in exchange May 1927,1
Exchange with Tring Museum-May 1927,1
"Sent in exchange to U.S. National Museum, May 1953",3
Exch. with Cleveland Museum Feb. 1926,2
"Exch. W.F. Rosenberg, Sept 1921",1
"Exch. with Stockholm Mus., 14 Jun 1929",3
"Exch. with Imp.Col. Agr. Japan, Oct '08",1
"Ex. with Kny, S & Co., 12/28/00",2
"Presented to Dept. of Education, 29 Jul 1963",2
"Exchange sent to Cleveland Mus. Jan. 6, 1932",5
Destroyed by insects; Discarded,6
"Given in exchange to the Carnegie Museum, Mar. 18,",1
Ex. Bonn. Mus.,2
"Gift to Rutgers University Collection, Mar 1964",2
"Exch. with Carnegie Museum, June 15, 1925",1
Exch. Brit. Museum Sept 1927,3
TS Lab Collections,4
"Exch. O.Bangs, Boston July 1906",1
8,6
155,2
"Exch. with U.S. National Museum - Feb. 18, 1925",2
Exch. with Exch. dwith M.C.Z. July 1928 July 1928,1
"Given in exchange to H.B. Conover, 15 May 1933",2
"Ex. with Louis Molnar Sept. 19,1890",1
Sent in exchange to M.C.Z. June 11/29,1
"Exchanged with Dr. Friedmann, M.C.Z., July 8, 1929",1
"Exch. with Imp,Col.Agr.Japan Dec.'09",1
"Exchange with W. Koelz, April 1926",1
"Exch. to Copenhagen Zool. Mus., May 1986",2
Traded with Mr. Sherwood for Florida bird,3
Given in exchange to Dresden Museum (Dr. Jacobi) J,1
"Given in exch. to Phil. Acad. Sciences, Nov 1936",1
"Presented to Mr. Crawford H. Greenwalt, 20 Jun 195",1
"Given to Univ. Kansas Feb. 2, '54",1
"Sent in exchange to E. Lehn Schïoler, Jan 1927",1
Exch. with S.G. Jewett-Oct 1926,2
Exch. sent to Bishop Museum 21 Jan 1932,4
"Exchanged with H.K. Coale, March '10",5
"Exch. with Chee Foo Mus., thro'Geo. Cornwall, June",1
"Discarded, Feb 1963",2
"Given in exchange to M.C.Z., Dec 2, 1937",5
"Exch. Museo Nacional Argentina, Sept. '17",3
"Exchanged with Louis Fuertes,1909",2
To LSU April 1967,2
Exhibit-Reptile Hall,1
"Gift to the Berlin Mus., July 1936 - Never sent. M",1
Discarded: Jun 1963 D.A.(partially crossed out); G,1
Exch. with Dr. Stressemann-Berlin Museum-May 1927,1
"Pres. to Centenary Colleg for Women, April 1961",1
"Sent in exchange to Dr. Stoltzmann, Warsaw Mus., A",1
Exch. Stockholm N.H. Museum - May 1927,2
Exchanged a specimen of same from Arizona for this,1
Gift of Dr. Walter Koelz,1
