lifestage,reps
Immature - hatchling (4 days old),1
"fresh, showing blood..small embr",1
Fresh to over 1/2,1
1/5 - about 2/5,1
"over 3/4 incubated; hard, tough",1
Whole egg collected that had rol,1
"19 broken, 11 hatched, 3 develop",1
Well begun (red membrane),1
"1/2 and rotten, whew",1
progressed about 1/4,1
adult; 383 day,1
87,1
adult; 506 day,1
Lot of 11 larvae,1
vern.,1
skull 100 ossified,1
3-5 dats,1
1st w,1
40days,1
EGGS & LARVAE,1
T01N R20W Sec22,1
At point of hatching,1
3 failed eggs from a 22 year old,1
3 well begun; 3 well addled,1
pronounced,1
"1 fresh, 2 small embryo, 3 showi",1
"Eggs 126,127,128 hatched; egg 12",1
"fresh, yellowless",1
1184 moderate-dead; 1185 moderat,1
Pipped But Did Not Hatch Success,1
rotten; incubation slight,1
"none, but set complete",1
Far advacned - 3/4,1
"1 fresh, 3 trace of blood",1
About Ten Days Advanced,1
4630 moderate; 4631 slight,1
:6&7/8in; EXT:11&7/8in; age by p,1
3Y,1
L:172mm; WCH:90mm; EXT:292mm; WC,1
WCH:314; TL:132.5; CTO:41.9; TS:,1
Fresh and showing blood.,1
Fresh- found empty on the 20th,1
sk.1/6oss.,1
uneven,1
"2 large embryos, 2 infertile (da",1
0 to 4 days,1
2 nestlings collected (wfvz#'s 5,1
apparently deserted,1
"LT15; specimen in tact, Nest sit",1
begun to 5 days,1
1 egg + 2 young 4-4.5 weeks old,1
Advanced in three,1
almost  hatching,1
begun-also decomposition,1
3 young 3 weeks old + 2 eggs (1,1
4 infertile..1 advanced,1
eggs warm,1
Far advanced in 3; one infertile,1
"1 egg far adv., 1 newly young",1
Young (skull windows apparent),1
moderate to slight,1
"2 moderate embryos, 1 unfertiliz",1
1866-67 fresh; 1864 cracked in n,1
Advanced (5 to 7 days),1
addled; evidently nest abandoned,1
Merely started,1
"two addled, one advanced three-f",1
fresh-(very slight) (contents no,1
See data cards,1
One Fresh & One Slight,1
Aduot,1
2 small embryos; 1 showing blood,1
3438 fresh,1
Skull 50%,1
all slight trace,1
BURSA 2  X 1 MM,1
"1 showing blood, 1 small embryos",1
50% developed,1
Much blood,1
"3 fresh, 1 trace of blood",1
"""slightly """"boiled""""""",1
Egg + larvae,1
6 MOS,1
BF:26mm; age by plumage,1
WCH:310; TL:132; CTO:39.6; TS:35,1
L:127; EX:189mm.; age by plumage,1
L:136; EXT:206; WCH:62.45; TL:52,1
"SKULL COMPL, OSS",1
310 days,1
246 days,1
288 adult,1
"1 showing blood, 2 with embryos,",1
plumb fresh,1
"1 addled, 3 over 1/2",1
soft formed embryos,1
All eggs broken in nest In wild.,1
Hatched in nest; nest fledgled o,1
Three young hatched.,1
slight (+),1
9 days incubated,1
9 Days Incubated; 1 Infertile,1
adult; 405 day,1
adult; 476 day,1
juvenile; 6 C mo,1
"fresh, just begun",1
1yr.,1
734,1
s.8/10 o.,1
adult/chick,1
"one egg started, others fresh",1
"3 hatched, 9 broken (developed)",1
B-begun - M-medium,1
fresh ?commenced?,1
6 ADULTS AND 2 LARVAE,1
slight (one infertile),1
fresh (commenced?),1
SKULL 0% OSS; BURSA 3 X 2 MM ;,1
JUVENILE ; BURSA 2 X 2 MM;,1
"JUVENILE ; BURSA FLESHY, 13 X 9",1
FOUND INJURED (SEE PAPER FILE FO,1
"Eggs #6:Fresh; #4, #7:Slight Tra",1
THIRD CYCLE,1
"HY; BURSA 6 X 4 MM, SKULL 90% OS",1
SKULL 1% OSS.; NO BURSA,1
"1 unfertile, 3 well formed embry",1
Chick.,1
c/1 - fresh; c/2 - showing blood,1
All With Large Embryos,1
large embryo (dead),1
very hard,1
1 freak left,1
"Eggs: #2,3,5,7: Trace of Blood;",1
2-3 adv,1
5 1/2YR,1
quarter,1
fresh?  Commenced?,1
very slight (2 days),1
"One fresh, one slightly incubate",1
"Fragments, Banded 1 Young",1
just 4 days,1
not any,1
"4 small embryos, 1 infertile",1
"yearling, adult",1
Premetamorph; Larvae,1
27 ADULT; 19 JUVENILE,1
Juv. 4 days old,1
Adult/subadult,1
371 days,1
"fresh June 20, the day before de",1
adults/larvae,1
young mid-term foetus,1
10 years at laying,1
3-3 1/2 weeks,1
"ad., têtards",1
103,1
All badly,1
kku ad.,1
fresh - small embryos,1
459,1
"8 years, 18 days",1
735 days,1
HY; BURSA 4 X 1 MM; SKULL 30% OS,1
2 Fresh; 1 Started,1
Adult or juvenil,1
adult; 4-5 C yr,1
adult; 268 day,1
adult; young,1
Embryos dead in shell,1
traces of blood in all,1
88,1
"1 no development, 1 showing bloo",1
1 youngster 3 weeks old (in Vall,1
Infertile runt,1
bilateral skull windows,1
Fresh To Large Embryos,1
all addled!,1
Started in two eggs,1
BURSA INDISTINCT; SKULL CA 50% O,1
BURSA 7 X 4 MM; SKULL 100% OSS.,1
JUV.; BURSA 7 X 7 MM; SKULL 10%,1
HY; SKULL UNOSSIFIED,1
IMMATURE ; SKULL NOT FULLY OSS,1
BURSA  1 X 1 MM;,1
HY; BURSA 5 X 1.5 MM; SKULL 20%,1
SKULLL OSS,1
PROBABLY AHY; BURSA NOT FOUND; S,1
15+Yrs,1
4Th?,1
Well featured embryos,1
Ready to hatch - pipped,1
"1 fresh, 2 begun",1
complete - eggs pipped,1
Moderate (one infertile),1
ten - twelve days,1
3089 advanced-feathered,1
slight to 8 days,1
"3 Fresh, 2 Slight Trace, 1 Trace",1
Fresh ( 1 day ),1
lare embryo,1
"One fresh, one slight, 2 w/ well",1
"Variable, fresh to slight",1
1 nestling,1
"Smaller cuckoo red thread, Rest",1
None/ fresh.,1
One day only,1
Not recordedNot recorded,1
IMMATURE FEMALE PLUMAGE; BURSA N,1
small embryos (2 unfertile),1
Immatures + Adults,1
medium - small embryos,1
L:9in; TL:2.5in; age by plumage,1
sk.2layered,1
179 DAYS,1
small embryos - sterile,1
adult; 16 yr 0 mo 24 day,1
adult; 190 day,1
hair collected from ventral,1
class 8,1
Eggs: Small Embryos,1
different stages from 4-9 days,1
6 infertile; 5 formed embryos,1
3 chicks @ 4.5 - 5.5 + 1 egg,1
unfertile,1
nest never used,1
One third in all- nest well adva,1
"Trace red, some infertile",1
Sat on,1
incubated eggs,1
"1 fresh, 1 craked",1
"slight, 2 infertile",1
"cowbirds slight, cardinals raise",1
Large embryos (2 broken),1
large embryos (1 addled),1
74 WEEKS. COLOR VARIANTS,1
Adult post-breeding,1
L:165mm; WCH:119mm; age by pluma,1
"BURSA 11 X 8 MM, SKULL 100% PNEU",1
NO BURSA FOUND; SKULL CA 20% PNE,1
NO BURSA; SKULL CA 50% PNEUM,1
"2 egg fresh or infertile, 5 egg",1
Two eggs advanced and two fresh,1
Slight to 1 week,1
Advanced - 1/3,1
"ID# 03 PIRU 1,1",1
"fresh, birds sitting",1
L:233; EXT:375.; age by plumage,1
L:141; EXT:211 mm.; age by pluma,1
L:7.5in; EXT:12.25in; age by plu,1
"4 adults, 19 juveniles",1
5 years +,1
19+ years old,1
agé de 3 mois,1
3 yr. ?,1
HY; BURSA 9 X 9,1
HY; BURSA 28 X 13 MM,1
"2 eggs advanced, 2 addled",1
"2 medium embryos, 1 large embryo",1
BURSA 2 X 1 MM; SKULL 50% OSS.,1
SKULL 10% OSS; BURSA 7 X 5 MM;,1
"4 infertile, 1 egg with 23 day o",1
"2 Fresh, 2 trace",1
4 very slight; 1 addled,1
Showing in 1 egg.,1
medium embryos in all eggs,1
"BURSA CA 3 MM DIAM, 3 MM LONG; S",1
over several days,1
"showing blood, small embryo, emb",1
showed red,1
No blood or embryo,1
4.5 days,1
2 eggs & 1 young 3 weeks old,1
slight in some,1
"1 addled, 3 nearly over",1
BURSA 28 X 9 MM,1
U-Imm.;Sk.Imm.,1
Adult`,1
Begun-One fresh,1
advanced (pipping),1
15-18 days old,1
advanced (much caustic),1
2 days (is apparently infertile),1
3 hatched in wild,1
Fresh but cold; the broken egg w,1
"1 moderate, 3 infertile (frosted",1
Both slight,1
Hatching Point,1
Not recorded. Nest predated,1
Both eggs about 20% developed,1
#17; hatched eggshell fragments;,1
about 4 to 7 days,1
slight but two inclined to spoil,1
half inc.; 1 addled,1
"Hatched in wild, producing two y",1
All four eggs were addled,1
started in 4,1
"several days, well begun",1
3-4 days.,1
"two rotted, three fresh",1
4-5 days inc,1
slighlty advanced,1
1 wk,1
"Nest fledged one young, collecte",1
"1 fresh, 3 began",1
"1 fresh, 2 showing blood, 1 1/4",1
53 ADULT; 12 JUVENILE,1
slight tinge,1
Well started. Eggs missing.,1
lessthan 2 days,1
not yet fully fledged,1
"Small dead embryo, nest was dese",1
of animal,1
so,1
ad; hy,1
hatch year;second year,1
From advanced to perfectly fresh,1
Fresh and trace of red in one eg,1
"1-strictly fresh, 2faint trace o",1
ac/u,1
All 1/2 incubated,1
Fully 1/2,1
sk.winds.lat.,1
small embryos -> large embryos,1
of 10 in Timbuktu,1
adult; 17 yr,1
adult; 1.5 yr ?,1
4 to 8 days,1
laid november 1987,1
One young hatched in wild,1
Partly fresh to advanced,1
over 1/2 advanced,1
s. 3/4o.,1
u sk.2/3oss.,1
estimated. Definitely Canis familiaris,1
80 têtards,1
5 nestling,1
"4 years, 9 months",1
"class 0, juv",1
eggs/embryos,1
Both eggsaddled with no embryoni,1
Small soft embryos.,1
Fresh - 1 started,1
22 juvenile,1
"2 eggs fertile, 2 eggs seven eig",1
Heavy (badly),1
"Fresh, 2 eggs showing indication",1
1 week or more,1
1- heavy 1-partly,1
CAPTIVE BORN AUDUBON PARK ZOO (N,1
"BURSA 10 X 5 MM, SKULL 100% PNEU",1
FLEDGLING; BURSA 6 X 3 MM; SKULL,1
BURSA FLESHY 16 X 6 MM;,1
HY (BY PUMAGE); BURSA NOT FOUND,1
Skull Cap Oss.,1
Irregular - 1 sm. emb. 3 addled,1
u sf,1
NO BURSA; SKULL 10% OSS [?],1
JUVENILE ; SKULL PART. OSS,1
"BURSA FLESHY, 6 X 8 MM",1
Hatchling with egg,1
Postembryo,1
"1 Pipped, 2 Nearly So",1
Fresh Possibly Incomplete,1
BURSA 15 X 6 MM; SKULL 100% PNEU,1
egg #1 showing blood; eggs #2-5,1
JU.,1
showing blood; well started,1
chick forming,1
Good-sized Embryos,1
"addled, feathered",1
showing blood - streaks,1
Fresh (comm'd),1
SKULL 25% OSS; BURSA 4 X 3 MM;,1
Ossified skull.,1
"Intact, rotten, fertile egg; no",1
"cuckoo very advanced, host about",1
a runt; fresh + yolkless,1
9 or 10 days,1
"advanced, 1 egg adled",1
"6 fresh, 2 showing blood",1
Collared Antshrike eggs: partly,1
fresh. Deserted,1
5YR,1
L:188; WCH:96; EXT:305mm.; age b,1
L:272mm; EXT:450mm; age by pluma,1
"8 adults, 3 jueniles",1
256 adult,1
IMMATURE ; SKULL 100% OSS,1
One Thirds,1
In all had incubation started bu,1
"3 slight, 1 infertile",1
advanced - egg addled,1
fairly adv.,1
Downy Hatchling,1
SKULL 70% OSS.; BURSA NOT FOUND,1
SUBADULT PLUMAGE; NO BURSA,1
"Inc bad, 1 egg dented",1
embryos; stage 14,1
embryo ?,1
"2 young, 6.5 wks old in nest",1
Small Embryos In Most Advanced,1
Egg61 died with very small embry,1
Adult HY,1
ak.imm.,1
79 WKS,1
3 two-thirds; 1 one-half; 1 addl,1
Almost 1/3,1
Huge embryo; egg already had lar,1
Larvae; hatchlings,1
"Adult, tissue (tail) taken",1
"Juvenile, SVL 415 mm",1
u a,1
30months,1
6 MOS JUV.,1
no gran.,1
[Ad ?],1
5 days post laying,1
IMMATURE ; SKULL 75 % OSS; BURSA,1
BURSA 4 X 3 MM; SKULL 40% PNEUM,1
SKULL 25% OSS,1
Addle eggs,1
2152-53 advanced-feathered-white,1
1892 advanced,1
Fresh- probably commenced,1
Fresh-commenced,1
variable to slight,1
almost hard,1
about 8 to 12 days,1
Three young hatched in wild. Pre,1
none evident,1
Dry egg,1
All 3 Eggs:Fresh,1
Advanced about 3 days,1
showing blood; infertile,1
.7,1
"Egg 1,3,4: showing blood, Egg 2,",1
Begun two days,1
"Begun, about 8 days",1
embryos beginning for shapen,1
17 Rotten 1 Very Large Embryo,1
Inc 1/3,1
5 wks (est.),1
Embryo + larva,1
Adult tail clip tissue,1
"""L:8.25""""; EXT:12.75""""; some measur""",1
L:154; EXT:218.; age by plumage,1
Second summer,1
4.1??,1
"1 adult, 8 immature adults, 5 ju",1
SYM,1
Chris,1
"egg string, larvae",1
Failed to hatch,1
*[Juv.],1
"""""""TYPE""""""",1
L:187mm; TL:60mm; WCH:116mm; TS:,1
L:212mm; WCH:102mm; TS:22.7mm; C,1
EXT?:11.72in; WCH:3.94in; TL:2.6,1
"Adult, Tissue liver sample",1
PARENTS- MALE,1
17YR 19D,1
39 days,1
"#1,2,5: fresh, #3,4,6: trace",1
HY; BURSA 5 X 3 MM; SKULL 25 % O,1
"2 with embryos, 3 with blood, 1",1
SKULL 5% OSS; BURSA 4 X 4 MM ;,1
HY (HEN PLUMAGED); BURSA 14 X 5,1
"Slight, medium",1
5031-33 fresh,1
3 pequeno embrios- 2 frescos,1
and sex by Plumage,1
Collected as Egg,1
Two years old,1
Stale And Abandoned,1
10 jeunes,1
skull apparently double-layered,1
less than 1 yr..,1
advanced (7 or 8 days),1
3 about 1/3. 4 about 1/4,1
fresh (trace),1
About 2.5 weeks.,1
2 sk.wind.,1
"2 eggs slight, 2 well along",1
"Fragments, Banded 2 Young",1
2 of 5 eggs laid in captivity,1
NO BURSA ; SKULL 100% OSS,1
JUVENILE ; SKULL 100%? OSS; BURS,1
SKULL 5% OSS; BURSA 6 X 3 MM;,1
HY; SKULL 20% OSS.; BURSA 2 X 2,1
BURSA 3 X 2 MM; SKULL 30% PNEUM,1
HY; BURSA NOT FOUND; JUV PLUMAGE,1
"""""""ADULT"""" PLUMAGE; BURSA 2 X 2 MM;""",1
HY; BURSA 5 X 5 MM; SKULL 15% OS,1
Fresh to 10%,1
BURSA 11 X 6 MM;,1
BURSA NOT FOUND; JUVENILE PLUMAG,1
1357-58 Fresh; 1359 slight,1
ADULT ; SKULL 75% OSS; BURSA 5 X,1
BURSA 10 X 6 MM; SKULL 100% OSS.,1
BURSA 13 X 7 MM;,1
"cowbird infertile, 2 naked cardi",1
1 fresh; 1 set,1
221 WEEKS,1
HURSA 5 X 4 MM; SKULL 100% OSS.,1
4-6 Days,1
2634-35 moderate with light feat,1
2405 slight,1
"slight to well begun, varying in",1
"3 fresh, 4 advanced",1
Embryos nearly feathered,1
1/4 to 3/4,1
"3 heavy, 1 infertile",1
small embry,1
"Eggs #1,#3: Very Slight Trace Of",1
set completed June 15,1
"1 infertile, 3 about 5 days",1
Ranging 1/3 to 1/2,1
"3 fresh, 1 begun",1
one half-hardening embryo,1
"varying, infertile",1
"ID# 03 ROTC 1,1",1
began 3 or 4 days,1
Egg 96 addled; egg 97 died with,1
Nest produced one male and one f,1
advanced--feathered; 2324 broken,1
"3-strictly fresh, 2-faint trace",1
Well Begun (about A Week),1
5-6 days (slight),1
"B-a, well-begun",1
1 egg w/ talon hole + 1-7 wk old,1
advvanced,1
Sire/Dam -/103  C8E2,1
2 infertile; 2 well begun,1
About one,1
"#1 infertile, fragments; #2 crus",1
Hatched And Addled,1
5.5g showing blood,1
ad (13+ yr),1
ad (by plumage),1
[fledgling],1
sk.closed,1
half skull windows,1
"Juvenile Male, liver tissue take",1
L:160mm; EXT:258mm.; age by plum,1
ADULT FEMALES,1
FIXED/PRESERVED IN 95,1
"1 year, 6 months",1
262 days,1
37 DAYS,1
416 days,1
267 days,1
two-thirds complete,1
One day old.,1
Juv. 2 yr ?,1
Slight/small embryos,1
"fresh, trace in 2",1
3 days - bloody,1
"1 egg, 2 young 5 weeks old",1
"nearly 1/2, cowbird egg further",1
Less than half,1
"WILD BORN, CA. 1999; PURCHASED J",1
Down forming on embryos,1
"Clutch size unknown, two weather",1
Embryo-53 days,1
adult; 3 mo 21 day,1
adult; 386 day,1
adult; 99 day,1
sligthly,1
"""bordering """"moderate""""""",1
"1 sterile, 1 advanced",1
BURSA  NOT FOUND,1
HY PLUMAGE; BURSA NOT FOUND,1
"BURSA NOT FOUND, BUT ABDOM CAV D",1
BURSA NOT FOUND; SKULL 10% OSS,1
SY/TY; BURSA 7 X 5 MM; SKULL 100,1
SKULL 60% OSS,1
IMMATURE ; BURSA 13 X 9 MM;,1
SKULL 100% OSS; BURSA 15 X 12 MM,1
A-Ad.,1
"adult, skull not quite fully oss",1
Ad SFO  O.E.,1
2594 moderate,1
"variable (36 hours) v. slight, t",1
2-3 weeks incubation; Abandoned.,1
210 WEEKS,1
fresh--dehydrated,1
one hatched in carton,1
None. Nest contained 4 young,1
Three-fourths Incubated,1
At least 3 days,1
irregular (from fresh to slight),1
Located nest w/ 3 pin-feathered,1
advanced; could only save 1,1
"Embryos 103,104 died early in th",1
"Three eggs 2/3, two eggs started",1
Slight One Third Incubated,1
Two 20 Day Old Chicks,1
trace in all 4 eggs,1
8 To 12 Days,1
"Infertile, one ready to hatch",1
Almost Hatching,1
Very slightly formed,1
Yolks bloody,1
All eggs slight,1
Perfectly fresh; showed no signs,1
eggs pecked - c. hatched,1
Skull: oss.,1
"variable small embryos, 1 fresh",1
all two thirds,1
"2 slight, 3 fresh",1
3rd yr.,1
adult; 343 day,1
SUBADULT PLUMAGE,1
SKULL 90% OSS; BURSA 8 X 6 MM;,1
adult; 14 mo 5 day,1
BURSA 12 X 12 MM;,1
in utero,1
L:207mm; WCH:102mm; TS:23.1mm; C,1
sub-adult (40 days),1
Imm (Juv),1
Slight; 1402 moderate,1
5 ADULT & 44 JUVENILE,1
1439-40 fresh; 1441 slight,1
3 ADULT; 11 JUVENILE,1
"2 very small embryos, 2 trace of",1
ADS,1
"1 adult, 1 near adult",1
"Adult, SVL 237mm, Tail 41 mm",1
This egg lay about 35cm outside,1
Moderate dried embryos,1
6 or 7 days advanced,1
Fresh And Small Embryo,1
began (about 1/3),1
slight to moderate-dead,1
"1 chick- 3 wk, 1 egg collected",1
BURSA 35 x 15 MM;,1
263 adult,1
UNKNOWN  AGE,1
300 adult,1
FLEDGLING; BURSA 5 X 2 MM,1
HY; BURSA 3 ZX 1 MM; SKULL 5% OS,1
adult? immature,1
HY; BURSA 19 X 12 MM,1
"CAPTIVE BORN APRIL 200, CAMARILL",1
424,1
Skull fractured.,1
SUBADULT ; BURSA 10 X 8 MM;,1
Premature,1
"1 fresh, 2 begun, 1 advanced",1
2 sm.sk.wind.,1
sk 1/3 oss.,1
FH (fresh?),1
two-thirds hatched,1
Eggs Broken,1
Slight (2 unfertile),1
3rd. spring,1
"1 infertile, 2 eggs 1/3 incubate",1
Vbl. slight and trace embryo,1
48 WKS.,1
very small chicks,1
nestling [7d old? = specimen bag,1
chick (3 wk),1
dbl.layerd sk.,1
"Adult Male, Tissue-scale clips",1
L:18&5/8in; TL:3.5in; EXT:29in;,1
WCH: 335mm; age by plumage,1
L:7.25in; EXT:12in; age by pluma,1
Aptian/Albian,1
juvenile; 5-6 day,1
apparently variable f.trace and,1
adult; 554 day,1
skull < 1/2 ossified,1
"2 dev. And broken, 1 addled and",1
1 young fledged,1
well formed dead embryos,1
"1 fresh, 5 slightly incubated",1
"1st egg April 1, set taken Apr.",1
2 started & 3 fresh,1
Slight. (Deserted),1
fresh. 1/2 inc. B.T.,1
embryo present,1
1 addled - 1 started,1
Vert slight,1
"2 years, 11 months",1
BURSA 4 X 3 MM; SKULL 50% OSS.,1
o-b-B=on eggs,1
BURSA 2 X 2 MM; SKULL 25% OSS.,1
Craneo duro,1
"began, 1/3 advanced",1
"1 infertile, 1 fresh, 2 slight",1
no details,1
2-Showing Blood; 1-Fresh,1
"fresh, infertile, addled",1
81 days old,1
sk. granulated,1
adult - 5 years,1
Twelve days,1
3/4 + addled,1
b-b-b-b-b-b-b-b-b,1
SB,1
"1 year, 1 month, 21 days old",1
"2 fresh, 1 small embryos",1
2/20-3/23. Site failed before ha,1
maturing,1
5 yrs  11 months,1
"larva, lot of 7",1
"Adult Female, SVL 673mm, Tail 18",1
L:110 mm.; age by plumage,1
L:4.25in; EXT:7in; TL:1&9/16in;,1
L:143; EXT:210; WCH:63.15; TL:56,1
"""L:6.35""""; WCH:3.75""""; TL:2.50"""".; a""",1
353 days,1
15 ADULT; 7 JUVENILE,1
CR Oh,1
young of the year + 2 adults,1
Fresh to 6 eggs.,1
commenced with embryo,1
set completed June 23,1
trace in one and fresh,1
addled - abandoned,1
1 chick + 1 egg in nest,1
1 infertile; 1 slight; 1 started,1
2 fresh and 4 begun,1
From about 8-10 year old female,1
2days,1
Fledged at least 2 young in 1978,1
Medium To Small Embryos,1
BURS NOT FOUND,1
"BURSA FLESHY, 16 X 14 MM",1
Well Formed Embryos,1
DOWNY CHICK; BURSA 3 X 2 MM,1
DOWNY CHICK; BURSA NOT FOUND; SK,1
JUVENILE ; BURSA 10 X 6 MM;,1
2 days; 1 infertile,1
"1-faint trace of blood, 3-pronou",1
chart 25%,1
small embryos (1 infertile),1
infertile:2,1
tres incubes,1
soft embryos - bones just formed,1
Showing blood; incubation begun,1
skull granular,1
L:173mm; EXT:286mm; age by pluma,1
L:7.93in; WCH?:5.12in??; age by,1
ADULT GRAVID FEMALE,1
154 days,1
2 UNKNOWN AGEBE HEARD,1
full grown adults,1
"Eggs 71,72, 73 were fertile, but",1
"1+ yr, Age Class V",1
"fresh, host broken",1
2 begun; 3 fresh.,1
adult; 184 day,1
From 1994 breeding. 2 samples.,1
"Egg #45 addled, egg #46 broke in",1
Begun (hardly a week),1
from flush to very slight,1
2-1/2 2-infertile,1
AHY ( After hatching year),1
Half incubated; 1 infertile,1
111 months,1
17.43 months,1
50 days old; runt of litter,1
2 Fresh; 1 Begun,1
Taken place,1
20.53 months,1
advanced & rotten,1
about 15 days,1
Fresh and Started,1
12 days or more,1
"Eggs #87,89, 90 died with large",1
all four eggs were fresh,1
1/2 Advanced.,1
"whites & yolks very thick, the l",1
All five days,1
Chick born before start to blown,1
juvenile; 3-4 wk ?,1
Egg(s) Failed,1
[ad]?,1
FLEDGLING; BURSA 3 X 3 MM,1
BURSA 9 X 9  MM,1
Medium sized softish embryos,1
L:165; EXT:260.; age by plumage,1
WCH(L):130mm; age by plumage,1
Female full od well developed eg,1
slight (2 days(,1
All Eggs:4/5 Grown embryo.,1
two newly hatched,1
pipping!!,1
"X130 Fresh, others broken",1
"""L:6.37""""; WCH:3.50"""".; age by plum""",1
Fresh but commenced,1
WCH:159mm.; age by plumage,1
aduylt,1
SKULL 100% OSS; BURSA 10 X 10 MM,1
SUBADULT ; BURSA 25 X 15 MM;,1
29 ADULT; 51 JUVENILE,1
BURSA 13 X 9 MM; SKULL 100% OSS.,1
Nesting,1
"""L:24"""".; age by plumage""",1
4-6 years.,1
107 unknown,1
of 6 months,1
Probably fresh,1
and unknow sex all checked,1
opercula and scales taken,1
c.4,1
Trace to small embryos,1
"2 months, 24 days",1
ponte et larve,1
"1 day, a little blood",1
a pecice commencee (commenced),1
AD GRC 001,1
3 JUVENILE; 3 ADULT,1
adult; 13 mo 19 day,1
3 eggshell fragments,1
PG,1
avec ovocytes,1
UNKNOWN AGE LNS,1
81 unknown,1
289 days,1
26.28 months,1
427 days,1
ad.sk.f.oss.,1
greater than 11 years old,1
698 days,1
"1 fresh, 1 3 days",1
40 + days,1
bones & feathers,1
adult; 7 yr 0 mo 6 day,1
slight. One egg on March 22.,1
adult; 11 mo 7 day,1
"2 eggs slight, others not starte",1
H (eggs hatching),1
1-9 fresh; 10-15 small embryo; 1,1
Egg failed with large embryo.,1
Dumped,1
About completed,1
"slight in one egg, fresh others",1
All One third,1
"very fresh, 1 egg laid that day",1
stale& slight,1
3/4 Complete,1
Whole egg weights: 1) 4.179 fres,1
Adult and 2 eggs,1
AHY? (skull ossified),1
Skull 97% ossified,1
"begun (1 egg clear, 4 very incub",1
fresh - begun,1
"2 Fresh, 2 with blood traces",1
Each half incubated,1
fresh or near,1
Card torn - possibly fresh,1
2159-61 advanced-feathered-white,1
Nest attached to side of mossy r,1
none  (one egg in very bad shape,1
Juv.; Sk.N.O.,1
Nest,1
Ad.Wointer,1
11 months 16 day,1
SUBADULT PLUMAGE; BURSA NTO FOUN,1
"BURSA FLESHY, 12 X 10 MM;",1
BURSA 2.5 X 2 MM; SKULL 95% OSS.,1
BURSA 3 X 3 MM; SKULL 30% OSS.,1
embryos beginning to take shape,1
"16 days for 3, 1 addled",1
nill,1
fair sized embryos in largest eg,1
"begun, unequal",1
2: small embryos; 1: infertile,1
"2 infertile, 2 young",1
5020-21 slight,1
3 YR 7 MO,1
Female with 3 eggs,1
L:21.25in; TL:5in; TS:1&7/8in; W,1
"""L:4&7/8""""; WCH:2&3/8; TL:1&7/8; E""",1
L: 134mm  EXT: 208mm; age by plu,1
About two thirds,1
"""Quite """"gebrutet""""""",1
EMBRYOS AND EGGS,1
"Advanced in 2 of the eggs,slight",1
sk. dbl. layer,1
adult; 8 yr 2 mo 1 day,1
adult; 6 C yr,1
One egg addled; all other eggs b,1
4 fresh; 6 3/4,1
Eyrie contained 5 large young on,1
skull <5% pneumatized,1
Fresh-started,1
sk.f.oss.,1
10.17 months,1
10.5 weeks,1
226 adult,1
5? UNKNOWN AGEResponse to playback,1
"1 adult, 1 juv.(Sierra Nevada x",1
29 months,1
audlt,1
none of little,1
begun in one egg,1
Over half incubated,1
98-MC27-ES-1,1
"about 4 days, 1 infertile",1
All of one week.,1
2 chicks + 1 egg in nest,1
One-thirds Incubated,1
6 chicks collected wfvz#'s- 6024,1
L:5&1/4; WCH:2&3/16; TL:2; EXT:8,1
6MO,1
Juv. [Ad.],1
WILD CAUGHT 1988,1
8YR 9 MO,1
"Adult, winter",1
"fresh, slight, red streak",1
"Hard, feathered embryos",1
fresh (incomplete clutch),1
moderate embryos (some caustic),1
uniformly one-third advanced,1
one egg 1/3 incubated,1
"Egg 1: Fresh, Egg 2: Slightly, E",1
HY; BURSA 12 X 13 MM,1
"2 trace of blood, 1 slight trace",1
HY; BURSA 9 X 9 MM,1
1572 fresh,1
"adult, eclipse plumage",1
AHY; AGED BY BILL/PLUMAGE,1
HY; BURSA 3.5 X 2.5 MM,1
CHICK; SKULL 0% OSS.,1
ORGANS DESSICATED,1
BURSA 17 X 9 MM; SKULL 25% OSS.,1
SY? NO BURSA,1
laying,1
not quite ad,1
Hatchlings and egg,1
L:152mm; age by plumage,1
L:210mm; EXT:325mm; age by pluma,1
"3 about 1/3, 2 about 2/3",1
2 tr,1
5.5 months,1
2 mo,1
"3 hatched, 6 broken",1
3-5 days advanced.,1
Advanced (Bones),1
Fry; Monsters,1
ca 7+,1
Fresh And Slight,1
egg addled,1
4 very slight & 1 ? Fresh,1
82 juvenile,1
sex. Behav. Context,1
"2 half rotten, 1 fresh",1
14 Days,1
"cuckoo very slight, host 2 trace",1
well formed embryos (caustic),1
dbl.layered sk.,1
2.88 months,1
less than 1 day old,1
ca. 47 days old,1
Skull 25%  ossified,1
194 WEEKS,1
commenced in 3,1
Addled; no development,1
"Embryos, 1-2 days, maybe 3-4",1
About 2/3 incubated,1
adv. 1/4,1
Almost hatched and decaying.,1
Fresh and started(2),1
NO BURSA; SKULL 30% OSS.,1
1/4th incubated,1
"large embryo, small yolk sack",1
add.,1
Advanced: 1 addled,1
2 fresh. 4 just started,1
"3 fresh, 1 considerable",1
"Started in some, others fresh",1
JUV; BURSA 5  X 3 MM; SKULL 5% O,1
SY; BURSA 3 X 4 MM; SKULL 100% O,1
"FLEDGLING; BURSA 10 X 4 MM, SKUL",1
13 UNKNOWN AGE,1
5 small embryos; 1 showing blood,1
1 fresh 4 begun,1
Over half complete,1
juv. sk.all clear,1
12-14,1
gangues oeufs,1
11yrs,1
Approximately 3 Years Old,1
