islandGroup,reps
Oki Gunto Ids.,1
Oki Is.,91
Oki Islands,23
Oki Islkands,1
Oki-Isl,1
Oki-Shotto Islands,18
Okiakime Island,3
Okiko-jima Island,51
Okinawa Is.,83
Okinawa Island,2451
Okinawa Island of Ryukyu Islands,647
"Okinawa Island, Ryukyu Island",19
"Okinawa Island, Ryukyu Islands",358
Okinawa Islands,1483
Okinawa Islands|Ryukyu Islands,2
Okinawa Pref.,6
Okinawa main island,4
Okinawa-Isl,8
Okinawa-jima Island,134
Okinawa-jima Island of Ryukyu Islands,7
"Okinawa-jima Island, Ryukyu Island",6
"Okinawa-jima Island, Ryukyu Islands",101
Okinawa-shoto,7
Okinawajima Island,811
Okinawajima-Isl,469
Okinoerabu Island,86
Okinoerabu island,134
Okinoerabu-jima,18
Okinoerabu-jima Island,22
"Okinoerabu-jima Island, Amami Islands, Ryukyu Islands",7
Okinoerabujima,1
Okinoshima,14
Okinoshima-Isl,1
Okinoshima-Island,1
Oklahoma,1
Ol Doinyo,1
Oleai Island,9
Olu Malau Islands,19
Oman,753
Omorijima-Isl,1
Onoharajima-Isl,5
Onotoa Atoll,26
Oo-shima island,1
Ooshima Island,25
Ooshima island,72
Oosumi Peninsula,1
"Oosumi, Yaku island",1
Orange Keys,105
Orcades,3
Orcas Islands,1
Orchid Island,44
Oregon,4
Orkney,4
Orkney Islands,1223
Oshima Island,1
Oshima-Isl,3
Osumi,329
Osumi Is.,26
Osumi Islands,99
Osumi Shoto Ids.,97
Otago Prov.,1
Otoutojima-Isl,4
Otu Tulu Islands,2
Outer Banks,15
Outer Hebrides,754
Outer Islands,28
Outer Islands - Aldabra group,6
Outer Islands - Southern Coral group,2
Ovalau Island,1
P'enghu (Pescadores) Islands,11
PAPUA NEW GUINEA,50
PENINSULA,4
PHILIPPINE IS,13
Pabellones Islands,1
Pacific,10
Pacific Coast,1
Pacific Is,11
Pacific Islands,4
Pacific Ocean,297
Pacific Ocean Is,1
Pacific Remote Island Areas,204948
Padaido Islands,1
Pagan Island,17
Pagan-Isl,53
Pahang State,1142
Pakistan,8
Palagruza Islands,15
Palagruza Islands (Pelagosa Islands),1
Palau,328
Palau (Belau) Islands,4
Palau Ids.,1
Palau Islands,6081
Palau SW Islands,1011
Palau-Isl,3
Palawan,30
Palawan Is.,322
Palawan Island,305
Palawan Islands,2
"Palawan Islands, Philippines",1
Palawan PAIC,1117
Palawan Prov.,331
Palawan-Isl,5
Palawann Is.,16
Palliser Islands,216
Palm Island,1
Palmar de las Islas,6
Palmer Archipelago,268
Palmyra Atoll,66
Palmyra Island,1
Palua Islands,5
Palumbanes Islands,27
Panagatan Cays,1
Panama,3
Panaon Is. S.Leyte Is.,1
Panari Shimoji-jima Island,7
Panay Is.,24
Panay Islands,4
Pandanan Islands,1
Pangasinan,15
Pangutaran Group,47
Panjang Island,3
Papua,280
Papua Barat. West Papua,17
Papua New Guinea,884
Papua [= Irian Jaya],1564
Par I,1
Paracel Is.,388
Paracel Islands,5
Paramushir Island,119
Paramushir-Isl,20
Paramushiru Island,204
Parker Is.,1
Parker Islands,4
Parry Islands,62
Paumotus,10
Pearl Island,4
Pearl Islands,1006
Pearson Island,26
Pelagian Islands,1
Pelagie Islands,1
Peleliu-Isl,2
Peleng Is.,46
Peleng Is.  Banggai Islands,1
Peleng Is. Sulawesi,6
Pelew Islands,7
Pelican Cays,1473
Peliliu Island,6
Pemba Is.,15
Penang Island,13
Penang State,15
Penghu Island,28
Penghu Islands,20
Penghu-Isl,1
Penghudao Islands,59
Peninsula,2
Pentland Skerries,3
Pentland Skerries Island,1
Penyu Is.,5
Pepperfish Keys,6
Perak State,190
Pereng Is.,2
Perlas Archipelago,86
Perlas Ids.,2
Perlas Is.,10
Perlas Islands,8
Perlis State,39
Peron Islands,1
Peros Banhos,46
Persian Gulf,161
Pescadore Islands,46
Pescadores,16
Pescadores Ids.,60
Pescadores Islands,6
Petrie Islands,1
Phangnga Prov.,28
Phatthalung Prov.,37
Phi Phi Group,3
Phi Phi Islands,4
Phil. Islands,11
Philippine Ids.,186
Philippine Is,2
Philippine Islands,7340
Philippines,2735
Phillipines,4
Phoenix Is.,349
Phoenix Islands,1062
Pico-Isl,1
Pigeon Is.,8
Pilas Is.,5
Pingtung Dist.,7
Pisang-eilanden,3
Pitcairn Group,944
Pitcairn Ids.,13
Pitcairn Is.,30
Pitcairn Islands,1303
Plana Cays Bank,1
Plaza Islands,3
Pleiades Islands,9
Plover Islands,6
Pogi-do,2
Pohnpei,34
Pohnpei (Ponape) Is.,1
Pohnpei Is.,334
Pohnpei Island,138
Pohnpei State,427
Pohnpei [Ponape] Is.,565
Pohnpei [Ponape] Islands,164
Polilio,1
Polillo Ids.,317
Polillo Is.,3
Polillo Islands,34
Polynésie Française,4010
Pommern,2
Ponape-Isl,134
Poor Knights Islands,90
Poplar Island Group,2
Port Elizabeth,1
Port Moresby,7
Port Simpson.,1
Portsmouth-Isl,5
Possession Islands,8
Potters Key,1
Pramuka Island,7
Praslin Island,1
Praslin Islands,6
Prastagi Is.,2
Pribilof Ids.,196
Pribilof Is.,71
Pribilof Islands,3391
Prince Edward Island,3
Prince Edward Islands,276
Princes Islands,4
Principe And San Tome Islands,1
Príncipe,22
Puerto Rico,33
Puerto Rico Island,4
Puget Islands,1
Pulau Bajau,1
Pulau Brani,7
Pulau Kondor Islands,1
Pulau Pari Group,109
Pulau Pawai,2
Pulau Sakra,27
Pulau Seletar,1
Pulau Semakau,3
Pulau Seribu,90
Pulau Seribu (Les Milles Iles),1
Pulau Tekong,1
Pulau Tekukor,3
Pulau_Seribu,79
Pulo Condor Ids.,2
Pulu pulu C.Sulawesi,2
Pulupulu S.Sulawesi,2
Punkak Palopo C.Sulawesi,19
Punta del Este,1
Punuk Islands,2
Puzzle Harbour Rocks,3
Pye Islands,11
Qatar,36
Qionglai Shan,1
Queen Charlotte,557
Queen Charlotte Ids.,8
Queen Charlotte Is.,7
Queen Charlotte Islands,2103
Queen Elizabeth Ids.,1
Queen Elizabeth Islands,776
Queensland,57
Quemoy-Isl,3
Quiniluban Group,5
Quiniluban Ids.,1
Qu¡n Ðäo Long Châu,1
R/V Sinagoga,3
REVILLAGIGEDOS IS,2
RYUKYU,416
Rabul Is.,2
Racovitza Islands,167
Ragged Islands,93
Raja Ampat,33
Raja Ampat Islands,173
Raja_Ampat,24
Ralik Chain,9712
Ran wu Is.,2
"Rangitahua, Kermadec Islands",2
Ranong Prov.,1
Ranongga Is.,4
Rapa Nui,208
Ras Iwetine,31
Rasshua Island,2
Rat Islands,358
Ratak Chain,1953
Rebun Isl.,2
Rebun Island,30
Rebun island,5
Rebun-island,11
Rebunto,20
Rebunto Island,1
"Rebunto,Rishirito",44
Rebuntou-Isl,10
Recifs d'Entrecasteaux,8
Red Sea,667
Red Sea Coast North Group,117
Reef Islands,5
Refuge Is.,1
Rendova Is.,5
Rendova Island,1
Rennell Islands,125
Reserva de Biosfera Seaflower,2712
Reunion,12
Revilla Gigedo Islands,20
Revillagigedo,15
Revillagigedo Ids.,649
Revillagigedo Is.,1597
Revillagigedo Islands,257
Revillagigedos,2
Rhio Ids,1
Rhode Island,1
Riau,115
Riau Archipelago,307
Riau Ids.,4
Rima Island,6
Ringgold Ids.,1
Ringgold Is.,1
Ringgold Isles,129
Riouw,3
Rishiri Island,6
Rishiri island,6
Rishirito,40
Rishiritou-Isl,6
Riu Kiu [Ryukyu] Islands,1
River Dogabu,8
River Kemabu,3
Rizal Prov.,1
Rocas Alijos,1
Rock Is.,635
Rock Islands,27
Rock-Isl,1
Rockabill,1
Rocky Mountain,2
Roma Is.,1
Romah Island,17
Romang Is.,5
Romblon PAIC,691
Rongelap Atoll,74
Ross Archipelago,23
Ross Island,11
Ross Island Group,27
Rota Island,47
"Rota Island, Mariana Islands",12
Rota-Isl,52
Rotuma,120
Rotuma Group,2268
Rotuma Ids.,2
Rowa Islands,1
Rowley Shoals,1
Rum Cay Bank,29
Rum Island,2
Runanga Islands,11
Russel,1
Russel Islands,17
Russel group,1
Russell I. Solomon Islands,2
Russell Is.,14
Russell Islands,225
Russell Islands group,3
Ruwenzori Mts.,3
Ryuku Islands,6
Ryukus,1
Ryukyu,108
Ryukyu (Ryukyu Shoto),60
Ryukyu (Ryukyu Shoto) - Amami Islands,8
Ryukyu Archipelago,1005
Ryukyu Ids.,3647
Ryukyu Is.,948
Ryukyu Islands,2731
Ryukyu Islands [Okinawa-shoto],1
Ryukyus,19
S. Loo Choo Islands,1
S.Leyte Is.,4
SABAH,9
SAN JUAN IS,1
SE Islands,1
SHIKOKU,943
SOCIETY ISLANDS,37
SOLOMON ISLANDS,1
SON,15
SUMATRA,176
Saaristo Islands,2
Sabah State,383
Sado Island,3
Sado Islands,13
Sado island,15
Sado-Isl,14
Sadogashima,17
Sadogashima-Isl,30
Sagami,2
Saint George,5
Saint Kitts and Nevis Ids.,18
Saint Matthias Group,17
Saint Matthias Islands,47
Saint Paul-Isl,8
Saint Pierre & Miquelon,7
Saint Pierre and Miquelon,2
Saint-Pierre-et-Miquelon,1
Saipan Island,97
"Saipan Island,",1
"Saipan Island, Mariana Islands",6
Saipan-Isl,185
Sajan,7
Sakashima Is.,3
Sakhalin,2
Sakhalin Island,1079
Sakishima Is.,39
Sakishima Islands,39
Sakishima Islands in Ryukyu Islands,14
Sakura-jima Island,236
Salar Islands,1
Salayar Is.,2
Salmon Is.,1
Salomon Islands,1
Salue Is.,6
Samal Island,14
Samar Islands,1
Samarai Islands,1
Samoa,32980
Samoa Ids.,558
Samoa Islands,2481
Samoan Islands,3831
Samoan Islands.,2
San Andres Islands,1
San Andrés y providencia,1
"San Andrés, Providencia and Santa Catalina",4
San Benetos Is.,1
San Benito Ids.,277
San Benito Is.,1
San Benito Islands,1
San Blas Archipelago,266
San Blas Is.,2
San Blas Islands,802
San Bl·s,6
San Clemente Island,1
San Clemente-Isl,2
San Cristobal Group,9
San Felix Island,1
San Francisco Bay Islands,2599
San Gallan,1
San Juan,22
San Juan Archipelago,1
San Juan Ids.,5
San Juan Is.,19
San Juan Islands,3449
San Miguel Islands,3
San Salvador Bank,30
San Vicente Islands,12
Sanak Islands,9
Sanana Is.,3
Sanding Is.,3
Sandwich Islands,427
Sandwich Islands [Hawaiian Islands],6
Sanganjima-Isl,3
Sangi Islands,1
Sangihe,19
Sangihe Is.,138
Sangihe Islands,62
Sangir Is.,6
Sangir Islands Sulawesi,7
Santa Barbara Is.,49
Santa Barbara Islands,85
Santa Barbara-Isl,4
Santa Catalina Island,1
Santa Catarina Islands,1
Santa Cruz,2
Santa Cruz Group,68
Santa Cruz Ids.,81
Santa Cruz Is.,156
Santa Cruz Island,3
Santa Cruz Islands,2842
Santa Cruz Islands ·,1
Santa Cruz-Isl,2
Santa Isabel Group,201
Santa Isabel Is.,2
Santa Isabel Islands,1
Santa Ysabel Is.,1
Santo Island,3
Santorin,1
Santorini,3
Sao Tome & Principe,15
Sao Tome & Principe Islands,2
Saparua Is.,4
Saparus Is.,1
Sarawak State,15
Sardinia Island,6
Sardinia-Isl,18
Saronic Islands,3
Satsunan Islands,43
Satun Prov.,6
Saudi Arabia,301
Saumarez Reef,3
Savai`i Group,245
Savaii Group,2505
Savo I. Solomon Islands,3
Savu Islands,2
Sawâbi¯,1
Saya De Malha Bank,1
Scandinavia,34
Scattered Is.,15
Scattered Islands,7
Schiermonnikoog & Vlieland,1
Schouten Is.,19
Schouten Islands,193
Schouten Islands [Kepulauan Biak],91
Scilly Islands,5
Scilly Isles,1816
Scogli di Apani,4
Scott Islands,9
Sea Islands,40
Sea Lion Rocks,19
Sea of Okhotsk,2
Seaflower,58
Seal Islands,5
Seals Nest,8
Secas Ids.,1
Secas Is.,47
Secas Islands,12
Seiko C.Sulawesi,6
Seikojima Island,2
Selajar Is.,3
Selangor,2
Selangor State,769
Selayar Is.,13
Selvagens Islands,3
Semak Daun,1
Semidi,1
Semidi Is.,12
Semidi Islands,144
Semirara Islands,16
Senegal,1
Senkaku Islands,11
Senyavin Is.,208
Senyavin Islands,281
Sepudi Is.,4
Seram Group (Ceram Group),70
Seram Is,26
Seram Is.,205
Serem Is.,6
Seribu Is.,1
Serrana Bank,3
Serua  Is.,4
Serua Is.,12
Sese Islands,16
Sesokojima Island,40
Seto Inland Sea,855
Severnaya Zemlya,1
Severnaya Zemyla Islands,1
Seychelle Ids.,94
Seychelle Islands,10
Seychellen,1
Seychelles,5299
Seychelles Islands,360
Seymour,2
Shag Cliff Islands,1
Shag Islands,7
Shag Rocks,27
Shalloway Island,1
Shantar Islands,1
Shelter-Isl,3
Sheperd Islands,1
Shepherd Islands,1029
Shepherds group,10
Shetland,21
Shetland Is.,1
Shetland Island,1
Shetland Islands,2109
Shetland du sud,25
Shetland islands,1
Shetlands,38
Shiga-jima Island,5
Shikinejima island,2
Shikinejima-Isl,6
Shikoku,465
Shikotan Island,1
Shikotanto-Isl,1
Shikotantou-Isl,1
Shimo-Koshiki island,15
"Shimokoshiki-jima Island, Koshiki-jima Islands",1
Ship and Barge Islands,1
Shired,2
Shishi-jima Island,38
Shiwaku Is.,1
Shiwaku Island,1
Shizuoka Pref.,8
Shodoshima,55
Shodoshima Island,7
Shortland Group,6
Shortland Islands,80
Shulagin Islands,4
Shumagin Is,22
Shumagin Is.,137
Shumagin Island,3
Shumagin Islands,1003
Shumshu Island,9
"Siao Is.,Sulawesi Is",5
Siberut Is.,9
Sibolangit N.Sumatra,2
Sibutu Group,212
Sibutu Island,2
Sibuyan Is.,1
Sicile,1
Sicilia Island,2
Sicilia-Isl,2
Sicily,1
Silhouette Group,1
Simeulue Is.,34
Similan Islands,31
Simiutaq Island,2
Simonof Islands,7
Simpson Islands,39
Simuk Is.,4
Simushir Island,9
Sinai,22
Sinaloa State,1
Sind Prov.,1
Sinda,1
Sindarar Islands,3
Singapore,1917
Singkep Is.,4
Sipola Is. Sumatra,1
Sipora Is.,5
Sipora Is. Mentawai Islands,10
Sipora Is. Mentawei Islands,2
Sipora Is. Mentawei Isles.,8
Sipora is.,3
Sir Joseph Banks Group,3
Sister Islands,2
Sjuøyane,1
Slate Islands,25
Small Isles,145
Snares Islands,48
So. Ryukyus,2
Soceity Islands,4
"Societe, Iles de la",4
Society ,2
Society Ids.,10
Society Is.,682
Society Island,2
Society Islands,22193
Society Islands  - Windward,342
Society Islands - Leeward,7
Society Islands - Windward,7
Society islands,1
Socotra,3
Socotra Archipelago,50
Soko Islands,32
Soloman Islands,20
Solomon,50
Solomon Ids.,783
Solomon Is.,256
Solomon Isl.,1
Solomon Island Outliers,149
Solomon Islands,18574
Solomon Islands - The Santa Cruz Islands,5
Solomon Islands - The Shortland Islands,2
Solomon Islands Group,88
Solomon Islands Outliers,12
Solomon Sea Islands,35
Solomons,2
Solor Is.,1
Somalia,9
Song Khla Prov.,1
Song-Khla Prov.,4
Songkhla Prov.,55
Sonora State,2
Sonsoral Is.,1
Sonsorol Is.,2
Sonsorol Islands,7
Sorel Islands,1
Sorlen Is.,2
Sorsogon Prov.,1
Sotavento Islands,12
"Sotavento, Ilhas de",73
Sotaventos,4
South Africa,219
South Carolina Islands,4
South Celebes,1
South China Sea,1
South Farallon Islands,2
South Georgia,249
South Georgia Ids.,2
South Georgia Islands,855
"South Georgia Islands, UK",82
South Georgia and the South Sandwich Islands,274
South Isand,4
South Island,114
South Moluccas Is.,2
South Neptune Islands,8
South Nilandu Atoll,11
South Orkney,47
South Orkney Is.,3
South Orkney Islands,674
"South Orkney Islands, UK",4
South Sandwich,12
South Sandwich Is.,4
South Sandwich Islands,121
"South Sandwich Islands, UK",4
South Shetland,25
South Shetland Is,3
South Shetland Is.,18
South Shetland Islands,1399
"South Shetland Islands, UK",25
South Shetland Isles,1
Southeastern Australia,23
Southern Cook Is.,575
Southern Cook Islands,1362
Southern Coral Group,2
Southern Exuma Cays,203
Southern Gulf Islands,156
Southern Highlands Prov.,2278
Southern Mariana Islands,4786
Southland Prov.,1
Southwest Cays Group,2
Spanish Islands,9
Spitsbergen,10
Sporades,3
Spratly Islands,2
Spruce Is.,2
Sri Lanka,211
Ssese Islands,1
St Georges-Isl,1
St Gevrges Island,1
St Helena,4
St Helena-Isl,2
St Kilda,3
St. Andrew Strait,1
St. Helena,35
St. Helena Island,1
"St. Helena, Ascension and Tristan da Cunha",3
St. John's Islands,3
St. Kilda,4
St. Laurent Islands,1
St. Matthias Group,156
St. Matthias Island Group,5
St. Vincent & The Grenadines,17
St.-Barthelemy,1
St.Thomas Island,1
Stewart Island,20
Stewart Islands,667
Storehouse Islets,23
Straumur Islands,2
Subi Is.,2
Suiyoto-Isl,10
Sula Is,4
Sula Is.,16
Sula Islands,162
Sulawesi,639
Sulawesi Is,1
Sulawesi Is.,129
Sulawesi Island,6
Sulawesi Islands,40
Sulu,2
Sulu Arch.,1
Sulu Archipelago,1557
"Sulu Archipelago, Sibutu Group",418
"Sulu Archipelago, Sibutu group",88
"Sulu Archipelago, Tawi-Tawi group",935
Sulu Ids.,391
Sulu Islands,4
Sulu Islands ?,1
Suluwesi Island,742
Sumatera-Isl,1
Sumatra,3243
Sumatra Is.,128
Sumatra Island,6
Sumba Is.,25
Sumbawa Is.,85
Sumbawa Is.  Timor Is.,2
Summer Isles,187
Sunda,7
Sunda Is.,11
Sunda Island,1
Sunda Islands,4370
Sundfly Is.,2
Surigao Prov.,52
Surigao de sul Tandeg Mindanao Is.,2
Surin Islands,1
Susie Islands,310
Suwanose Island,33
Suwarrow Atoll,31
Svalbard,382
Svalbard Is.,16
Svalbard Islands,7
Svalbard archipelago,2
Svaldbard,2
Sverdrup Islands,15
Swains Island,8
Swallow Is.,2
Swan Ids.,14
Swan Is.,4
Swan Island,1
Swan Islands,177
Syami island,3
Syodo island,77
Syutomejima-Isl,1
São Tomé,771
São Tomé Islands,1
São Tomé and Principe,7
São Tomé and Príncipe,59
Südsee-Inseln,1
S„o Pedro e S„o Paulo,35
S„o TomÈ e PrÌncipe,1
TAIWAN,4
TRES MARIAS IS,12
TRINIDAD AND TOBAGO,1
Tabar Group,6
Tabawan Island,61
Tabuan Island,1
Tabuhan Is.,1
Tadanaejima-Isl,1
Taguan Point,8
Tahiti,3
Taichu Pref.,1
Taipei Dist. ?,1
Taipei Munincipality,1
Taitung Dist.,17
Taiwan,3717
Taiwan's Coastal Islands,9
"Takara-jima Island, Tokara Islands",8
"Takarajima Island, Tokara Islands",3
Take-shima Island,352
Taketomi Island,1
Taketomi-jima Island,2
Taketomi-jima Island of Sakishima Islands,1
Taketomijima Island,22
Taketomijima-Isl,4
Talant Islands,2
Talaud  Is.,7
Talaud Is.,22
Talaud Isl.,5
Talaud Islands,59
Talaut,1
Talaut Is.,1
Talaut Islands,2
Taliabu Is.,7
Taliabu Is.  Sula Islands,4
Taliabu Is.  Sula Islands.,10
Taliabu Is. Sulu Islands,4
Taliabu Is. Sulu Isles,4
Tamaulipas State,1
Tambelan Is.,4
Tambelan Isl.,2
Tamia Islands,1
Tana Riv.,1
Tanahjampea Is.,1
Tanahmasa Is.,8
Tanajampea Is.,2
Tanamasa Is. Batu Islands,5
Tandag Surigao Mindanao Is.,2
Tanega-shima Island,329
Tanega-shima island,40
Tanegashima Island,61
Tanegashima Island of Osumi islands,1
Tanegashima Island or Yakushima Island,2
Tanegashima and Yakushima Islands,1
Tanegashima-Isl,14
Tangatapu Group,7
Tanimbar Is.,5
Tanimbar Isl.,5
Tanimbar Islands,40
Tanimbar Isles.,2
Tanimbar-eilanden,2
Taninbal Is.,4
Taninbar Is.,8
Tanzania,109
Tanzanian Spice Islands,2
Taoyuan Dist.,6
Tapul Group,80
Tarama-jima Island,3
Taramajima-Isl,2
Taranki Prov.,1
Tarempa Is.,2
Tasman Sea,1
Tasmania,37
Tasmania Island,12
Tasmania-Isl,4
Tatoosh Islands,8
Tatsumijima-Isl,9
Taumotu Islands,2
Tawi Tawi Group,929
Tawi-Tawi Islands,5
Tawi-Tawi Prov.,3
Tawi-Tawi group,299
Tawitawi,41
Tayabas Prov.,1
Tebun island,1
Ten Thousand Is.,1
Ten Thousand Islands,24
Tenerife Island,2
Tenian Island,34
Tenian-Isl,17
Tennessee,1
Tenthousand Islands,1
Tepa Babar Is.,11
Terempa Is. Anambas Isles.,1
Terengganu State,5
"Termate Is.,Halmahera Is.",2
Ternate  Is.,2
Ternate Is.,1
Terre des Etats,1
Tetiaroa,252
Teuritoh-Isl,14
Texas,1
Texas Barrier Islands,2
Thailand,139
The ABC islands,22
The Azores,3
The Bahamas,177
The Caymans,4
The Faroes,1
The Grenadines,136
The Ionian Islands,98
The Snares,1
Thetis Is.,1
Thimble Islands,10
Thormanby Islands,15
Thousand Is.,39
Thousand Islands,563
Three Isles,16
Three Kings Is.,13
Three Kings Islands,9
Tiburon,1
Tierra del Fuego,921
Tierra del Fuego (archipelago),16
Tierra del Fuego Is.,1
Tierra del Fuego Islands,116
Tierre de Fuego,1
Tiger Cays,59
Tigre Cays,9
Tijger Eilanden,2
Tijobodas1400m W.Java,1
Tiladummati Atoll,3
Timika W.Irian,2
Timor Is.,41
Timor Is. Lesser Sunda Island,1
Timor Island,4
Tinian-Isl,7
Tinker Rocks,4
Tioman Island,3
Titi Island Group,36
Tiwi Islands,11
Tobacco Range Cays,109
Tobago Cays,61
Tobalai,2
Tobishima Island,62
Tobishima-Isl,8
Togian Islands,175
Tokano Is.,1
Tokara Archipelago in Ryukyu Islands,4
Tokara Is.,6
Tokara Islands,53
"Tokara Islands, Nakanoshima Island",96
"Tokara Islands, Nakanoshima Island, Miya-kawa Rv.",5
"Tokara Islands, Takara-jima Island",1
"Tokara Islands, Takara-jima Island, Nakanoshima Island",193
"Tokara Islands, Takarajima Island",172
Tokara-guntð,4
Tokashiki Island of Ryukyu Islands,5
Tokashiki-jima Island,30
Tokelau,16
Tokelau Is.,3
Tokelau Islands,256
Tokelau Islands (Union Group),38
Tokuno-shima Island,1
Tokuno-shima island,347
Tokunoshima,30
Tokunoshima Island,54
Tokunoshima-Isl,5
Tol Group,1
Tol Is.,1
Tol Island,7
Tomoshirijima-Isl,2
Tonaki-jima Island,2
Tonga,1068
Tonga - Ha'apai,2
Tonga - Tongatapu,102
Tonga - Vava'u,4
Tonga Is.,12
Tonga Islands,1180
Tonga Outliers,109
Tongatapu,25
Tongatapu Group,3845
Tongatapu Ids.,201
Tongatapu and Eua,2441
Torishima Island,12
Torishima-Isl,83
Toronto Islands,3
"Torres Island, North Is.",1
Torres Islands,7
Torres Strait Islands,124
Torres group,1
Toshima Island,2
Toshima island,7
Toshima-Isl,47
Tower Island,1
Townshead Island,2
Toyando Is. Kai Isles.,1
Toyandu Is .Kai Islands,1
Trang Prov.,207
Tres Maria Is.,5
Tres Maria Islands,4
Tres Marias,11
Tres Marias Group,1
Tres Marias Ids.,463
Tres Marias Is.,25
Tres Marias Islands,100
Tres Marias Islands [Islas Marias],10
Tres Marías,3
Treshnish Isles,50
Trial Islands,1
Triangle Ids.,1
Trindade e Martin Vaz,591
Trinidad & Tobago,72
Trinidad Island,7
Trinidad and Tobago,2
Trinidad and Tobago Ids.,2
Trinity Islands,143
Trinny Cove Islands,13
Tristan da Cunha,408
Tristan da Cunha Group,8
Tristan da Cunha Is.,10
Tristan da Cunha Islands,112
Tristan de Cunha Group,3
Trobliand Is.,3
Trobriand Is.,21
Trobriand Islands,20
Trobriand Isles,7
Trobriands,114
Truk,1
Truk (Chuuk) Is.,746
Truk Is.,65
Truk Islands,35
Truk Islands; Caroline Islands,1
Truk [Chuuk],1
Truk [Chuuk] Is.,102
Truk-Isl,7
Tsunoshima Island,1
Tsunoshima-Isl,23
Tsushima,3
Tsushima Is.,21
Tsushima Island,52
Tsushima Islands,1
Tsushima-Isl,51
Tsushimajima-Isl,23
Tsushimakamijima-Isl,22
Tsushimashimojima Island,3
Tsushimashimojima-Isl,32
Tsusimakamijima Island,4
Tuamotu,1
Tuamotu Archipelago,5521
"Tuamotu Archipelago, King George subgroup",1
Tuamotu Ids.,55
Tuamotu Islands,18
Tuamotu archipelago,2
Tuamotus,25
Tubuai,1
Tubuai Islands,392
Tuckernuck-Isl,1
Tukang Besi Islands,3
Tukangbesi,1
Tukangbesi Islands,5
Tuken-jima Island,10
Turk Islands,6
Turks & Caicos Islands,13
"Turks & Caicos Islands, West Indies",18
Turks And Caicos Islands,1
Turks Is.,1
Turks Island,3
Turks Islands,53
Turks and Caicos Ids.,7
Turks and Caicos Islands,1339
Turneffe Islands,2
Turr Islets,7
Turreffe Islands,1
Turtle Is.,9
Turtle Island Group,34
Turtle Islands,81
Tuscan Archipelago,12
Tusket Islands,40
Tutuila Group,1521
Tutuila Is.,17
Tutuila Islands,233
Tuvalu,49
Twin Cays,636
U.S. Virgin Islands,3
US Administered Islands in the Central Pacific,163
US Administered Islands in the Central Pacific: Line Islands,78
US Virgin Islands,50966
Ubashima-Isl,14
Udoneshima-Isl,4
Ujelang Atoll,2
Uji Island,1
Uji-guntou Islands,3
Uluguru Mts.,3
Uluthi Island,8
United States Minor Outlying Islands,1
Uo-shima Island,3
Upolu,80
Upolu Group,2635
Urato Is.,5
Urup Island,6
Ushishir Island,25
Ussuryi Is.,2
Utah,3
Vacca Keys,1
Vadhoo Is.,19
Vancouver,2
Vancouver Is.,3
Vancouver Island,2961
Vanikolo,1
Vanua Levu,1
Vanua Levu Group,5387
Vanua Levu Ids.,50
Vanua Levu Is.,7
Vanuatu,5189
Vanuatu(i.),282
Vava'u,103
Vava'u Group,573
Vava`u Ids.,32
Vavau Group,1428
Vava‘u Group,101
Vella Lavella Island,1
Venezuela,1
Verde Island Passage,38
Vestmannaeyjar,13
Vestmannaeyjar (Westmanniae),2
Vestmannaeyjar I.,1
Vestmannaeyjar Islands,4
Victoria,2
Victoria Land,3
Vientiane Prov.,125
Vietnam,6
Vingt-et-un Islands,1
Virgin,61
Virgin Ids.,522
Virgin Is.,60
Virgin Islands,8608
Virgin Islands (U.S.),2984
Virgin Islands U.S.,149
Virgin Islands of the USA,221
Virgin islands,2
"Virgin islands, british",3
Virginia,1
Visayan,4
Visayan Ids,1
Visayan Is.,16
Visayan Islands,5342
Visayan PAIC,2092
Visayan islands,2
Visayas,3516
Visayas Islands,974
Viti,105
Viti Levu,9
Viti Levu Group,14638
Viti Levu Ids.,422
Viti Levu Is.,11
Viti Levu Island,1
Vizayas,5
Volcano Islands,50
Vrigin Islands,35
Vuaton Island,2
W Bengal,1
W.Flores Is.,3
W.Sumba Is.,2
W.Timor Is.,14
W.Timor Timor Is.,2
WEST INDIES,3
WEST INDIES IS,1
Wadden Islands,2
Waddeneilanden,5
Waigeo Is.,20
Waigeu Is.,22
Wajha Bank,40
Wake Is.,314
Wake Island,258
Wake Islands,1119
Wallabi Islands,49
Wallis Is.,6
Wallis Islands,141
Wallis and Futuna Ids.,1
Wallis and Futuna Islands,1
Walrus Islands,68
Walters Shoal,125
Wamena,3
Wangi Is.,5
Wangi Wangi Is.,1
Wangiwangi Is.,2
Washington,9
"Washington, D. C.",2
Watts Riv.,1
Watubela Archipelago,1
We Is.,2
Wellesley Group of Islands,3
Wellesley Islands,1
Wellington Prov.,1
Wessel Islands,1
West Bengal,2
West Falkand Islands,52
West Falkland Is.,34
West Frisian Islands,12
West Indies,41900
West Indies: French Antilles: Leeward Islands,137
West Indies: Greater Antilles,38052
West Indies: Lesser Antilles: Leeward Islands,6
West Islandndies,2
West Isles,1
West Mirage Islands,7
West New Britain Prov.,7
West Papua,38
West Sepik Dist.,3
West Sepik Prov.,3301
Western Australia,115
Western Australia ??,1
Western Highlands Prov.,1016
Western Prov.,316
Western Samoa,213
Western Visayan Islands,1
Wetar Is.,36
Wetar Is.  Lesser Sunda Island,2
Whidbey,1
White Islands,5
