behavior,reps
Responds To Squicky Sound,1
Sitting Up In Tall Oak,1
Flying Back & Forth,1
"with 6 eggs, female not seen",1
hunting over flooded spruce at 0900 hrs,1
"male watching from next tree, and sailed calling when approached, both birds left",1
mated to white-stripe male,1
in rotten log,1
AVES-071107,1
AVES-094570,1
AVES-100159,1
AVES-091961,1
AVES-074422,1
AVES-094648,1
AVES-071694,1
AVES-101755,1
AVES-103544,1
AVES-136344,1
AVES-100289,1
AVES-103528,1
AVES-071087,1
AVES-074921,1
AVES-101143,1
AVES-072707,1
AVES-100135,1
AVES-093216,1
AVES-100540,1
AVES-105826,1
AVES-054915,1
AVES-094751,1
AVES-100863,1
AVES-101074,1
AVES-100205,1
AVES-101983,1
AVES-072007,1
AVES-075332,1
AVES-054932,1
AVES-070015,1
AVES-074762,1
AVES-102011,1
AVES-105915,1
AVES-071236,1
AVES-092532,1
AVES-071705,1
AVES-102165,1
AVES-094319,1
shot swooping on grouse,1
"Response To Playback, Female Approach",1
Before & After Playback; Cuts To New Motif After P,1
"Responded To Squeaking, About 20' Up In Short Grow",1
At Open Field Tree - 3 Adult,1
Flying Flock,1
Young,1
Ca 30' High In Tree,1
Male & Female At Nest,1
"At Least 4 In Acacia Tree, 3 Calling, Flicking Tai",1
with 6 other young on lake,1
with 2 others by river,1
AVES-075063,1
with female on ground,1
on eggs,1
from a family group of 3-4 juv and 1 adult,1
trying to rob? a Robin's nest,1
"from brood of 4 young, 2 taken",1
bird sat on nest until collector touched limb of tree,1
young had already left nest,1
Active,1
under rotting log,1
AVES-059461,1
Parent & Young?,1
"""After Defending Boundary """"Calling Convention""""""",1
Four Of More Animals,1
In Flock Overhead,1
Spontaneous In Canopy,1
In Flight At 24:00,1
"Group He 5, Cause Of Disturbance Unknown",1
Circling Overhead; Silent Red-Tailed Hawk Circling,1
Taking Off,1
Bird Out In Open,1
"Mostly Response To Playback, Duet Of Male And Fema",1
"Sitting On Weed 2' Above Pond, Throws Out Throat A",1
"Small Flock In Shade, Feeding Grown Young",1
eating a Horned Lark,1
about 500 pairs,1
colony of 250 pairs with Western and Eared Grebes,1
singing whisper song like Savannah in theme but like Grasshopper sparrow in pitch and volume,1
AVES-100518,1
AVES-092419,1
AVES-074230,1
AVES-071244,1
AVES-102761,1
AVES-100694,1
AVES-094978,1
run; perform courtship display,1
AVES-092651,1
AVES-074872,1
AVES-094631,1
AVES-072343,1
AVES-075538,1
AVES-095289,1
fight; displace,1
call; mechanical sound; song; dawn song,1
arrive; court; vocalize,1
call; counter singing; mate; emit alarm,1
land; forage; walk,1
fly; call; be displaced,1
depart; arrive; establish parent young contact; care for young; fly,1
call; beg; scold; emit alarm,1
call; song; advertise; copulate; mate; Social context: family,1
song; perform nest relief,1
call; establish parent young contact; emit alarm; scold,1
yawn; stand; scratch; preen; sleep; lie,1
forage; walk; swim,1
From Tree Top,1
Partly In Response To Playback Of Jeets,1
Near nest cavity,1
AVES-100977,1
AVES-101673,1
AVES-081678,1
AVES-100372,1
AVES-101075,1
AVES-075782,1
AVES-072688,1
AVES-075349,1
AVES-074923,1
AVES-070123,1
AVES-092860,1
AVES-102213,1
AVES-101366,1
AVES-071134,1
AVES-094287,1
AVES-094181,1
AVES-072660,1
AVES-101047,1
AVES-100435,1
AVES-091953,1
AVES-071903,1
AVES-100798,1
AVES-101981,1
AVES-075024,1
"1 of 3 young in nest, which were all female",1
Duet Of Two Individuals,1
Ca 25 Birds Flying Overhead,1
Flushed From Perch,1
2 Birds In Top Of Tree,1
"Possible Male, Individuals Recorded At Forest Edge",1
Territorial & Sexual Chase; Rr/R & Another Simple,1
In Banana Fronds,1
In A Barranca,1
Perched In Top Of Tree,1
Foraging In Tall Hillside Tree,1
collected in old burn,1
AVES-094520,1
1 of many,1
incapable of much flight,1
"singing 'phebe-o', taped",1
Found in road.,1
Replaced A88 at call-site. Song mimics L. senegala. Tape recorded 33A.,1
"song recorded, mimics L. rubricata (cf. A75)",1
tape #17: 052-152,1
AVES-100317,1
AVES-071121,1
AVES-101335,1
"In Nestbox, Before & After Being Fed By Adults",1
call; counter singing; forage; emit alarm; Social context: troop,1
call; mechanical sound; flush; emit alarm,1
Feeding In The Same Tree W/ M. Similis,1
"Group In Trees, Distant Bands Along River",1
Male Courtship Flight,1
"Flies By Microphone, Same Bird As In FL13300",1
Mobbing People,1
From Fence Post At Edge Of Meadow,1
Wing Waving,1
Nesting In A Solitary Oak,1
Song Post In Reeds,1
mate; Social context: mixed; establish flock contact,1
Response To Keeper-Made Noises,1
Ca 50' Up In Tree Next To House,1
"2 Birds, Only 1 Calling",1
"Perched On Wire, 2 Birds Calling, Only 1 Recorded",1
Came In When Recordist Hissed,1
Female Feeding 2 Young As Recordist Walked Under H,1
"2 & 4 Yr Old, Response To Close Approach & Touchin",1
7 days old,1
Annoyance In Captivity,1
other young in nest,1
eating blossoms in Laurel tree,1
walk; stand; perform courtship display,1
AVES-074547,1
AVES-092359,1
AVES-075529,1
AVES-105452,1
arrive; depart; fly; perch,1
perch; preen; tail wag,1
capture prey; eat; fly; swim,1
fly; stoop; forage,1
fight; call; eat; scratch; drink,1
perch; eat; hop; bill swipes,1
preen; wipe bill; call; song; perch,1
Forage In Undergrowth,1
feed young; flap; beg; stretch; land; carry nest material; take flight; call; perform visual display,1
call; mechanical sound; flush; emit alarm; fly,1
brood; feed young,1
beg; sit on nest; peeps; peck,1
swim; preen; stand; scratch; lie; sleep,1
call; song; mechanical sound; fly; perform courtship display,1
take flight; perch; fly; mechanical sound; lek,1
call; song; fly; perch,1
call; dawn song; counter singing; advertise,1
call; court; copulate; fight; perform visual display,1
from a flock of Chickadees,1
"Foraging On Longleaf Pine, 15-20' Up",1
At Tree Top River Edge,1
Flock Of <10,1
Perched 1/2 Way Up 40' Ponderosa Pine,1
Bird In A Tree,1
Pair Flying Near Nest,1
"Top Of Ridge & In Tree, Singing In Open",1
Perched On Prominent Point In Tree At Lodge,1
mistaken for bat,1
feeding two large young,1
eating a Red-headed Woodpecker,1
"""4"""" Off Ground In Low Vegetation""",1
5 pairs nesting,1
with fully gronw young,1
song mimics L. rufopicta (not taped),1
AVES-072132,1
AVES-071646,1
AVES-100185,1
AVES-092387,1
AVES-094980,1
AVES-137803,1
AVES-074942,1
AVES-094822,1
song recorded. Tape 12A. sings in dead tree top.,1
call; song; scold; fight; emit alarm,1
call; forage; beg; Social context: family,1
song; advertise; Social context: colony; establish flock contact,1
call; song; advertise; Social context: family; establish flock contact,1
call; mechanical sound; song; advertise; scold,1
mechanical sound; court; advertise; fly,1
depart; forage; fly; establish flock contact,1
stand; walk; be displaced,1
call; arrive; establish flock contact; forage; fly,1
"tape 45B, 76A,B, captive #45B, 76A,B",1
with 511,1
AVES-100541,1
"song recorded on cassette 12A, mimics L. rubricata. 12A: 294-310",1
flock foraging in lower canopy in forest,1
(8-10+),1
Neighbouring Male Singing,1
Annoyed By Presence Of Recordist Near Nest,1
Flight About Nest Cave,1
Occasionally Chasing Another Male,1
Perched On Pine Limb,1
Duets Reponding To Playback,1
Singing At Edge Of Orange Grove From A Phone Pole,1
song mimics Lagonosticta larvata. Tape CRB red dot: A415-end,1
forage; cling; perch; peck,1
wipe bill; preen; flycatch; fly; song; perch,1
call; growls,1
call; mate; advertise; forage; establish flock contact; Social context: mixed,1
fly; advertise; mechanical sound,1
beg; swim; call,1
mechanical sound; advertise; mate; court,1
defecate; perch; hop; call,1
call; copulate; lek; court; fight,1
wing flaps; fly; court; call; mechanical sound; perch,1
song mimics Lag. senegala. tape 94 #17A,1
arrive; fly; perch,1
"no song history, no recordings",1
Male Disturbed By Playback,1
Flying Between 3 Song Perches,1
Foragingg On Ground,1
"Perched In Tree, Responded to Squeaking",1
2 Chasing Around Through Tree,1
In Thicket On Stream,1
On Mud Bank At Edge Of Vegetation To Bring 2Nd Bir,1
"Birds Entering Post-Juvenile Molt? Possibly, Not C",1
In Response To 2-Note Playback,1
"Dry Tree In The Grassland, Provocation Visual & Ca",1
AVES-101970,1
AVES-100548,1
AVES-072601,1
AVES-074319,1
AVES-074191,1
AVES-071969,1
AVES-102061,1
AVES-100786,1
AVES-094331,1
AVES-101509,1
AVES-094686,1
AVES-075395,1
2 Birds Perched in Trees,1
AVES-074148,1
AVES-102159,1
AVES-072297,1
AVES-093879,1
AVES-081712,1
AVES-103562,1
AVES-102308,1
AVES-102029,1
AVES-072382,1
AVES-094841,1
AVES-136369,1
with 5 eggs and 1 small young,1
feeding mate,1
"mimics L. senegala, tape 9 May 1997 3A:130-320",1
"seventh male shot in six days from same tree, singing. song tape 8: 419",1
AVES-092619,1
AVES-092724,1
AVES-054965,1
AVES-072874,1
AVES-102035,1
AVES-072615,1
AVES-074917,1
"""Making intermittant """"wheeep"""" calls when collected.""",1
AVES-071807,1
AVES-136457,1
AVES-101183,1
AVES-071940,1
AVES-102106,1
AVES-054701,1
AVES-100390,1
AVES-072755,1
AVES-136583,1
AVES-075650,1
AVES-092482,1
"Perched, Agonistic Interaction",1
call; walk; sit on nest,1
call; fly; perch; song,1
stretch; surface dive; swim,1
defecate; fly; perch; defecate; fly; perch,1
forage; walk; hop; eat,1
perched in cowbush,1
"Foraging In Dense Oak Brush By Road, Alone",1
In Tree Investigating Recordist,1
In Willow & Poplar Shrubs,1
"Bird Incubating Egg When Male Mate Killed, Cause B",1
captive bird?,1
AVES-059343,1
"Response To Playback Of The Female, Flying In The",1
"Flitting About, Foraging At Forest Edge",1
Flew Off On Playback,1
territroy advertisement,1
territory advertisement; perched on utility pole,1
"Did Not Respond To Playback, Bird Sitting On A Fir",1
10day old nestling,1
Moving In Tops Of Tree,1
taken with ANSP# 185685.,1
with ANSP #182567.,1
forage; walk; run; displace; preen,1
walk; call; perch,1
contact; Syrinx; Aggression/defense; advertise; call; song,1
call; forage; whisper; establish flock contact,1
call; mechanical sound; song; court; fly,1
call; stand; beg,1
perch; scratch; song,1
perch; drink; land,1
walk; forage; sit on nest,1
forage; eat; stand; hop,1
call; copulate; court; advertise,1
hop; lek; forage,1
AVES-072083,1
exit nest cavity; take flight; enter nest cavity,1
mate; depart; fly; perform courtship display,1
establish parent young contact; emit alarm; Social context: family,1
stand; pant; sit on nest,1
call; song; advertise; court; establish flock contact,1
Social context: troop; establish flock contact,1
call; mechanical sound; song; advertise; scold; perform visual display,1
call; song; advertise; scold; fight,1
songs taped - mimics goldbreast. tape 4A. 006-096,1
In Dense Roadside Thicket,1
"Group Of 5, Flying",1
AVES-100389,1
AVES-094284,1
AVES-075412,1
AVES-101616,1
AVES-092514,1
AVES-054693,1
AVES-100366,1
AVES-100475,1
AVES-071271,1
AVES-072731,1
AVES-065608,1
AVES-054934,1
song; mechanical sound; advertise; lek; perform visual display,1
AVES-074782,1
AVES-092485,1
AVES-102796,1
AVES-059607,1
AVES-059625,1
AVES-100341,1
AVES-074496,1
AVES-095283,1
AVES-101711,1
AVES-136436,1
(mimic of quail finch song). at call-site pond of M B/G indigobird,1
"Perched Almost Motionless, Tall Tree",1
"Bird Was Remarkably Close, About 10' Away",1
"Response to Playback, Bird Moving About",1
Activities Near Nest Colony In Papyrus,1
from a brood of 9 with female adult,1
from a large flock on ploughed field,1
ca 20 pairs breeding,1
bird somewhat demonstrative,1
taken from a nest of 4 eggs,1
"mimics L. senegala, tape 17 May 1997 4B:0-040, 4B:070-105",1
song tape recorded. mimics red-throated twinspot. tape #27B. 28A,1
Under Azalea Bushes,1
not tape recorded,1
under log in creek swamp,1
AVES-100616,1
AVES-074988,1
AVES-100381,1
AVES-136303,1
AVES-100903,1
AVES-075468,1
AVES-071629,1
AVES-071138,1
AVES-093128,1
molt; perch,1
perch; forage; carry food in bill; dispatch prey; take flight; call,1
walk; preen; sleep; stand,1
stand; forage; bob,1
hop; run; walk,1
threaten; advertise; call; emit alarm; fly,1
call; song; mate; court; perform visual display,1
song; duet; court; mate,1
call; song; subsong; advertise; mate; forage,1
call; court; beg; emit alarm,1
call; song; duet; counter singing; advertise; mate; Social context: family,1
mechanical sound; call; song; fly,1
AVES-072336,1
In Upper Canopy Of Oak Forest,1
Bird Sitting 50' Up On Dead Snag,1
Notes Given In Distraction Display. Flapping Wings,1
Pair; Later Parts In Response To Playback .,1
"Isolated At First, Then With Other Birds",1
Family Of About 5 Individuals,1
Flock (Or Group) Of 3,1
"Male Flew Up Toward Nest Box, Female Flew Out",1
Perched On Dead Tree,1
No Response To Black-Capped Playback,1
flight sound; fly; mechanical sound; call,1
AVES-100850,1
call; solicit copulation; walk; Social context: herd,1
advertise; call; song; emit alarm,1
probe; forage; eat,1
stand; forage; eat,1
call; song; contact; court,1
call; flush; perform visual display,1
perch; hop; vocalize; lek,1
bob; forage; hop,1
preen; swim; stand,1
take flight; cling; be displaced,1
AVES-100750,1
Aggression/defense; perform visual display; call; counter singing; song,1
fly; glide; establish flock contact,1
perform courtship display; hop; Descriptive; perform courtship display; bill swipes,1
stick out tongue; slither,1
forage; take flight; walk; land; Social context: flock,1
lek; fight; perform visual display,1
call; mechanical sound; bill drumming; advertise; mate,1
call; fight; emit alarm; Social context: mixed,1
take flight; defecate; wipe bill; mechanical sound,1
stand; take flight; stretch,1
call; mechanical sound; depart; forage; fly,1
AVES-092632,1
AVES-075082,1
AVES-100235,1
AVES-136280,1
AVES-104474,1
AVES-071141,1
AVES-100527,1
AVES-074814,1
AVES-074129,1
AVES-072873,1
AVES-072501,1
AVES-105368,1
Human Imitation on Tape - Lower Pitched than Owls,1
AVES-071899,1
AVES-074724,1
AVES-075370,1
AVES-081714,1
AVES-059610,1
AVES-101295,1
AVES-094275,1
AVES-103583,1
AVES-105764,1
AVES-075537,1
Bird Was Perched In A Tall Tree In 2Nd Growth,1
perch; cling; eat,1
call; forage; fight; emit alarm,1
fly; call; mechanical sound; wing flaps,1
"Mimics L. larvata. tape 1999 #10A.B, #21A.B",1
Alert In Top Of Tall Tree,1
"Cocked Tail, Swings Head",1
Different Individual From Mcn 1,1
Several Individuals In The Thicket,1
30' Off Ground,1
Responding To Screech Owl Imitations,1
20' Up In Long-Leaf Pine,1
perch; perform courtship display; forage; hop,1
2 Birds (Male And Female?) ; High On Dead Trunk;,1
Apparently Male & Female Calling Back & Forth,1
Sitting In Oak Ca 50' Up At Forest Edge,1
mated with black headed female,1
bird very hard to drive from nest,1
replacement male beta at G-1 site. song mimics Amandava subflava. tape 53A: 360-452,1
tape 1980-53A: 0-094,1
surfacing for air,1
AVES-101426,1
AVES-100579,1
AVES-091515,1
song; flight song; fly,1
AVES-072766,1
AVES-074380,1
AVES-072204,1
AVES-094322,1
AVES-092610,1
AVES-101648,1
AVES-059627,1
AVES-094173,1
AVES-101800,1
AVES-094672,1
song; subsong; counter singing; advertise,1
AVES-102816,1
song; court; hover; fly; advertise,1
scratch; preen; stand,1
flycatch; forage; depart; fly,1
capture prey; forage; fly; take flight; watch; perch,1
take flight; rest; lie; preen; stretch,1
hop; take flight; perch; ruffle,1
call; roost; mechanical sound,1
Aggression/defense; fly; perform visual display; call,1
forage; land; run; depart,1
perch; forage; hop; eat; take flight; wipe bill,1
take flight; perch; defecate,1
AVES-100847,1
call; establish parent young contact; beg; care for young; perform visual display,1
court; fly; advertise; call,1
advertise; mechanical sound; counter singing,1
fly; Social context: troop; establish flock contact,1
mechanical sound; song; establish parent young contact; care for young,1
swim; flap; forage,1
fly; swim; drink; Social context: flock; land,1
stand; defecate; bob; stretch,1
perch; hop; pant; take flight,1
perch; bill swipes; preen; hop; perform courtship display; call,1
AVES-071663,1
walk; perch; Social context: colony; care for young; call,1
call; emit alarm; mechanical sound,1
call; mob; fight,1
perch; song; take flight; hop,1
mechanical sound; song; fly; emit alarm,1
mechanical sound; call; song; mate,1
call; care for young; establish flock contact,1
fly; land; forage; walk,1
mimics L. senegala,1
Caged Bird,1
Perched On Dead Limb 5' Above Ground,1
AVES-059408,1
AVES-101369,1
AVES-102137,1
AVES-072156,1
AVES-100107,1
AVES-101076,1
AVES-101465,1
AVES-071667,1
AVES-068423,1
AVES-074764,1
AVES-070119,1
AVES-105947,1
AVES-101097,1
AVES-101246,1
AVES-136541,1
AVES-074341,1
AVES-136428,1
AVES-072733,1
AVES-100428,1
AVES-071945,1
AVES-075573,1
AVES-101645,1
AVES-075823,1
AVES-092222,1
AVES-074262,1
AVES-100561,1
AVES-092077,1
AVES-103287,1
AVES-103609,1
AVES-054931,1
AVES-101471,1
AVES-105804,1
AVES-101232,1
AVES-025109,1
AVES-105808,1
AVES-105448,1
AVES-092824,1
AVES-072256,1
AVES-072864,1
AVES-071949,1
AVES-094074,1
AVES-102292,1
AVES-075016,1
AVES-070124,1
AVES-094114,1
AVES-054948,1
AVES-103161,1
"feeding young, at nest near Cottonwood",1
2 Birds At Close Quarters In Burned Understory,1
Female Near Male,1
"""Perched, Juvenile Of """"Cosmic"""" Territory""",1
Foraging In Elderberry,1
Hidden In Bush,1
In Deep Ravine,1
"Two Individuals, Flew",1
"""""""High-Pitched Calls Are Immatures""""""",1
Head Bobbing,1
Pair Was At Forest Edge Near Brook,1
"Adult, Probably Near Young  Bird",1
land; call; fly,1
in nest of 3 young,1
"female feigned wounded, male nearby",1
feeding on Tsuga,1
tape 10: 347-456,1
AVES-100164,1
AVES-072895,1
AVES-100443,1
AVES-102410,1
AVES-075700,1
AVES-074187,1
AVES-094084,1
in a flock of 7 on a burned field,1
2 other young heard,1
"Part of flock of 60, all giving same call.",1
"song mimics H. miueogattatus!, tape 24B: 058-118",1
"song tape recorded, mimics L. rhodopareia, tape #32B",1
singing top of tree (tape #90:114),1
AVES-101735,1
AVES-074428,1
AVES-100501,1
AVES-094655,1
AVES-101431,1
feeding on fruit at top of tree,1
AVES-103413,1
AVES-054583,1
AVES-054576,1
AVES-105601,1
AVES-101932,1
AVES-075277,1
AVES-092660,1
AVES-102702,1
AVES-101604,1
AVES-094910,1
Feeding; disturbed by recordist at nest cavity,1
Aggression/defense; emit alarm; fly; call; song,1
stand; bob; preen,1
call; song; arrive; establish parent young contact; beg; Social context: colony,1
beg; call; perch,1
call; eat; fly,1
forage; walk; bob,1
vocalize; stand; walk,1
preen; Social context: colony; perch,1
perform visual display; wipe bill; call; perch,1
walk; run; forage; defecate; stretch; scratch,1
whistles; perform visual display,1
parent bird light sitter,1
Over Water,1
Troop,1
Display?,1
"Feeding On Acorns, Flock",1
"Sitting Atop Douglas Fir, Answering Imitation, The",1
"4 Individuals, Se Of Groug G6, From Wyb 37, Part 2",1
Feral Cat Runs By,1
Same Bird,1
Gathering Near Nests,1
mated pair of LLL 154,1
Individual Responding To Another,1
fly; flock; perch,1
feed mate; sit on nest,1
run; forage; peck; stand; take flight; hop,1
run; copulate,1
call; beg; emit alarm; Social context: family,1
song; call; approach; perform visual display,1
song recorded tape #14: 391-487,1
Responding To Pygmyh Owl Imitations,1
"Foraging In Open Edge Along Road, Pasture",1
Disturbed by decoy Pygmy Owl,1
Perched At Top Of 40' Pine,1
solicit copulation; copulate,1
"Male, Then Pair",1
In Response To Recording & To A Neighbor,1
"6 Birds, Response To Screech Owl Tape; Nestling &",1
Series Of High Notes On Same Pitch,1
From Forest Canopy,1
"In Captivity, calls while held in hand",1
"Group Feeding In Canopy, Other Species Present",1
Collected while mating with 188053.,1
"with adult female, brood of at least 10 others",1
bird allowed collector to touch her before she flew,1
"dead on road, soon after dark",1
Stand/Perch; call; Syrinx,1
AVES-100832,1
AVES-075707,1
AVES-094761,1
AVES-094525,1
AVES-101995,1
AVES-075065,1
AVES-075017,1
AVES-071745,1
AVES-103149,1
AVES-105837,1
AVES-092304,1
dropped by Great Blue Heron (Adrea herodias),1
feed young; mechanical sound; fly; call,1
call; song; perch; mechanical sound,1
flock; fly; establish flock contact; song; call,1
wing flaps; stand,1
carry food in bill; stand; forage,1
walk; Social context: herd; swim,1
perch; fly; sit on nest; brood,1
build nest; call; song,1
bathe; take flight; fly; swim,1
drink; walk; preen,1
fly; land; perch; carry nest material,1
call; fight; song,1
stand; call; stretch; fly,1
advertise; song; song,1
whistles; call,1
call; song; establish parent young contact; beg; forage; Social context: family; Social context: mixed,1
mechanical sound; song; advertise; mate; perform visual display,1
surface dive; forage; swim,1
preen; swim; preen; swim,1
solicit copulation; call,1
stretch; call; beg; sit on nest; hop; take flight; flap,1
call; perch; wing flash,1
perch; preen; call; sally; take flight; land,1
surface dive; bathe; flap; call; swim; sleep,1
perch; depart; fly; regurgitate,1
duet; call; song; advertise,1
be displaced; preen; perch,1
arrive; fly; land; establish flock contact; call; perch; roost,1
duet; advertise; mate; Social context: family,1
call; swim; drink,1
"song mimics Lagonosticta rufopicta. tape 1989: 13A,B",1
foraging on yellow flowers,1
On The Highest Branch Of A Peumo,1
Flitting Along In Front Of Recordist As Recordist,1
AVES-092340,1
AVES-071110,1
AVES-074333,1
AVES-100757,1
AVES-054713,1
AVES-100622,1
AVES-074645,1
AVES-094947,1
AVES-075454,1
AVES-102384,1
AVES-071835,1
AVES-072107,1
AVES-071145,1
AVES-105913,1
AVES-094545,1
AVES-071686,1
AVES-075447,1
AVES-102721,1
AVES-101996,1
AVES-103451,1
AVES-105974,1
AVES-092745,1
song; counter singing; mate; advertise,1
AVES-092490,1
AVES-074320,1
AVES-100219,1
AVES-094886,1
AVES-075352,1
AVES-075358,1
AVES-102043,1
AVES-105807,1
AVES-059516,1
AVES-072506,1
AVES-071856,1
AVES-101607,1
AVES-074443,1
AVES-100811,1
AVES-081707,1
AVES-100858,1
AVES-059608,1
AVES-100471,1
AVES-094117,1
AVES-102353,1
AVES-103447,1
AVES-102262,1
AVES-071980,1
call; song; advertise; establish parent young contact; whisper,1
AVES-075730,1
large black seeds in cheek pouches,1
suckling,1
swam when chased,1
basking on bridge,1
cypress pond in pinewoods,1
AVES-074604,1
AVES-074223,1
AVES-071616,1
AVES-091888,1
AVES-025103,1
AVES-100513,1
call; mechanical sound; flush; forage; perform visual display,1
AVES-094354,1
AVES-072860,1
AVES-074949,1
AVES-103241,1
AVES-072137,1
AVES-093863,1
AVES-095113,1
AVES-105871,1
AVES-081659,1
AVES-092275,1
AVES-074285,1
Perhaps 1 Other Motmot,1
"Rather Agitated, Hopping About Near & On Ground",1
getting mobbed,1
Birds Lurking In Bamboo Thicket,1
"feeding?, a large number of small worms in mouth",1
"feeding in high trees, in flock of up to 20",1
courted by and copulated with male V. funerea at 1640 hrs.,1
AVES-100385,1
AVES-094184,1
AVES-101776,1
AVES-101379,1
Near Bamboo 20-30' Off Ground,1
AVES-101064,1
AVES-102151,1
AVES-105464,1
AVES-074994,1
AVES-103476,1
AVES-072808,1
AVES-054972,1
AVES-102007,1
AVES-101618,1
AVES-072235,1
AVES-072764,1
care for young; yawn,1
call; mechanical sound; mate; fly; emit alarm; perform visual display,1
Social context: herd; stand; walk,1
erect crest; rest,1
call; walk; take flight; flap,1
song; copulate; perform visual display; call; duet,1
mob; fly; hop; call,1
surface dive; carry food in bill; feed young; preen,1
arrive; enter nest cavity,1
peck; perch; forage,1
take flight; wipe bill; perch,1
perch; call; wipe bill,1
Calling From 40' Up In A Eucalyptus Tree,1
call; mechanical sound; Social context: colony; roost,1
fight; rest; vocalize,1
"Song mimics L. rubricata, recorded on cassette A10B, Ryoland male A225 on call-sick. Display hovered to female. Song 1992#10B: 185-235",1
"In Undergrowth, Female Nearby Foraging On Ground",1
Pair Foraging Together In Hedge,1
In Family Group,1
Running Away From Recordist On Forest Floor,1
Pair Singing,1
"Birds Of Single Group Meeting, Greeting",1
"Foraging In Subcanopy, 20' Up",1
Some In Response To Pygmy Owl Calls,1
walk; stand; run,1
copulate; preen; solicit copulation,1
flap; forage; call,1
perform courtship display; solicit copulation,1
forage; fly; advertise; court; perform courtship display; perform visual display; call,1
hop; bill swipes; perch,1
fly; perch; forage; hover,1
emit alarm; subsong,1
song; advertise; mate; Social context: troop,1
perform visual display; flush; fly,1
"with A226, A227",1
stand; hop; depart; peck; forage,1
Near A Nest Site,1
At Antswarm,1
Perched In Tree (Not Seen),1
2 Birds Observed,1
Female Feeding Young,1
Leans Forward & Puffs Up Chest W/ Bill Downward,1
Bird Perched Long Time In One Spot,1
12' Up In Aspen; Making Flycatching Forays,1
Perched On Explosed Branch,1
Calling In Low Vegetation,1
Territoy Advertisement,1
AVES-059616,1
AVES-092433,1
AVES-071701,1
AVES-059483,1
AVES-101201,1
AVES-094911,1
AVES-105811,1
AVES-102189,1
AVES-059377,1
AVES-074730,1
AVES-071902,1
AVES-102507,1
Interaction btwn muted and non-muted bird,1
AVES-071238,1
AVES-072668,1
AVES-105957,1
AVES-100253,1
AVES-068427,1
AVES-071609,1
AVES-072086,1
AVES-071256,1
mimicry; perch; song,1
displace; walk; forage,1
AVES-072712,1
AVES-102102,1
AVES-059481,1
AVES-100393,1
AVES-092383,1
AVES-100591,1
AVES-094586,1
AVES-094578,1
AVES-070056,1
AVES-074818,1
AVES-105287,1
AVES-074700,1
AVES-101060,1
AVES-102864,1
AVES-075588,1
AVES-105704,1
AVES-105709,1
AVES-093884,1
AVES-105893,1
AVES-136285,1
AVES-100714,1
AVES-100747,1
AVES-100364,1
AVES-072611,1
on new nest,1
Attracted To Camp,1
8 day old nestling,1
15 M Up In Middle Story,1
Possible Confrontation Between 2 Groups,1
Lying About Near Water On Rocks & In Water,1
Growl Note (?),1
8' Up In Tree By Rapids Of Stream And Rock Walls,1
2 Owls Flying Overhead,1
"At capture, exposure was full sun.",1
"1 of family group, female parent and 3 young",1
had killed cottontail rabbit,1
AVES-074620,1
seen with male,1
"feeding by male blue, mimicked L. rufopicta",1
hibernating,1
AVES-075299,1
AVES-100325,1
AVES-074641,1
AVES-070027,1
AVES-092598,1
AVES-136497,1
AVES-101487,1
AVES-093867,1
tape-recorded - mimicked Lagnosticta rhodopareia,1
"song mimics Hypargus, tape #25A, B",1
"Song-tape recorded mimics L. senegala, tape 263",1
Under large rock - active - ran from under rock to bush and then tried to elude pursuers.,1
AVES-074611,1
AVES-059563,1
AVES-075410,1
AVES-101736,1
AVES-071986,1
AVES-072593,1
AVES-136376,1
Feeding young on wing,1
AVES-102416,1
AVES-065645,1
AVES-100412,1
AVES-081674,1
AVES-071636,1
AVES-071166,1
AVES-102877,1
AVES-101197,1
AVES-068421,1
AVES-064497,1
AVES-092836,1
from a flock of 5,1
In Thick Brush - Seond Growth,1
Perched In Short Tree,1
Birds Never Seen,1
1 In Thicket,1
9 Songs,1
Perched In Grass,1
Flushed By Recordist,1
"First Year Male, Totally Green Plumage",1
1St Year Male In Pinus Palustris,1
1 of 3 in group from hollow tree,1
on booming grounds,1
AVES-094689,1
swim; preen; dabble,1
hop; perform visual display; call; bill swipes; perch,1
perform visual display; call; bill swipes; perch; peck,1
arrive; perch; fly,1
wipe bill; perch; eat; take flight,1
fly; stand; defecate; land; take flight; eat,1
hop; tail wag; perch,1
take flight; Social context: flock; perch; preen,1
bill swipes; perch; song,1
lek; fight; vocalize,1
AVES-100630,1
"Several, Ground To Low Canopy",1
2 Individuals Calling In A Tree Top Near The River,1
Pair Calling At The Forest Edge,1
A Pair In The Top Of A Tree Dry At The River Edge,1
In Response To Previously Recorded Song Of Species,1
1 from a flock,1
several adults seen,1
from a brood of at least 5,1
1 of 3 with adult,1
7 young could not fly only 2 or 3 ft,1
feeding on small marsh rabbit,1
Mother Makes Noise Of Concern For Her Baby,1
AVES-100572,1
AVES-075375,1
AVES-072198,1
AVES-072877,1
AVES-103391,1
AVES-136305,1
AVES-093864,1
AVES-074592,1
AVES-072695,1
AVES-100559,1
AVES-093898,1
AVES-136259,1
AVES-075122,1
AVES-136371,1
AVES-092221,1
AVES-105285,1
AVES-100437,1
AVES-072395,1
AVES-100816,1
AVES-101653,1
AVES-092735,1
AVES-059551,1
AVES-102058,1
shot with LLL 137,1
